,train,age,educ,black,hisp,married,re74,re75,unem75,unem74,re78,agesq,trre74,trre75,trun74,trun75,avgre,travgre,unem78,em78
60,1,29,13,1,0,0,0.0,0.0,1,1,7.47966,841,0.0,0.0,1,1,0.0,0.0,0,1
61,1,27,9,1,0,0,0.0,0.0,1,1,0.0,729,0.0,0.0,1,1,0.0,0.0,1,0
62,1,46,13,1,0,0,0.0,0.0,1,1,0.647205,2116,0.0,0.0,1,1,0.0,0.0,0,1
63,1,18,6,1,0,0,0.0,0.0,1,1,0.0,324,0.0,0.0,1,1,0.0,0.0,1,0
64,1,25,12,1,0,0,0.0,0.0,1,1,11.965799,625,0.0,0.0,1,1,0.0,0.0,0,1
65,1,28,15,1,0,0,0.0,0.0,1,1,9.59854,784,0.0,0.0,1,1,0.0,0.0,0,1
66,1,22,12,1,0,0,0.0,0.0,1,1,18.678099,484,0.0,0.0,1,1,0.0,0.0,0,1
67,1,21,9,1,0,0,0.0,0.0,1,1,0.0,441,0.0,0.0,1,1,0.0,0.0,1,0
68,1,40,11,1,0,0,0.0,0.0,1,1,23.0056,1600,0.0,0.0,1,1,0.0,0.0,0,1
69,1,22,11,1,0,0,0.0,0.0,1,1,6.4567003,484,0.0,0.0,1,1,0.0,0.0,0,1
70,1,25,12,1,0,0,0.0,0.0,1,1,0.0,625,0.0,0.0,1,1,0.0,0.0,1,0
71,1,18,12,1,0,0,0.0,0.0,1,1,2.32111,324,0.0,0.0,1,1,0.0,0.0,0,1
72,1,27,13,1,0,0,0.0,0.0,1,1,0.0,729,0.0,0.0,1,1,0.0,0.0,1,0
73,1,27,8,1,0,0,0.0,0.0,1,1,0.0,729,0.0,0.0,1,1,0.0,0.0,1,0
74,1,38,11,1,0,0,0.0,0.0,1,1,0.0,1444,0.0,0.0,1,1,0.0,0.0,1,0
75,1,26,11,1,0,0,0.0,0.0,1,1,17.231,676,0.0,0.0,1,1,0.0,0.0,0,1
76,1,25,8,1,0,0,0.0,0.0,1,1,0.0,625,0.0,0.0,1,1,0.0,0.0,1,0
77,1,31,11,1,0,1,0.0,0.0,1,1,14.5099,961,0.0,0.0,1,1,0.0,0.0,0,1
78,1,17,10,1,0,0,0.0,0.0,1,1,0.0,289,0.0,0.0,1,1,0.0,0.0,1,0
79,1,25,11,1,0,0,0.0,0.0,1,1,0.0,625,0.0,0.0,1,1,0.0,0.0,1,0
80,1,21,12,1,0,0,0.0,0.0,1,1,9.98378,441,0.0,0.0,1,1,0.0,0.0,0,1
81,1,44,11,1,0,0,0.0,0.0,1,1,0.0,1936,0.0,0.0,1,1,0.0,0.0,1,0
82,1,18,9,1,0,0,0.0,0.0,1,1,4.48285,324,0.0,0.0,1,1,0.0,0.0,0,1
83,1,42,12,1,0,0,0.0,0.0,1,1,2.4561498,1764,0.0,0.0,1,1,0.0,0.0,0,1
84,1,25,10,1,0,0,0.0,0.0,1,1,0.0,625,0.0,0.0,1,1,0.0,0.0,1,0
85,1,24,10,1,0,0,0.0,0.0,1,1,0.0,576,0.0,0.0,1,1,0.0,0.0,1,0
86,1,26,10,1,0,0,0.0,0.0,1,1,9.26579,676,0.0,0.0,1,1,0.0,0.0,0,1
87,1,25,11,1,0,0,0.0,0.0,1,1,0.48523,625,0.0,0.0,1,1,0.0,0.0,0,1
88,1,18,11,1,0,0,0.0,0.0,1,1,4.81463,324,0.0,0.0,1,1,0.0,0.0,0,1
89,1,19,11,1,0,0,0.0,0.0,1,1,7.45811,361,0.0,0.0,1,1,0.0,0.0,0,1
90,1,43,9,1,0,0,0.0,0.0,1,1,0.0,1849,0.0,0.0,1,1,0.0,0.0,1,0
91,1,27,13,1,0,0,0.0,0.0,1,1,34.0993,729,0.0,0.0,1,1,0.0,0.0,0,1
92,1,17,9,1,0,0,0.0,0.0,1,1,1.9532701,289,0.0,0.0,1,1,0.0,0.0,0,1
93,1,30,11,1,0,0,0.0,0.0,1,1,0.0,900,0.0,0.0,1,1,0.0,0.0,1,0
94,1,26,10,1,0,1,2.028,0.0,1,0,0.0,676,2.028,0.0,0,1,1.014,1.014,1,0
95,1,20,9,1,0,0,6.08399,0.0,1,0,8.88167,400,6.08399,0.0,0,1,3.041995,3.041995,0,1
96,1,20,12,1,0,0,0.989268,0.165208,0,0,0.0,400,0.989268,0.165208,0,0,0.577238,0.577238,1,0
97,1,18,11,1,0,0,0.858254,0.214564,0,0,0.92988396,324,0.858254,0.214564,0,0,0.536409,0.536409,0,1
98,1,27,12,1,0,1,3.67087,0.33404902,0,0,0.0,729,3.67087,0.33404902,0,0,2.0024595,2.0024595,1,0
99,1,27,12,1,0,0,2.14341,0.35795,0,0,22.163301,729,2.14341,0.35795,0,0,1.25068,1.25068,0,1
100,1,20,12,1,0,0,0.0,0.377569,0,1,1.65264,400,0.0,0.377569,1,0,0.1887845,0.1887845,0,1
101,1,19,10,1,0,0,0.0,0.385274,0,1,8.124721,361,0.0,0.385274,1,0,0.192637,0.192637,0,1
102,1,23,12,1,0,0,5.50631,0.501074,0,0,0.67133194,529,5.50631,0.501074,0,0,3.003692,3.003692,0,1
103,1,29,14,1,0,0,0.0,0.67967296,0,1,17.815,841,0.0,0.67967296,1,0,0.33983648,0.33983648,0,1
104,1,18,10,1,0,0,0.0,0.798908,0,1,9.73715,324,0.0,0.798908,1,0,0.399454,0.399454,0,1
105,1,19,9,1,0,0,0.0,0.798908,0,1,17.6852,361,0.0,0.798908,1,0,0.399454,0.399454,0,1
106,1,27,9,1,0,1,0.0,0.934445,0,1,1.7734201,729,0.0,0.934445,1,0,0.4672225,0.4672225,0,1
107,1,22,12,1,0,0,5.60585,0.936177,0,0,0.0,484,5.60585,0.936177,0,0,3.2710137,3.2710137,1,0
108,1,23,10,1,0,1,0.0,0.93643904,0,1,11.2333,529,0.0,0.93643904,1,0,0.46821952,0.46821952,0,1
109,1,20,11,1,0,0,3.6375,1.22084,0,0,1.0854399,400,3.6375,1.22084,0,0,2.4291701,2.4291701,0,1
110,1,17,9,1,0,0,1.71651,1.2534399,0,0,5.4452,289,1.71651,1.2534399,0,0,1.484975,1.484975,0,1
111,1,28,11,1,0,0,0.0,1.2840799,0,1,60.3079,784,0.0,1.2840799,1,0,0.64203995,0.64203995,0,1
112,1,26,11,1,0,1,0.0,1.3928499,0,1,1.4603599,676,0.0,1.3928499,1,0,0.69642496,0.69642496,0,1
113,1,20,11,1,0,0,16.3186,1.48499,0,0,6.94334,400,16.3186,1.48499,0,0,8.901794,8.901794,0,1
114,1,24,11,1,0,1,0.824389,1.66611,0,0,4.03271,576,0.824389,1.66611,0,0,1.2452495,1.2452495,0,1
115,1,31,9,1,0,0,0.0,1.69861,0,1,10.363299,961,0.0,1.69861,1,0,0.849305,0.849305,0,1
116,1,18,10,1,0,0,2.14341,1.78427,0,0,11.1414,324,2.14341,1.78427,0,0,1.96384,1.96384,0,1
117,1,29,12,1,0,0,10.881901,1.81728,0,0,0.0,841,10.881901,1.81728,0,0,6.3495903,6.3495903,1,0
118,1,24,9,1,0,0,9.1547,2.2886798,0,0,4.8495603,576,9.1547,2.2886798,0,0,5.72169,5.72169,0,1
119,1,25,12,1,0,0,14.4268,2.40927,0,0,0.0,625,14.4268,2.40927,0,0,8.418035,8.418035,1,0
120,1,24,10,1,0,0,4.2504,2.4219499,0,0,1.6605101,576,4.2504,2.4219499,0,0,3.336175,3.336175,0,1
121,1,46,8,1,0,0,3.16566,2.59472,0,0,0.0,2116,3.16566,2.59472,0,0,2.88019,2.88019,1,0
122,1,19,11,1,0,0,2.30503,2.61528,0,0,4.1466002,361,2.30503,2.61528,0,0,2.460155,2.460155,0,1
123,1,19,8,1,0,0,0.0,2.6570601,0,1,9.970679,361,0.0,2.6570601,1,0,1.3285301,1.3285301,0,1
124,1,27,11,1,0,0,2.20694,2.66627,0,0,0.0,729,2.20694,2.66627,0,0,2.436605,2.436605,1,0
125,1,26,11,1,0,1,0.0,2.7546499,0,1,26.372301,676,0.0,2.7546499,1,0,1.3773249,1.3773249,0,1
126,1,20,10,1,0,0,5.00573,2.7773602,0,0,5.61519,400,5.00573,2.7773602,0,0,3.8915453,3.8915453,0,1
127,1,28,10,1,0,0,0.0,2.83651,0,1,3.1965702,784,0.0,2.83651,1,0,1.418255,1.418255,0,1
128,1,24,12,1,0,0,13.7657995,2.84276,0,0,6.1676803,576,13.7657995,2.84276,0,0,8.304279,8.304279,0,1
129,1,19,8,1,0,0,2.6363502,2.93726,0,0,7.53594,361,2.6363502,2.93726,0,0,2.7868052,2.7868052,0,1
130,1,23,12,1,0,0,6.26934,3.03996,0,0,8.484241,529,6.26934,3.03996,0,0,4.6546497,4.6546497,0,1
131,1,42,9,1,0,1,0.0,3.05853,0,1,1.29441,1764,0.0,3.05853,1,0,1.529265,1.529265,0,1
132,1,25,13,1,0,0,12.362901,3.09073,0,0,0.0,625,12.362901,3.09073,0,0,7.726815,7.726815,1,0
133,1,18,9,1,0,0,0.0,3.28738,0,1,5.0103397,324,0.0,3.28738,1,0,1.64369,1.64369,0,1
134,1,21,12,1,0,0,6.47368,3.3324099,0,0,9.37104,441,6.47368,3.3324099,0,0,4.9030447,4.9030447,0,1
135,1,27,10,1,0,0,1.00115,3.55008,0,0,0.0,729,1.00115,3.55008,0,0,2.275615,2.275615,1,0
136,1,21,8,1,0,0,0.989268,3.6959,0,0,4.2796097,441,0.989268,3.6959,0,0,2.342584,2.342584,0,1
137,1,22,9,1,0,0,2.19288,3.8369899,0,0,3.4625602,484,2.19288,3.8369899,0,0,3.014935,3.014935,0,1
138,1,31,4,1,0,0,8.51759,4.02321,0,0,7.38255,961,8.51759,4.02321,0,0,6.2704,6.2704,0,1
139,1,24,10,1,0,1,11.7032,4.07815,0,0,0.0,576,11.7032,4.07815,0,0,7.890675,7.890675,1,0
140,1,29,10,1,0,0,0.0,4.39895,0,1,0.0,841,0.0,4.39895,1,0,2.199475,2.199475,1,0
141,1,29,12,1,0,0,9.748389,4.87894,0,0,10.9765,841,9.748389,4.87894,0,0,7.3136644,7.3136644,0,1
142,1,31,9,1,0,0,10.717,5.51784,0,0,9.5585,961,10.717,5.51784,0,0,8.11742,8.11742,0,1
143,1,22,10,1,0,1,1.4683499,5.5886602,0,0,13.2283,484,1.4683499,5.5886602,0,0,3.528505,3.528505,0,1
144,1,21,9,1,0,0,6.41647,5.74933,0,0,0.743667,441,6.41647,5.74933,0,0,6.0829,6.0829,0,1
145,1,17,10,1,0,0,1.2914699,5.79385,0,0,5.52279,289,1.2914699,5.79385,0,0,3.54266,3.54266,0,1
146,1,26,12,1,0,1,8.40876,5.79483,0,0,1.42494,676,8.40876,5.79483,0,0,7.101795,7.101795,0,1
147,1,19,10,1,0,0,4.12195,6.05675,0,0,0.0,361,4.12195,6.05675,0,0,5.0893497,5.0893497,1,0
148,1,26,10,1,0,0,25.929699,6.78896,0,0,0.672877,676,25.929699,6.78896,0,0,16.35933,16.35933,0,1
149,1,28,11,1,0,0,1.9290301,6.87186,0,0,0.0,784,1.9290301,6.87186,0,0,4.400445,4.400445,1,0
150,1,33,11,1,0,0,0.0,7.86792,0,1,6.2814302,1089,0.0,7.86792,1,0,3.93396,3.93396,0,1
151,1,33,12,1,0,1,20.28,10.941401,0,0,15.9526,1089,20.28,10.941401,0,0,15.610701,15.610701,0,1
152,1,25,14,1,0,1,35.0401,11.536599,0,0,36.647,625,35.0401,11.536599,0,0,23.28835,23.28835,0,1
153,1,35,9,1,0,1,13.602401,13.8306,0,0,12.804,1225,13.602401,13.8306,0,0,13.7165,13.7165,0,1
154,1,35,8,1,0,1,13.7321,17.9762,0,0,3.78663,1225,13.7321,17.9762,0,0,15.85415,15.85415,0,1
155,1,33,11,1,0,1,14.6607,25.142199,0,0,4.18194,1089,14.6607,25.142199,0,0,19.90145,19.90145,0,1
156,1,22,9,0,1,0,0.0,0.0,1,1,3.5958898,484,0.0,0.0,1,1,0.0,0.0,0,1
157,1,33,12,0,0,1,0.0,0.0,1,1,12.418099,1089,0.0,0.0,1,1,0.0,0.0,0,1
158,1,41,14,0,0,0,0.0,0.0,1,1,5.1495,1681,0.0,0.0,1,1,0.0,0.0,0,1
159,1,38,9,0,0,0,0.0,0.0,1,1,6.4089503,1444,0.0,0.0,1,1,0.0,0.0,0,1
160,1,27,10,0,1,0,0.0,0.0,1,1,11.1429,729,0.0,0.0,1,1,0.0,0.0,0,1
161,1,19,9,0,0,0,0.0,0.0,1,1,13.1888,361,0.0,0.0,1,1,0.0,0.0,0,1
162,1,18,8,0,1,1,0.0,0.0,1,1,2.78796,324,0.0,0.0,1,1,0.0,0.0,0,1
163,1,22,11,0,0,0,0.0,0.0,1,1,1.0484301,484,0.0,0.0,1,1,0.0,0.0,0,1
164,1,23,7,0,0,0,0.0,0.0,1,1,0.0,529,0.0,0.0,1,1,0.0,0.0,1,0
165,1,25,11,0,0,0,0.0,0.0,1,1,18.7834,625,0.0,0.0,1,1,0.0,0.0,0,1
166,1,38,12,0,0,0,0.0,0.0,1,1,4.94185,1444,0.0,0.0,1,1,0.0,0.0,0,1
167,1,23,8,0,1,0,0.0,0.0,1,1,3.88128,529,0.0,0.0,1,1,0.0,0.0,0,1
168,1,21,12,0,0,0,0.0,0.0,1,1,8.0486,441,0.0,0.0,1,1,0.0,0.0,0,1
169,1,25,12,0,0,0,0.0,0.0,1,1,5.5875,625,0.0,0.0,1,1,0.0,0.0,0,1
170,1,31,9,0,1,0,0.0,0.0,1,1,26.8176,961,0.0,0.0,1,1,0.0,0.0,0,1
171,1,17,9,0,1,0,0.44517002,0.074343495,0,0,6.21067,289,0.44517002,0.074343495,0,0,0.25975674,0.25975674,0,1
172,1,21,12,0,0,0,3.67087,0.33404902,0,0,12.558,441,3.67087,0.33404902,0,0,2.0024595,2.0024595,0,1
173,1,27,13,0,0,1,9.38157,0.85372305,0,0,0.0,729,9.38157,0.85372305,0,0,5.117646,5.117646,1,0
174,1,18,11,0,0,0,3.67823,0.919558,0,0,4.32171,324,3.67823,0.919558,0,0,2.298894,2.298894,0,1
175,1,23,12,0,1,0,9.38574,1.11744,0,0,0.559443,529,9.38574,1.11744,0,0,5.2515903,5.2515903,0,1
176,1,23,8,0,0,1,0.0,1.71315,0,1,4.2323103,529,0.0,1.71315,1,0,0.856575,0.856575,0,1
177,1,26,11,0,0,0,0.0,2.22627,0,1,13.3859005,676,0.0,2.22627,1,0,1.113135,1.113135,0,1
178,1,31,12,0,0,0,0.0,2.61122,0,1,2.48455,961,0.0,2.61122,1,0,1.30561,1.30561,0,1
179,1,19,10,0,0,0,0.0,5.32411,0,1,13.829599,361,0.0,5.32411,1,0,2.662055,2.662055,0,1
180,1,19,11,0,1,1,5.4244905,5.4638,0,0,6.78846,361,5.4244905,5.4638,0,0,5.444145,5.444145,0,1
181,1,20,9,0,1,0,12.260799,5.8750496,0,0,1.35864,400,12.260799,5.8750496,0,0,9.0679245,9.0679245,0,1
182,1,22,12,0,1,1,0.49223098,7.0557003,0,0,10.0928,484,0.49223098,7.0557003,0,0,3.7739656,3.7739656,0,1
183,1,22,12,0,0,0,6.75999,8.4555,0,0,12.5907,484,6.75999,8.4555,0,0,7.607745,7.607745,0,1
184,1,29,10,0,1,0,0.0,8.85367,0,1,5.11201,841,0.0,8.85367,1,0,4.426835,4.426835,0,1
185,0,50,12,1,0,1,0.0,0.0,1,1,0.0,2500,0.0,0.0,0,0,0.0,0.0,1,0
186,0,28,12,1,0,1,0.0,0.0,1,1,0.0,784,0.0,0.0,0,0,0.0,0.0,1,0
187,0,25,12,1,0,0,0.0,0.0,1,1,0.0,625,0.0,0.0,0,0,0.0,0.0,1,0
188,0,50,12,1,0,1,0.0,0.0,1,1,0.0,2500,0.0,0.0,0,0,0.0,0.0,1,0
189,0,23,12,1,0,0,0.0,0.0,1,1,4.72873,529,0.0,0.0,0,0,0.0,0.0,0,1
190,0,34,14,1,0,1,0.0,0.0,1,1,0.0,1156,0.0,0.0,0,0,0.0,0.0,1,0
191,0,36,12,1,0,1,0.0,0.0,1,1,17.732698,1296,0.0,0.0,0,0,0.0,0.0,0,1
192,0,36,12,1,0,1,0.0,8.951611,0,1,11.8218,1296,0.0,0.0,0,0,4.4758053,0.0,0,1
193,0,33,13,1,0,1,0.0,10.7419,0,1,20.6882,1089,0.0,0.0,0,0,5.37095,0.0,0,1
194,0,25,12,1,0,1,0.0,21.4839,0,1,1.2206,625,0.0,0.0,0,0,10.74195,0.0,0,1
195,0,43,12,1,0,1,0.715132,1.87984,0,0,5.91091,1849,0.0,0.0,0,0,1.2974861,0.0,0,1
196,0,24,12,1,0,0,0.78370696,0.0,1,0,10.3441,576,0.0,0.0,0,0,0.39185348,0.0,0,1
197,0,23,12,1,0,0,1.0776,3.2225802,0,0,5.91091,529,0.0,0.0,0,0,2.1500902,0.0,0,1
198,0,22,12,1,0,1,1.2696,0.0,1,0,0.0,484,0.0,0.0,0,0,0.6348,0.0,1,0
199,0,20,12,1,0,0,1.3675699,12.5323,0,0,2.95545,400,0.0,0.0,0,0,6.949935,0.0,0,1
200,0,21,12,1,0,0,1.95927,5.46048,0,0,1.15263,441,0.0,0.0,0,0,3.709875,0.0,0,1
201,0,22,12,1,0,1,2.00629,2.47065,0,0,0.0,484,0.0,0.0,0,0,2.23847,0.0,1,0
202,0,20,12,1,0,0,2.3511202,4.47581,0,0,17.732698,400,0.0,0.0,0,0,3.413465,0.0,0,1
203,0,28,12,1,0,0,2.9389,2.86452,0,0,0.0,784,0.0,0.0,0,0,2.90171,0.0,1,0
204,0,24,12,1,0,0,3.33075,4.65484,0,0,11.8218,576,0.0,0.0,0,0,3.992795,0.0,0,1
205,0,22,12,1,0,0,3.57958,17.1334,0,0,11.8218,484,0.0,0.0,0,0,10.35649,0.0,0,1
206,0,20,12,1,0,0,3.73044,8.951611,0,0,13.2995,400,0.0,0.0,0,0,6.3410254,0.0,0,1
207,0,27,12,1,0,1,3.91853,1.99442,0,0,17.732698,729,0.0,0.0,0,0,2.956475,0.0,0,1
208,0,23,12,1,0,1,3.91853,2.86452,0,0,8.866361,529,0.0,0.0,0,0,3.391525,0.0,0,1
209,0,23,12,1,0,1,3.91853,11.637099,0,0,9.753,529,0.0,0.0,0,0,7.777815,0.0,0,1
210,0,31,12,1,0,1,3.91853,18.4403,0,0,24.9736,961,0.0,0.0,0,0,11.179415,0.0,0,1
211,0,19,12,1,0,0,5.38798,8.05645,0,0,12.1174,361,0.0,0.0,0,0,6.7222147,0.0,0,1
212,0,21,12,1,0,1,5.868,3.04355,0,0,10.0485,441,0.0,0.0,0,0,4.4557753,0.0,0,1
213,0,24,12,1,0,1,5.8778,8.951611,0,0,17.732698,576,0.0,0.0,0,0,7.4147053,0.0,0,1
214,0,31,12,1,0,1,5.8778,11.0642,0,0,15.9594,961,0.0,0.0,0,0,8.471001,0.0,0,1
215,0,22,12,1,0,0,5.89152,10.3678,0,0,5.7631297,484,0.0,0.0,0,0,8.12966,0.0,0,1
216,0,20,13,1,0,0,5.8973904,12.5323,0,0,14.7773,400,0.0,0.0,0,0,9.214846,0.0,0,1
217,0,23,12,1,0,0,6.4949703,12.5323,0,0,14.1862,529,0.0,0.0,0,0,9.513636,0.0,0,1
218,0,22,12,1,0,0,6.5831404,4.47581,0,0,0.0,484,0.0,0.0,0,0,5.529475,0.0,1,0
219,0,21,12,1,0,0,6.66151,11.458099,0,0,11.2086,441,0.0,0.0,0,0,9.059805,0.0,0,1
220,0,27,12,1,0,1,6.85547,0.0,1,0,8.2752695,729,0.0,0.0,0,0,3.427735,0.0,0,1
221,0,27,13,1,0,1,6.85743,4.0962596,0,0,24.514,729,0.0,0.0,0,0,5.476845,0.0,0,1
222,0,24,12,1,0,1,6.85743,14.322599,0,0,26.5991,576,0.0,0.0,0,0,10.590014,0.0,0,1
223,0,28,15,1,0,0,7.44521,0.0,1,0,12.708401,784,0.0,0.0,0,0,3.722605,0.0,0,1
224,0,53,14,1,0,1,7.64114,8.4216795,0,0,8.1275,2809,0.0,0.0,0,0,8.03141,0.0,0,1
225,0,19,12,1,0,0,7.83707,3.75968,0,0,3.69432,361,0.0,0.0,0,0,5.798375,0.0,0,1
226,0,32,12,1,0,1,7.83707,5.3709702,0,0,8.866361,1024,0.0,0.0,0,0,6.60402,0.0,0,1
227,0,20,12,1,0,1,7.83707,8.951611,0,0,20.6882,400,0.0,0.0,0,0,8.3943405,0.0,0,1
228,0,27,12,1,0,1,7.83707,8.951611,0,0,2.21068,729,0.0,0.0,0,0,8.3943405,0.0,0,1
229,0,23,12,1,0,1,7.83707,12.5323,0,0,21.8704,529,0.0,0.0,0,0,10.184685,0.0,0,1
230,0,23,12,1,0,1,7.99381,13.427401,0,0,4.4331803,529,0.0,0.0,0,0,10.710606,0.0,0,1
