,id,read12,math12,female,asian,hispan,black,motheduc,fatheduc,lfaminc,hsgrad,cathhs,parcath
38,701185.0,53.04,50.1,0,0,0,0,16.0,16.0,10.308952,,0,0
39,701612.0,62.62,66.26,0,0,0,0,14.0,11.0,10.657259,1.0,0,0
40,701627.0,47.42,62.81,0,0,0,1,14.0,16.0,11.379395,,0,0
41,701630.0,47.12,49.14,1,0,1,0,16.0,14.0,10.657259,,0,1
42,701643.0,57.33,65.93,0,1,0,0,14.0,14.0,11.042922,1.0,0,1
43,701658.0,62.62,69.64,0,0,0,0,16.0,16.0,10.657259,,0,0
44,701670.0,67.51,63.54,0,0,0,1,14.0,18.0,10.308952,1.0,0,0
45,701672.0,50.19,49.21,1,0,0,1,12.0,14.0,10.657259,1.0,0,0
46,701693.0,37.1,47.94,0,0,0,0,12.0,14.0,11.042922,1.0,0,1
47,702804.0,40.31,56.63,0,0,0,0,16.0,14.0,11.042922,1.0,0,1
48,702812.0,39.8,35.06,0,0,0,0,14.0,14.0,10.657259,0.0,0,0
49,702819.0,60.96,66.46,0,0,0,0,16.0,17.0,10.657259,1.0,0,0
50,702849.0,54.3,53.89,1,0,0,0,12.0,17.0,10.657259,1.0,0,0
51,702863.0,29.94,50.4,1,0,1,0,11.0,12.0,10.021271,1.0,0,0
52,702866.0,56.41,61.94,0,0,0,0,12.0,12.0,10.308952,1.0,0,0
53,702871.0,53.43,46.15,1,0,0,0,12.0,12.0,10.308952,1.0,0,0
54,702876.0,66.52,69.72,1,1,0,0,18.0,18.0,11.042922,1.0,0,0
55,702900.0,34.71,34.1,0,0,0,0,14.0,14.0,8.294049,0.0,0,0
56,702908.0,54.45,50.39,0,0,0,0,12.0,11.0,10.308952,1.0,0,0
57,702919.0,41.23,37.94,0,0,0,0,12.0,14.0,10.308952,,0,0
58,702920.0,51.58,40.75,1,0,0,0,11.0,12.0,9.769957,1.0,0,0
59,702927.0,42.47,34.44,0,0,0,0,11.5,14.0,10.021271,1.0,0,0
60,702935.0,49.05,36.21,1,0,0,0,14.0,14.0,9.769957,1.0,0,0
61,702948.0,58.89,55.51,1,0,0,0,12.0,14.0,9.769957,1.0,0,0
62,702949.0,52.21,48.28,0,0,0,0,12.0,14.0,10.657259,1.0,0,0
63,702959.0,49.96,38.75,1,0,0,0,12.0,12.0,10.021271,,0,0
64,702962.0,43.05,43.38,0,0,0,0,8.0,11.0,8.294049,1.0,0,0
65,702965.0,54.04,58.58,1,0,0,0,11.5,11.5,10.308952,,0,0
66,702977.0,59.95,52.55,1,0,0,0,12.0,12.0,8.294049,1.0,0,0
67,702986.0,32.43,46.46,0,0,0,0,12.0,12.0,10.308952,1.0,0,0
68,702993.0,42.76,44.54,1,0,0,0,11.5,11.0,8.740336,1.0,0,0
69,702996.0,54.3,43.09,0,0,0,0,12.0,12.0,9.433484,1.0,0,0
70,704200.0,35.11,54.25,1,0,0,0,11.5,11.5,10.308952,,0,0
71,704210.0,37.5,52.04,1,0,1,0,14.0,11.5,9.769957,1.0,0,0
72,704214.0,31.32,39.98,0,0,0,0,12.0,12.0,11.042922,0.0,0,0
73,704222.0,62.86,51.88,1,0,0,0,14.0,14.0,9.769957,,0,0
74,704227.0,60.3,54.33,1,0,0,0,16.0,14.0,11.042922,1.0,0,0
75,704230.0,55.25,60.18,1,0,0,0,12.0,12.0,10.308952,1.0,0,0
76,704238.0,44.18,46.37,1,0,0,0,14.0,14.0,10.657259,,0,1
77,704255.0,30.81,33.72,0,0,0,0,12.0,11.0,11.379395,,0,1
78,704256.0,45.53,37.59,1,0,0,0,12.0,14.0,10.657259,,0,0
79,704269.0,34.76,42.09,0,0,0,0,12.0,11.0,10.021271,0.0,0,0
80,704271.0,52.31,57.75,1,0,0,0,16.0,14.0,10.021271,1.0,0,0
81,704296.0,63.46,62.3,1,0,0,0,12.0,14.0,11.042922,1.0,0,0
82,704815.0,57.8,67.56,0,1,0,0,14.0,17.0,11.042922,1.0,0,0
83,704816.0,50.13,62.08,0,0,0,0,12.0,16.0,11.042922,1.0,0,1
84,704827.0,66.79,64.74,0,0,0,0,16.0,17.0,11.042922,1.0,0,1
85,704858.0,42.3,39.42,0,0,0,0,14.0,16.0,11.379395,1.0,0,1
86,704861.0,61.07,57.63,1,0,0,0,16.0,16.0,11.379395,,0,0
87,704866.0,53.72,49.88,0,0,1,0,8.0,8.0,10.657259,1.0,0,1
88,704868.0,62.17,60.15,1,0,0,0,14.0,14.0,11.042922,1.0,0,1
89,704898.0,47.21,52.45,1,0,0,0,17.0,18.0,11.91839,,0,1
90,708906.0,64.83,61.27,1,1,0,0,16.0,17.0,10.308952,1.0,0,0
91,708920.0,58.48,57.12,1,0,0,0,16.0,12.0,10.308952,1.0,0,1
92,708925.0,55.85,52.57,0,0,0,0,14.0,14.0,9.433484,1.0,0,0
93,708928.0,56.43,50.03,0,0,0,0,12.0,12.0,10.308952,1.0,0,1
94,708937.0,44.07,46.56,0,0,0,0,14.0,14.0,10.657259,1.0,0,0
95,708943.0,44.2,40.27,0,0,0,0,14.0,14.0,10.308952,1.0,0,0
96,708946.0,44.85,43.97,1,0,0,0,16.0,16.0,10.657259,1.0,0,0
97,708951.0,37.78,34.57,1,0,0,0,14.0,14.0,10.657259,1.0,0,1
98,708952.0,60.16,56.59,1,0,0,0,12.0,14.0,10.657259,1.0,0,1
99,708953.0,54.16,55.47,0,0,0,0,12.0,14.0,10.308952,1.0,0,1
100,708959.0,44.7,35.74,1,0,0,0,14.0,14.0,10.657259,1.0,0,1
101,708960.0,41.18,46.56,0,0,0,0,14.0,14.0,10.021271,,0,0
102,708981.0,49.45,46.27,0,0,0,0,14.0,14.0,10.308952,,0,1
103,708990.0,51.34,50.27,1,0,0,0,14.0,18.0,9.769957,1.0,0,1
104,708997.0,66.72,63.79,1,1,0,0,8.0,16.0,10.308952,1.0,0,0
105,709410.0,46.03,59.07,0,0,0,0,16.0,17.0,11.042922,1.0,0,0
106,709414.0,66.74,57.61,1,0,0,0,16.0,16.0,10.308952,1.0,0,0
107,709416.0,62.7,63.66,0,0,0,0,18.0,18.0,11.91839,,0,0
108,709418.0,44.97,52.96,0,0,0,0,12.0,14.0,10.308952,1.0,0,1
109,709421.0,59.93,57.83,0,0,0,0,12.0,17.0,9.433484,1.0,0,0
110,709427.0,58.83,46.8,1,0,0,0,12.0,12.0,10.308952,1.0,0,1
111,709430.0,61.88,63.09,0,0,0,0,14.0,17.0,10.308952,1.0,0,1
112,709436.0,45.6,50.74,0,0,0,0,12.0,12.0,8.294049,1.0,0,0
113,709438.0,61.0,51.21,1,0,0,0,12.0,12.0,9.769957,,0,0
114,709452.0,56.93,55.33,1,0,0,0,16.0,16.0,11.91839,,0,0
115,709465.0,48.56,50.57,0,0,0,0,14.0,16.0,10.657259,1.0,0,0
116,709478.0,67.45,61.9,1,0,0,0,17.0,17.0,11.042922,1.0,0,0
117,709486.0,63.82,64.0,1,0,0,0,12.0,14.0,9.433484,1.0,0,0
118,709494.0,52.82,51.96,0,0,0,0,14.0,12.0,9.769957,,0,0
119,709499.0,49.63,52.87,1,0,0,0,12.0,14.0,11.042922,1.0,0,1
120,709600.0,56.46,58.61,1,0,0,0,14.0,12.0,10.021271,,0,0
121,709603.0,61.07,62.46,1,1,0,0,8.0,14.0,9.433484,1.0,0,1
122,709607.0,64.01,67.39,1,0,0,0,12.0,12.0,9.076809,1.0,0,0
123,709609.0,64.81,64.13,1,0,0,0,11.0,12.0,9.433484,1.0,0,0
124,709619.0,60.04,65.15,0,0,0,0,14.0,16.0,10.657259,1.0,0,1
125,709623.0,31.85,35.86,1,0,0,0,11.0,11.0,9.433484,0.0,0,0
126,709625.0,44.7,51.21,0,0,0,0,12.0,11.0,10.021271,1.0,0,0
127,709658.0,63.29,62.83,0,0,0,0,14.0,17.0,10.021271,1.0,0,1
128,709661.0,51.3,62.71,1,0,0,0,14.0,12.0,10.308952,,0,0
129,709673.0,39.73,51.76,0,0,0,0,12.0,12.0,10.308952,1.0,0,0
130,709685.0,36.67,37.48,0,0,0,0,14.0,12.0,8.740336,0.0,0,0
131,709687.0,44.85,54.5,0,0,0,0,12.0,8.0,8.740336,1.0,0,0
132,709689.0,32.62,50.09,0,0,0,0,12.0,11.0,11.042922,,0,1
133,709691.0,40.63,53.86,0,0,0,0,12.0,12.0,9.769957,1.0,0,0
134,709693.0,42.01,57.33,0,0,0,0,12.0,12.0,9.433484,1.0,0,1
135,710405.0,58.21,50.56,1,0,0,0,17.0,17.0,11.042922,1.0,0,1
136,710406.0,56.09,40.45,1,0,0,0,11.5,11.0,10.308952,1.0,0,0
137,710414.0,32.37,50.25,1,0,0,0,12.0,12.0,10.657259,1.0,0,1
138,710418.0,38.26,35.85,1,0,0,0,11.0,11.5,10.308952,,0,0
139,710427.0,47.03,50.39,1,0,0,0,14.0,12.0,10.308952,1.0,0,0
140,710432.0,56.59,56.2,1,0,0,0,14.0,14.0,10.308952,,0,0
141,710436.0,57.96,49.02,0,0,0,0,12.0,12.0,10.021271,1.0,0,0
142,710443.0,57.77,51.44,1,0,0,0,14.0,14.0,10.308952,,0,0
143,710449.0,60.68,60.75,0,0,0,0,14.0,14.0,10.021271,1.0,0,0
144,710460.0,56.98,54.76,0,0,0,0,12.0,12.0,9.076809,1.0,0,0
145,710469.0,55.0,54.61,1,0,0,0,14.0,14.0,10.657259,1.0,0,0
146,710482.0,61.91,66.08,1,0,0,0,12.0,14.0,10.021271,1.0,0,0
147,710514.0,38.81,41.69,0,1,0,0,8.0,8.0,8.740336,0.0,0,0
148,710600.0,54.88,45.81,1,0,0,0,14.0,12.0,9.433484,1.0,0,0
149,710611.0,46.24,56.74,1,0,0,0,14.0,11.5,9.769957,1.0,0,0
150,710613.0,46.35,60.9,1,0,0,0,12.0,16.0,9.769957,1.0,0,1
151,710615.0,68.09,62.87,1,0,0,0,16.0,14.0,10.308952,1.0,0,0
152,710635.0,40.88,40.09,1,0,0,0,12.0,11.0,9.433484,0.0,0,0
153,710644.0,50.55,48.72,0,0,0,0,12.0,11.5,10.308952,,0,0
154,710660.0,50.9,47.69,1,0,0,0,12.0,16.0,10.657259,1.0,0,0
155,710664.0,49.11,50.16,1,0,0,0,12.0,14.0,11.042922,1.0,0,0
156,710665.0,52.15,48.47,1,0,0,0,17.0,14.0,10.657259,,0,0
157,710669.0,59.74,51.76,0,0,0,0,11.0,11.0,10.657259,1.0,0,1
158,710676.0,50.86,49.61,0,0,0,0,16.0,16.0,10.657259,1.0,0,0
159,710678.0,54.34,52.87,0,0,0,0,12.0,12.0,10.657259,1.0,0,1
160,710683.0,66.79,52.05,1,0,0,0,11.0,12.0,9.076809,1.0,0,0
161,710687.0,48.01,62.49,1,0,0,0,14.0,17.0,10.308952,1.0,0,1
162,710721.0,64.58,67.16,1,0,0,0,16.0,17.0,10.657259,,0,1
163,710722.0,58.09,61.92,1,0,0,0,12.0,12.0,10.308952,1.0,0,0
164,710728.0,61.06,61.82,0,0,0,0,14.0,12.0,10.657259,1.0,0,0
165,710732.0,59.12,65.59,1,0,0,0,12.0,14.0,11.379395,1.0,0,0
166,710737.0,57.07,55.25,1,0,0,0,12.0,16.0,10.021271,,0,0
167,710753.0,50.89,53.06,0,0,0,0,12.0,14.0,10.657259,1.0,0,0
168,710762.0,57.16,61.58,1,0,0,0,14.0,14.0,10.308952,,0,0
169,710769.0,51.68,56.9,0,0,0,0,14.0,11.0,9.769957,1.0,0,0
170,710784.0,42.34,44.67,1,0,0,0,11.0,16.0,10.657259,1.0,0,0
171,710788.0,39.84,42.82,1,0,0,0,12.0,12.0,10.657259,1.0,0,0
172,710790.0,34.34,41.47,0,0,0,0,12.0,12.0,10.021271,1.0,0,0
173,710794.0,50.46,52.39,0,0,0,0,14.0,12.0,10.657259,1.0,0,0
174,710797.0,56.82,66.87,0,0,0,0,16.0,17.0,11.042922,,0,1
175,710838.0,64.29,63.8,0,0,0,0,17.0,17.0,11.042922,,0,0
176,710845.0,48.83,50.88,0,0,1,0,14.0,8.0,10.308952,1.0,0,1
177,710853.0,34.33,38.91,1,0,0,0,11.0,12.0,10.308952,,0,0
178,710854.0,39.14,41.45,0,0,0,0,11.0,12.0,9.769957,1.0,0,0
179,710862.0,51.88,45.88,1,0,0,0,12.0,11.0,10.308952,,0,0
180,710863.0,62.42,63.78,0,0,0,0,14.0,17.0,10.308952,,0,0
181,710867.0,53.88,43.01,0,0,0,0,12.0,12.0,10.657259,,0,0
182,710868.0,46.83,49.94,0,0,0,0,14.0,14.0,11.042922,,0,0
183,710870.0,63.08,60.72,0,0,0,0,14.0,12.0,10.657259,1.0,1,1
184,710889.0,51.95,60.18,0,0,0,0,12.0,12.0,10.308952,,0,0
185,710890.0,32.72,33.34,0,0,0,0,12.0,12.0,11.379395,,0,0
186,710911.0,39.37,44.66,0,0,0,0,16.0,16.0,10.657259,1.0,0,1
187,710922.0,62.18,63.04,1,0,0,0,14.0,16.0,10.308952,1.0,0,0
188,710924.0,50.5,60.17,0,0,0,0,14.0,14.0,10.021271,1.0,0,0
189,710925.0,45.89,62.49,0,0,0,0,14.0,14.0,10.308952,1.0,0,1
190,710926.0,62.24,59.08,0,0,0,0,14.0,14.0,10.308952,1.0,0,0
191,710933.0,59.75,64.72,0,0,0,0,14.0,14.0,10.021271,1.0,0,1
192,710941.0,39.41,36.29,1,0,0,0,14.0,14.0,10.021271,1.0,0,1
193,710950.0,54.56,50.53,1,0,0,0,12.0,14.0,10.021271,1.0,0,0
194,710953.0,40.29,35.55,1,0,0,0,12.0,14.0,9.769957,1.0,0,1
195,710957.0,57.4,61.23,1,0,0,0,12.0,12.0,9.433484,1.0,0,0
196,710963.0,52.29,49.73,1,0,0,0,14.0,17.0,11.042922,1.0,0,0
197,710964.0,42.14,50.82,1,0,0,0,14.0,14.0,10.021271,1.0,0,0
198,710968.0,49.48,53.36,1,0,0,0,12.0,12.0,9.433484,1.0,0,1
199,710973.0,45.95,59.95,0,0,0,0,14.0,14.0,9.076809,1.0,0,0
200,710976.0,57.75,53.01,0,0,0,0,14.0,14.0,10.021271,1.0,0,0
201,710983.0,56.16,62.1,0,0,0,0,14.0,17.0,10.657259,1.0,0,0
202,710985.0,55.81,60.88,0,0,0,0,14.0,16.0,10.308952,1.0,0,0
203,710988.0,49.11,49.58,0,0,0,0,12.0,12.0,9.769957,1.0,0,0
204,710996.0,50.27,49.92,0,0,0,0,12.0,12.0,8.294049,1.0,0,0
205,711003.0,64.83,56.6,0,0,0,0,12.0,14.0,10.657259,,0,0
206,711005.0,41.75,48.31,0,0,0,0,16.0,17.0,8.740336,1.0,0,0
207,711007.0,40.39,49.68,0,0,0,0,12.0,12.0,9.769957,1.0,0,0
208,711012.0,42.44,48.61,0,0,0,0,12.0,12.0,9.433484,1.0,0,0
209,711016.0,38.36,43.32,1,0,0,0,12.0,12.0,11.379395,,0,0
210,711032.0,45.15,34.92,1,0,0,0,12.0,16.0,10.657259,1.0,0,0
211,711035.0,48.39,49.78,1,0,0,0,14.0,11.0,9.769957,1.0,0,1
212,711044.0,58.46,52.69,1,0,0,0,14.0,12.0,10.308952,1.0,0,0
213,711047.0,57.72,44.89,1,0,0,0,12.0,12.0,9.076809,0.0,0,0
214,711049.0,61.1,61.3,1,0,0,0,12.0,16.0,10.657259,,0,1
215,711063.0,57.12,47.5,1,0,0,0,17.0,17.0,11.042922,1.0,0,1
216,711069.0,59.37,51.59,1,0,0,0,11.0,11.0,9.076809,1.0,0,0
217,711071.0,44.54,44.5,1,0,0,0,14.0,14.0,10.657259,1.0,0,1
218,711074.0,40.57,42.0,1,0,0,0,11.0,11.0,10.021271,0.0,0,0
219,711091.0,62.19,64.13,1,0,0,0,17.0,17.0,10.308952,1.0,0,1
220,711096.0,57.96,51.74,1,0,0,0,11.5,11.0,8.294049,0.0,0,0
221,711717.0,56.18,45.32,0,1,0,0,14.0,12.0,8.740336,1.0,0,0
222,711736.0,46.56,36.83,1,0,0,0,14.0,11.5,11.042922,,0,0
223,711740.0,57.76,37.2,1,0,0,0,16.0,14.0,10.308952,1.0,0,0
224,711765.0,64.67,71.08,0,0,0,0,16.0,18.0,10.308952,1.0,0,0
225,711777.0,49.27,53.94,1,1,0,0,12.0,14.0,8.740336,1.0,0,0
226,711781.0,48.36,37.22,0,0,0,0,14.0,16.0,10.657259,1.0,0,0
227,711786.0,39.0,41.52,1,0,0,0,16.0,12.0,9.076809,1.0,0,1
228,711791.0,57.61,44.54,1,0,0,0,12.0,14.0,10.308952,1.0,0,0
229,711798.0,53.94,47.99,0,0,0,0,12.0,12.0,9.769957,1.0,0,0
230,711902.0,44.99,46.75,1,0,0,0,12.0,12.0,10.657259,1.0,0,0
231,711904.0,29.15,32.46,0,0,0,0,12.0,11.0,10.657259,0.0,0,1
232,711912.0,54.3,59.88,0,0,0,0,14.0,14.0,10.657259,1.0,0,0
233,711916.0,33.36,37.56,0,0,0,0,14.0,14.0,10.657259,,0,1
234,711927.0,63.26,63.29,1,0,0,0,14.0,17.0,11.042922,,0,1
235,711979.0,41.36,47.81,0,0,0,0,14.0,14.0,10.308952,,0,1
236,711985.0,52.45,62.68,1,0,0,0,12.0,12.0,11.042922,,0,1
237,711991.0,63.5,56.03,0,0,0,0,14.0,14.0,10.657259,,0,0
238,711993.0,42.3,47.97,0,0,0,0,14.0,12.0,10.657259,1.0,0,0
239,711999.0,60.89,50.43,1,0,0,0,12.0,14.0,10.021271,1.0,0,1
240,713300.0,55.55,67.98,0,0,0,0,14.0,11.0,10.308952,,0,0
241,713302.0,35.15,35.55,0,0,0,0,12.0,16.0,10.657259,1.0,0,0
242,713304.0,57.92,63.52,0,0,0,0,14.0,14.0,10.308952,1.0,0,0
243,713313.0,37.45,45.18,1,0,0,0,14.0,17.0,11.042922,1.0,0,0
244,713314.0,42.49,48.72,0,0,0,0,17.0,18.0,11.042922,1.0,0,1
245,713315.0,59.32,44.98,0,0,0,0,14.0,16.0,10.308952,1.0,0,0
246,713320.0,49.14,46.54,1,0,0,0,16.0,14.0,10.657259,0.0,0,0
247,713331.0,37.92,41.24,0,0,0,0,12.0,12.0,9.433484,1.0,0,0
248,713341.0,57.96,46.34,1,0,0,0,14.0,16.0,11.042922,1.0,0,0
249,713342.0,49.81,62.32,0,0,0,0,12.0,12.0,10.021271,1.0,0,0
250,713346.0,57.76,52.6,0,0,0,0,16.0,11.5,10.657259,1.0,0,0
251,713349.0,57.99,59.67,0,0,0,0,14.0,12.0,10.021271,,0,0
252,713351.0,53.04,52.44,0,1,0,0,11.5,11.0,10.657259,1.0,0,0
253,713354.0,48.19,47.25,1,0,0,0,11.0,12.0,10.657259,1.0,0,0
254,713355.0,49.02,40.49,0,0,0,0,12.0,12.0,11.042922,1.0,0,0
255,713361.0,49.48,43.07,0,0,0,0,14.0,14.0,11.042922,,0,0
256,713365.0,49.66,49.5,0,0,0,0,11.5,14.0,10.657259,0.0,0,0
257,713370.0,37.96,40.7,0,0,0,0,11.0,14.0,9.433484,0.0,0,0
258,713374.0,66.7,69.35,1,0,0,0,16.0,12.0,9.769957,1.0,0,0
259,713375.0,30.36,50.8,0,0,0,0,12.0,12.0,10.657259,1.0,0,0
260,713376.0,63.23,69.35,0,0,0,0,14.0,16.0,10.657259,,0,0
261,713382.0,43.04,39.45,0,0,0,0,12.0,12.0,11.042922,1.0,0,0
262,714003.0,53.66,43.88,1,0,0,0,12.0,12.0,10.308952,1.0,0,0
263,714010.0,53.69,52.25,1,1,0,0,14.0,12.0,11.042922,1.0,0,0
264,714022.0,53.82,55.15,1,0,0,0,12.0,12.0,10.308952,,0,0
265,714029.0,48.77,57.11,0,0,0,0,14.0,12.0,10.021271,1.0,0,1
266,714030.0,62.4,68.09,0,0,0,0,12.0,12.0,10.657259,,0,0
267,714042.0,58.95,63.77,0,0,0,0,14.0,14.0,10.657259,,0,0
268,714048.0,61.18,53.47,1,0,0,0,11.5,14.0,10.657259,,0,0
269,714049.0,61.25,70.93,0,0,0,0,14.0,16.0,10.657259,1.0,0,0
270,714074.0,62.32,55.58,1,0,0,0,12.0,14.0,10.657259,1.0,0,0
271,714076.0,59.34,66.7,0,0,0,0,14.0,12.0,9.769957,,0,0
272,714096.0,58.9,57.01,0,0,0,0,17.0,17.0,11.042922,,0,0
273,715760.0,36.16,38.28,1,0,1,0,8.0,8.0,7.6009026,1.0,0,1
274,715774.0,53.57,51.93,0,0,0,1,12.0,12.0,9.769957,,0,0
275,715802.0,52.17,57.23,0,0,0,0,14.0,14.0,10.657259,1.0,0,0
276,715822.0,56.91,51.19,1,0,0,0,14.0,12.0,10.021271,1.0,0,1
277,715825.0,43.27,54.17,1,0,0,0,12.0,12.0,9.076809,1.0,0,0
278,715830.0,47.57,45.74,1,0,0,0,12.0,12.0,10.021271,1.0,0,0
279,715848.0,62.21,60.82,0,0,0,0,12.0,12.0,7.6009026,1.0,0,0
280,715855.0,56.83,60.9,1,0,0,0,14.0,12.0,9.076809,1.0,0,0
281,715864.0,57.05,62.54,0,0,0,0,16.0,14.0,10.657259,,0,0
282,715873.0,62.83,63.47,0,0,0,0,12.0,14.0,9.076809,1.0,0,0
283,715874.0,44.74,52.29,1,0,0,0,14.0,14.0,9.769957,,0,0
284,715885.0,62.19,59.11,1,0,0,0,14.0,14.0,10.308952,1.0,0,0
285,715892.0,35.66,54.25,0,0,0,0,12.0,11.5,9.433484,1.0,0,0
286,715897.0,60.61,65.24,0,0,0,0,16.0,14.0,10.308952,1.0,0,0
287,716905.0,57.75,65.8,1,1,0,0,12.0,14.0,10.657259,1.0,0,0
288,716924.0,37.74,41.6,0,0,0,1,14.0,12.0,10.308952,0.0,0,0
289,716933.0,41.71,53.4,1,0,1,0,8.0,12.0,7.6009026,1.0,0,0
290,716943.0,54.52,51.84,1,0,0,0,14.0,12.0,10.657259,,0,0
291,716944.0,44.29,50.96,1,0,0,0,14.0,12.0,10.308952,,0,0
292,716953.0,59.57,60.56,1,0,0,0,14.0,14.0,9.433484,,0,1
293,716967.0,60.02,66.36,1,0,0,0,12.0,12.0,10.308952,,0,1
294,716972.0,61.21,66.48,0,0,0,0,14.0,16.0,10.657259,1.0,0,0
295,716983.0,64.85,62.97,1,0,0,0,11.5,14.0,9.433484,1.0,0,0
296,716985.0,59.12,54.33,1,0,0,0,11.0,12.0,10.308952,1.0,0,0
297,716990.0,55.62,58.76,0,0,0,0,14.0,16.0,9.769957,1.0,0,0
298,716991.0,47.72,54.7,1,0,0,0,11.0,11.0,10.021271,1.0,0,0
299,716996.0,60.85,60.48,1,0,0,0,14.0,17.0,10.657259,1.0,0,0
300,716997.0,44.88,45.5,0,0,0,0,14.0,17.0,10.021271,,0,0
301,718203.0,59.46,65.42,1,0,0,0,12.0,16.0,9.769957,1.0,0,0
302,718205.0,48.29,51.2,0,0,0,0,14.0,14.0,11.042922,1.0,0,1
303,718213.0,47.79,45.7,1,0,0,0,14.0,17.0,11.042922,1.0,0,1
304,718218.0,59.65,57.29,0,0,0,0,12.0,12.0,10.308952,1.0,0,1
305,718235.0,61.2,55.7,1,0,0,0,16.0,14.0,10.308952,1.0,0,0
306,718236.0,57.73,49.62,1,0,0,0,14.0,12.0,10.308952,,0,0
307,718240.0,59.18,53.69,1,0,0,0,14.0,14.0,10.308952,,0,1
308,718255.0,49.32,59.29,0,0,0,0,12.0,8.0,10.657259,,0,1
309,718258.0,45.46,48.92,1,0,0,0,16.0,14.0,11.379395,,0,0
310,718259.0,39.37,37.56,1,0,0,0,12.0,12.0,10.657259,1.0,0,0
311,718261.0,44.57,49.57,0,0,0,0,12.0,12.0,10.308952,1.0,0,0
312,718268.0,60.94,56.55,1,0,0,0,16.0,16.0,11.042922,1.0,0,0
313,718290.0,44.96,49.55,0,0,0,0,12.0,11.0,10.657259,1.0,0,1
314,718296.0,47.2,43.08,0,0,0,0,14.0,14.0,10.657259,,0,0
315,719214.0,32.11,33.68,1,0,0,1,8.0,8.0,10.657259,,0,0
316,719229.0,65.03,59.1,0,0,0,0,12.0,14.0,11.042922,,0,0
317,719241.0,38.28,45.67,1,0,1,0,11.0,12.0,10.021271,1.0,0,1
318,719246.0,39.78,46.09,0,0,0,0,14.0,14.0,10.657259,1.0,0,1
319,719247.0,43.91,43.62,1,0,0,0,14.0,14.0,10.021271,,0,0
320,719278.0,49.93,48.37,1,0,0,0,12.0,12.0,11.042922,0.0,0,0
