,annearn,hrearn,exper,age,depends,married,tenure,educ,nrtheast,nrthcen,south,male,white,union,office,annhrs,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,vacdays,sicklve,insur,pension,annbens,hrbens,annhrssq,beratio,lannhrs,tenuresq,expersq,lannearn,peratio,vserat
51,28000.0,11.91,28,44,4,1,0.5,14,1,0,0,1,1,0,0,2350.0,0,0,1,0,0,0,0,0,0,674.78,145.13,874.29,797.09,2491.29,1.06,5522500.0,0.08897465,7.762171,0.25,784,10.23996,0.0284675,0.029282501
52,17000.0,7.56,10,28,1,1,8.0,13,0,0,1,1,1,0,0,2250.0,0,0,1,0,0,0,0,0,0,674.78,145.13,874.29,797.09,2491.29,1.11,5062500.0,0.14654647,7.7186856,64.0,100,9.740969,0.046887647,0.048230004
53,14000.0,7.95,23,44,0,1,25.0,12,0,0,1,1,1,1,0,1760.0,0,0,1,0,0,0,0,0,0,674.78,145.13,874.29,797.09,2491.29,1.42,3097600.0,0.1779493,7.473069,625.0,529,9.546813,0.056935,0.058565002
54,19032.3,11.13,17,34,1,1,8.0,10,0,0,0,1,1,1,0,1710.0,0,0,1,0,0,0,0,0,0,674.78,145.13,874.29,797.09,2491.29,1.46,2924100.0,0.130898,7.4442487,64.0,289,9.853893,0.041880906,0.043079924
55,20100.0,6.7,16,32,2,1,4.0,12,0,0,0,1,1,0,0,3000.0,0,0,1,0,0,0,0,0,0,674.78,145.13,874.29,797.09,2491.29,0.83,9000000.0,0.12394478,8.006368,16.0,256,9.908475,0.039656222,0.040791545
56,18547.2,8.4,24,40,3,1,15.0,12,0,0,1,1,1,1,0,2208.0,0,0,1,0,0,0,0,0,0,674.78,145.13,874.29,797.09,2491.29,1.13,4875264.0,0.13432163,7.6998425,225.0,576,9.828074,0.0429763,0.044206675
57,13132.5,5.15,8,24,1,1,2.0,12,0,1,0,1,1,0,0,2550.0,0,0,1,0,0,0,0,0,0,674.78,145.13,874.29,797.09,2491.29,0.98,6502500.0,0.18970416,7.8438487,4.0,64,9.482845,0.060695983,0.06243366
58,12240.0,6.0,42,62,0,1,25.0,10,0,1,0,1,1,1,0,2040.0,0,0,1,0,0,0,0,0,0,871.49,0.0,1404.89,978.43,3254.81,1.6,4161600.0,0.26591584,7.620705,625.0,1764,9.412464,0.07993709,0.07120016
59,21413.0,7.6,27,43,4,1,2.0,12,0,0,0,1,1,1,0,2817.5,0,0,1,0,0,0,0,0,0,871.49,0.0,1404.89,978.43,3254.81,1.16,7938306.0,0.15200159,7.9436054,4.0,729,9.971753,0.04569327,0.040699106
60,16895.6,8.36,35,56,0,1,25.0,13,0,0,1,1,1,1,0,2021.0,0,0,1,0,0,0,0,0,0,871.49,0.0,1404.89,978.43,3254.81,1.61,4084441.0,0.19264247,7.6113477,625.0,1225,9.734809,0.057910345,0.051580887
61,12680.6,5.18,25,42,2,1,0.5,13,0,0,1,1,1,1,0,2448.0,0,0,1,0,0,0,0,0,0,871.49,0.0,1404.89,978.43,3254.81,1.33,5992704.0,0.25667635,7.8030267,0.25,625,9.447828,0.0771596,0.06872624
62,12240.0,5.0,18,34,1,0,4.0,10,0,0,1,1,1,0,0,2448.0,0,0,1,0,0,0,0,0,0,678.88,0.0,0.0,0.0,678.88,0.28,5992704.0,0.05546405,7.8030267,16.0,324,9.412464,0.0,0.05546405
63,12500.0,6.25,16,32,2,1,8.0,13,0,0,1,1,1,0,0,2000.0,0,0,1,0,0,0,0,0,0,266.65,0.0,668.42,0.0,935.06995,0.47,4000000.0,0.074805595,7.6009026,64.0,256,9.433484,0.0,0.021332
64,14375.0,5.0,33,48,0,1,25.0,12,0,1,0,1,1,0,0,2875.0,0,0,1,0,0,0,0,0,0,447.78,0.0,103.1,0.0,550.88,0.19,8265625.0,0.038322087,7.963808,625.0,1089,9.573246,0.0,0.031149913
65,13500.0,6.0,10,26,1,1,8.0,13,0,1,0,1,1,0,0,2250.0,0,0,1,0,0,0,0,0,0,447.78,0.0,103.1,0.0,550.88,0.24,5062500.0,0.040805925,7.7186856,64.0,100,9.510445,0.0,0.03316889
66,6875.0,3.44,31,47,2,1,2.0,12,0,0,1,1,1,0,1,2000.0,0,0,1,0,0,0,0,0,0,362.8,64.0,390.0,195.2,1012.0,0.51,4000000.0,0.1472,7.6009026,4.0,961,8.835647,0.028392727,0.06208
67,7350.0,4.29,15,52,2,1,2.0,12,1,0,0,0,1,0,1,1715.0,0,0,1,0,0,0,0,0,0,83.0,74.0,161.0,0.0,318.0,0.19,2941225.0,0.043265305,7.4471684,4.0,225,8.902455,0.0,0.021360544
68,11500.0,5.0,9,25,2,1,4.0,10,0,0,1,1,1,0,1,2300.0,0,0,1,0,0,0,0,0,0,464.86,186.46,397.1,0.0,1048.42,0.46,5290000.0,0.09116696,7.7406645,16.0,81,9.350102,0.0,0.05663652
69,13100.0,7.49,9,25,1,0,0.5,12,0,0,1,0,1,1,1,1750.0,0,0,1,0,0,0,0,0,0,905.65,219.82,998.97,1230.22,3354.66,1.92,3062500.0,0.2560809,7.467371,0.25,81,9.480368,0.09390992,0.08591374
70,14169.6,7.38,10,32,2,1,4.0,13,1,0,0,1,1,1,1,1920.0,0,0,1,0,0,0,0,0,0,905.65,219.82,998.97,1230.22,3354.66,1.75,3686400.0,0.23675051,7.5600805,16.0,100,9.558854,0.08682108,0.0794285
71,17500.0,7.78,14,31,2,1,4.0,13,1,0,0,1,1,0,1,2250.0,0,0,1,0,0,0,0,0,0,905.65,219.82,998.97,1230.22,3354.66,1.49,5062500.0,0.19169486,7.7186856,16.0,196,9.769957,0.070298284,0.06431257
72,25000.0,10.0,20,44,3,1,8.0,16,0,0,0,1,1,0,1,2500.0,0,0,1,0,0,0,0,0,0,905.65,219.82,998.97,1230.22,3354.66,1.34,6250000.0,0.1341864,7.824046,64.0,400,10.126631,0.049208798,0.0450188
73,24646.1,11.41,24,40,2,1,0.5,16,0,1,0,1,1,0,1,2160.0,0,0,1,0,0,0,0,0,0,905.65,219.82,998.97,1230.22,3354.66,1.55,4665600.0,0.13611321,7.6778636,0.25,576,10.112374,0.049915403,0.045665238
74,17000.0,8.17,12,32,0,0,0.5,16,0,1,0,1,1,0,1,2080.0,0,0,1,0,0,0,0,0,0,342.14,28.71,512.29,0.0,883.14,0.42,4326400.0,0.05194941,7.6401234,0.25,144,9.740969,0.0,0.021814706
75,7119.99,3.56,5,25,2,1,4.0,12,1,0,0,1,0,1,0,2000.0,0,0,1,0,0,0,0,0,0,355.33,104.64,466.88,409.34,1336.19,0.67,4000000.0,0.18766738,7.6009026,16.0,25,8.870662,0.057491653,0.06460261
76,9206.39,5.48,9,28,0,1,4.0,13,0,1,0,1,1,1,0,1680.0,0,0,1,0,0,0,0,0,0,622.49,13.48,750.75,606.38,1993.1,1.19,2822400.0,0.21649094,7.426549,16.0,81,9.127653,0.06586512,0.0690792
77,8495.99,4.72,35,52,0,1,25.0,10,0,1,0,0,1,1,0,1800.0,0,0,1,0,0,0,0,0,0,622.49,13.48,750.75,606.38,1993.1,1.11,3240000.0,0.23459302,7.495542,625.0,1225,9.04735,0.071372494,0.07485531
78,8927.99,4.65,2,19,0,0,0.5,12,1,0,0,0,1,1,0,1920.0,0,0,1,0,0,0,0,0,0,622.49,13.48,750.75,606.38,1993.1,1.04,3686400.0,0.22324173,7.5600805,0.25,4,9.096947,0.06791898,0.07123327
79,11900.0,5.95,31,49,0,0,15.0,8,1,0,0,1,1,0,0,2000.0,0,0,1,0,0,0,0,0,0,622.49,13.48,750.75,606.38,1993.1,1.0,4000000.0,0.1674874,7.6009026,225.0,961,9.384294,0.0509563,0.053442854
80,8524.8,4.44,12,45,1,1,8.0,12,0,1,0,0,1,1,0,1920.0,0,0,1,0,0,0,0,0,0,622.49,13.48,750.75,606.38,1993.1,1.04,3686400.0,0.2338002,7.5600805,64.0,144,9.0507345,0.07113129,0.074602336
81,24469.1,6.92,9,25,1,1,0.5,12,0,1,0,1,1,1,0,3536.0,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,1.04,12503296.0,0.14998181,8.170752,0.25,81,10.105166,0.05047264,0.045048244
82,23218.0,13.0,31,47,1,1,25.0,6,0,0,1,1,0,1,0,1786.0,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,2.05,3189796.0,0.15806356,7.487734,625.0,961,10.052683,0.05319235,0.047475666
83,12768.0,7.6,40,58,0,1,25.0,12,1,0,0,1,1,0,0,1680.0,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,2.18,2822400.0,0.28743106,7.426549,625.0,1600,9.454698,0.09672776,0.08633224
84,15507.7,8.08,39,57,1,1,15.0,12,0,1,0,1,1,1,0,1920.0,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,1.91,3686400.0,0.23665147,7.5600805,225.0,1521,9.649092,0.079639144,0.07108017
85,18589.8,7.9,12,28,1,1,2.0,16,0,1,0,1,1,0,0,2352.0,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,1.56,5531904.0,0.19741577,7.7630215,4.0,144,9.830368,0.06643535,0.059295416
86,21484.6,9.74,13,29,2,1,8.0,12,1,0,0,1,1,0,0,2205.0,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,1.66,4862025.0,0.1708163,7.698483,64.0,169,9.975092,0.057483967,0.051306054
87,17600.0,6.4,13,33,2,1,4.0,12,1,0,0,1,1,1,0,2750.0,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,1.33,7562500.0,0.20851818,7.9193563,16.0,169,9.775654,0.070171595,0.06263012
88,17325.0,6.3,8,26,0,1,4.0,12,0,1,0,1,1,1,0,2750.0,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,1.33,7562500.0,0.211828,7.9193563,16.0,64,9.759906,0.07128543,0.06362424
89,16800.0,8.75,15,37,4,1,2.0,12,0,0,1,1,1,1,0,1920.0,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,1.91,3686400.0,0.21844761,7.5600805,4.0,225,9.729135,0.0735131,0.0656125
90,18500.0,7.87,7,24,1,1,4.0,12,0,1,0,1,1,1,0,2350.0,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,1.56,5522500.0,0.19837405,7.762171,16.0,49,9.825526,0.066757835,0.059583243
91,25000.0,11.82,25,42,1,1,25.0,10,0,1,0,1,1,1,0,2115.0,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,1.74,4473225.0,0.1467968,7.6568103,625.0,625,10.126631,0.0494008,0.0440916
92,15085.9,5.93,26,43,6,1,15.0,12,1,0,0,1,1,0,0,2544.0,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,1.44,6471936.0,0.2432682,7.841493,225.0,676,9.621516,0.08186585,0.07306756
93,26376.0,9.42,14,30,1,1,0.5,18,0,1,0,1,1,1,0,2800.0,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,1.31,7840000.0,0.13913861,7.9373746,0.25,196,10.18021,0.04682363,0.0417914
94,15633.4,7.09,9,25,1,1,8.0,12,0,0,1,1,1,1,0,2205.0,0,0,1,0,0,0,0,0,0,898.55,203.74,1332.61,1235.02,3669.92,1.66,4862025.0,0.23474866,7.698483,64.0,81,9.657165,0.07899881,0.07050865
95,15435.0,6.86,3,23,0,0,0.5,16,0,1,0,1,1,1,0,2250.0,0,0,1,0,0,0,0,0,0,1243.95,0.0,1668.54,1637.75,4550.24,2.02,5062500.0,0.29480013,7.7186856,0.25,9,9.644393,0.10610625,0.0805928
96,12900.0,6.45,36,49,2,1,8.0,10,0,1,0,1,0,1,0,2000.0,0,0,1,0,0,0,0,0,0,1243.95,0.0,1668.54,1637.75,4550.24,2.28,4000000.0,0.3527318,7.6009026,64.0,1296,9.464983,0.12695736,0.09643023
97,14231.6,7.57,10,28,1,1,8.0,13,0,1,0,1,1,1,0,1880.0,0,0,1,0,0,0,0,0,0,1243.95,0.0,1668.54,1637.75,4550.24,2.42,3534400.0,0.31972796,7.539027,64.0,100,9.56322,0.11507842,0.0874076
98,17347.5,7.71,17,34,3,1,4.0,12,0,1,0,1,1,1,0,2250.0,0,0,1,0,0,0,0,0,0,1243.95,0.0,1668.54,1637.75,4550.24,2.02,5062500.0,0.26229948,7.7186856,16.0,289,9.761204,0.094408415,0.07170773
99,15600.0,6.5,5,23,0,0,2.0,12,0,1,0,1,1,1,0,2400.0,0,0,1,0,0,0,0,0,0,1243.95,0.0,1668.54,1637.75,4550.24,1.9,5760000.0,0.29168206,7.783224,4.0,25,9.655026,0.10498398,0.07974038
100,17704.6,6.55,27,50,0,1,15.0,10,0,1,0,1,1,1,0,2703.0,0,0,1,0,0,0,0,0,0,1243.95,0.0,1668.54,1637.75,4550.24,1.68,7306209.0,0.25700894,7.9021177,225.0,729,9.78158,0.09250421,0.0702614
101,18142.0,7.72,26,43,0,1,25.0,10,0,1,0,1,1,1,0,2350.0,0,0,1,0,0,0,0,0,0,1243.95,0.0,1668.54,1637.75,4550.24,1.94,5522500.0,0.2508125,7.762171,625.0,676,9.8059845,0.09027395,0.06856741
102,17280.0,7.5,11,26,0,1,0.5,12,0,1,0,1,1,1,0,2304.0,0,0,1,0,0,0,0,0,0,1243.95,0.0,1668.54,1637.75,4550.24,1.97,5308416.0,0.26332408,7.742402,0.25,121,9.757305,0.0947772,0.071987845
103,12811.5,7.02,35,53,5,1,25.0,10,0,1,0,1,0,1,0,1825.0,0,0,1,0,0,0,0,0,0,1243.95,0.0,1668.54,1637.75,4550.24,2.49,3330625.0,0.35516843,7.509335,625.0,1225,9.458098,0.12783436,0.097096354
104,21489.0,7.41,14,32,2,1,15.0,12,0,1,0,1,1,1,0,2900.0,0,0,1,0,0,0,0,0,0,1243.95,0.0,1668.54,1637.75,4550.24,1.57,8410000.0,0.21174742,7.972466,225.0,196,9.975296,0.07621341,0.057887755
105,18326.9,8.58,9,27,2,1,8.0,12,0,1,0,1,1,1,0,2136.0,0,0,1,0,0,0,0,0,0,1243.95,0.0,1668.54,1637.75,4550.24,2.13,4562496.0,0.24828205,7.6666903,64.0,81,9.816125,0.08936317,0.06787563
106,17680.0,8.84,18,34,0,1,8.0,12,0,0,1,1,1,1,0,2000.0,0,0,1,0,0,0,0,0,0,1243.95,0.0,1668.54,1637.75,4550.24,2.28,4000000.0,0.25736654,7.6009026,64.0,324,9.7801895,0.09263292,0.07035916
