,year,age,agesq,nbh,cbd,intst,lintst,price,rooms,area,land,baths,dist,ldist,wind,lprice,y81,larea,lland,y81ldist,lintstsq,nearinc,y81nrinc,rprice,lrprice
16,1978,56,3136.0,4,2000.0,3000.0,8.0064,50000.0,6,1536,10491.0,2,10000.0,9.21034,3,10.819778,0,7.336937,9.258273,0.0,64.10244,1,0,50000.0,10.819778
17,1978,70,4900.0,4,2000.0,3000.0,8.0064,59000.0,5,2458,9400.0,2,10000.0,9.21034,3,10.985292,0,7.807103,9.148465,0.0,64.10244,1,0,59000.0,10.985292
18,1978,26,676.0,4,3000.0,4000.0,8.294,42000.0,4,750,8000.0,1,10600.0,9.268609,3,10.645425,0,6.6200733,8.987197,0.0,68.79043,1,0,42000.0,10.645425
19,1978,21,441.0,4,4000.0,4000.0,8.294,71500.0,5,2106,13370.0,2,11700.0,9.367344,3,11.177453,0,7.652546,9.500769,0.0,68.79043,1,0,71500.0,11.177453
20,1978,24,576.0,4,4000.0,5000.0,8.5172,43000.0,4,1000,8000.0,1,11700.0,9.367344,5,10.668956,0,6.9077554,8.987197,0.0,72.5427,1,0,43000.0,10.668956
21,1978,33,1089.0,4,5000.0,5000.0,8.5172,48000.0,6,1410,10370.0,2,12500.0,9.433484,5,10.778956,0,7.251345,9.246673,0.0,72.5427,1,0,48000.0,10.778956
22,1978,128,16384.0,2,14000.0,14000.0,9.5468,37500.0,7,2346,43560.0,2,19600.0,9.883285,7,10.532096,0,7.760467,10.681894,0.0,91.14138,0,0,37500.0,10.532096
23,1978,15,225.0,2,18000.0,18000.0,9.7981,59000.0,6,1215,44867.0,1,24000.0,10.08581,7,10.985292,0,7.1024995,10.711458,0.0,96.00277,0,0,59000.0,10.985292
24,1978,7,49.0,2,18000.0,18000.0,9.7981,59000.0,6,2128,44174.0,2,22200.0,10.00785,7,10.985292,0,7.6629376,10.695891,0.0,96.00277,0,0,59000.0,10.985292
25,1978,0,0.0,2,16000.0,17000.0,9.741,94000.0,7,2290,25250.0,3,21700.0,9.985068,7,11.45105,0,7.736307,10.136581,0.0,94.887085,0,0,94000.0,11.45105
26,1978,0,0.0,2,17000.0,17000.0,9.741,95920.0,7,2464,48269.0,3,21700.0,9.985068,7,11.47127,0,7.809541,10.784545,0.0,94.887085,0,0,95920.0,11.47127
27,1978,0,0.0,2,17000.0,17000.0,9.741,95000.0,7,2240,44916.0,3,21900.0,9.994242,7,11.461632,0,7.714231,10.712549,0.0,94.887085,0,0,95000.0,11.461632
28,1978,0,0.0,2,17000.0,17000.0,9.741,95900.0,7,2464,50808.0,3,22000.0,9.998798,7,11.471062,0,7.809541,10.835809,0.0,94.887085,0,0,95900.0,11.471062
29,1978,1,1.0,2,16000.0,17000.0,9.741,91000.0,7,2240,53000.0,3,21600.0,9.980449,7,11.418614,0,7.714231,10.878047,0.0,94.887085,0,0,91000.0,11.418614
30,1978,0,0.0,2,16000.0,16000.0,9.6803,96900.0,7,2464,41463.0,3,21500.0,9.975808,7,11.481435,0,7.809541,10.632557,0.0,93.708206,0,0,96900.0,11.481435
31,1978,104,10816.0,4,2000.0,4000.0,8.294,47000.0,8,2576,12568.0,2,9400.0,9.148465,3,10.757903,0,7.853993,9.43891,0.0,68.79043,1,0,47000.0,10.757903
32,1978,18,324.0,4,3000.0,4000.0,8.294,68500.0,6,1377,12877.0,2,10200.0,9.230143,5,11.134589,0,7.2276626,9.463198,0.0,68.79043,1,0,68500.0,11.134589
33,1978,188,35344.0,0,9000.0,9000.0,9.105,36000.0,6,2071,9665.0,2,16100.0,9.686575,5,10.491274,0,7.635787,9.176267,0.0,82.90102,0,0,36000.0,10.491274
34,1978,12,144.0,0,8000.0,8000.0,8.9872,90000.0,7,2352,26890.0,3,15000.0,9.615805,5,11.407565,0,7.7630215,10.19951,0.0,80.76976,1,0,90000.0,11.407565
35,1978,178,31684.0,0,10000.0,9000.0,9.105,66900.0,10,1750,12516.0,2,17100.0,9.746834,5,11.110954,0,7.467371,9.434763,0.0,82.90102,0,0,66900.0,11.110954
36,1978,1,1.0,4,3000.0,6000.0,8.6995,44000.0,6,1869,12500.0,2,6100.0,8.716044,3,10.691945,0,7.533159,9.433484,0.0,75.681305,1,0,44000.0,10.691945
37,1978,48,2304.0,4,2000.0,6000.0,8.6995,43500.0,6,1490,5000.0,1,6600.0,8.794825,3,10.680516,0,7.3065314,8.517193,0.0,75.681305,1,0,43500.0,10.680516
38,1978,56,3136.0,4,2000.0,6000.0,8.6995,40000.0,5,1867,5000.0,1,6800.0,8.824678,3,10.596635,0,7.5320883,8.517193,0.0,75.681305,1,0,40000.0,10.596635
39,1978,3,9.0,4,3000.0,6000.0,8.6995,46000.0,7,1261,10000.0,2,6000.0,8.699515,3,10.736397,0,7.1396604,9.2103405,0.0,75.681305,1,0,46000.0,10.736397
40,1978,21,441.0,0,3000.0,5000.0,8.5172,48000.0,5,1038,15431.0,1,10000.0,9.21034,5,10.778956,0,6.945051,9.644134,0.0,72.5427,1,0,48000.0,10.778956
41,1978,12,144.0,4,4000.0,6000.0,8.6995,61000.0,7,1800,13030.0,2,11200.0,9.323669,5,11.018629,0,7.495542,9.47501,0.0,75.681305,1,0,61000.0,11.018629
42,1978,28,784.0,4,4000.0,5000.0,8.5172,55500.0,6,1972,20089.0,2,11400.0,9.341369,5,10.924138,0,7.5868034,9.9079275,0.0,72.5427,1,0,55500.0,10.924138
43,1978,23,529.0,0,6000.0,7000.0,8.8537,63000.0,6,2089,16935.0,1,12100.0,9.400961,5,11.05089,0,7.6444407,9.737138,0.0,78.388,1,0,63000.0,11.05089
44,1978,148,21904.0,0,6000.0,7000.0,8.8537,32000.0,6,1464,29129.0,2,12500.0,9.433484,5,10.373491,0,7.2889276,10.2794895,0.0,78.388,1,0,32000.0,10.373491
45,1978,25,625.0,0,7000.0,7000.0,8.8537,32000.0,6,2112,12500.0,2,14000.0,9.546813,5,10.373491,0,7.6553907,9.433484,0.0,78.388,1,0,32000.0,10.373491
46,1978,13,169.0,0,12000.0,12000.0,9.3927,82000.0,6,1964,25182.0,2,18300.0,9.814656,5,11.314474,0,7.5827384,10.133884,0.0,88.22282,0,0,82000.0,11.314474
47,1978,18,324.0,0,14000.0,17000.0,9.741,51000.0,5,1166,45000.0,1,5200.0,8.556414,7,10.839581,0,7.061334,10.714417,0.0,94.887085,1,0,51000.0,10.839581
48,1978,38,1444.0,1,10000.0,14000.0,9.5468,83000.0,6,3861,51062.0,2,8000.0,8.987197,11,11.326596,0,8.258681,10.8407955,0.0,91.14138,1,0,83000.0,11.326596
49,1978,10,100.0,0,14000.0,16000.0,9.6803,100000.0,7,2252,44000.0,3,16000.0,9.680344,11,11.512925,0,7.719574,10.691945,0.0,93.708206,0,0,100000.0,11.512925
50,1978,8,64.0,0,14000.0,16000.0,9.6803,131500.0,9,2598,44000.0,3,16000.0,9.680344,11,11.786762,0,7.8624973,10.691945,0.0,93.708206,0,0,131500.0,11.786762
51,1978,21,441.0,0,17000.0,18000.0,9.7981,37500.0,4,2276,43560.0,1,22100.0,10.00333,7,10.532096,0,7.730175,10.681894,0.0,96.00277,0,0,37500.0,10.532096
52,1978,68,4624.0,4,3000.0,6000.0,8.6995,49000.0,6,1875,9790.0,2,6700.0,8.809863,5,10.799576,0,7.536364,9.1891165,0.0,75.681305,1,0,49000.0,10.799576
53,1978,13,169.0,4,4000.0,6000.0,8.6995,54000.0,6,1570,8790.0,2,10700.0,9.277999,5,10.896739,0,7.358831,9.08137,0.0,75.681305,1,0,54000.0,10.896739
54,1978,38,1444.0,0,4000.0,7000.0,8.8537,56900.0,6,2032,10993.0,2,5300.0,8.575462,5,10.949051,0,7.616776,9.305014,0.0,78.388,1,0,56900.0,10.949051
55,1978,22,484.0,0,4000.0,8000.0,8.9872,62000.0,6,1318,20550.0,2,5700.0,8.648221,5,11.034889,0,7.183871,9.930616,0.0,80.76976,1,0,62000.0,11.034889
56,1978,21,441.0,0,4000.0,8000.0,8.9872,48000.0,5,1078,21800.0,2,5800.0,8.665613,5,10.778956,0,6.982863,9.989665,0.0,80.76976,1,0,48000.0,10.778956
57,1978,56,3136.0,4,4000.0,7000.0,8.8537,48000.0,7,3460,11421.0,2,5900.0,8.682708,5,10.778956,0,8.149024,9.343209,0.0,78.388,1,0,48000.0,10.778956
58,1978,28,784.0,4,3000.0,7000.0,8.8537,53000.0,5,1592,12700.0,2,6800.0,8.824678,5,10.878047,0,7.3727465,9.449357,0.0,78.388,1,0,53000.0,10.878047
59,1978,54,2916.0,4,4000.0,7000.0,8.8537,49000.0,8,915,14000.0,1,7600.0,8.935904,5,10.799576,0,6.818924,9.546813,0.0,78.388,1,0,49000.0,10.799576
60,1978,28,784.0,4,5000.0,7000.0,8.8537,31000.0,5,925,4585.0,1,11400.0,9.341369,5,10.3417425,0,6.829794,8.430546,0.0,78.388,1,0,31000.0,10.3417425
61,1978,14,196.0,0,4000.0,7000.0,8.8537,56900.0,6,1421,21120.0,2,6800.0,8.824678,5,10.949051,0,7.259116,9.957975,0.0,78.388,1,0,56900.0,10.949051
62,1978,78,6084.0,0,10000.0,10000.0,9.2103,34000.0,5,990,1710.0,1,15600.0,9.655026,5,10.434115,0,6.897705,7.4442487,0.0,84.829636,1,0,34000.0,10.434115
63,1978,153,23409.0,0,10000.0,11000.0,9.3057,98000.0,9,3792,35942.0,4,16200.0,9.692767,5,11.4927225,0,8.240649,10.489662,0.0,86.59606,0,0,98000.0,11.4927225
64,1978,3,9.0,0,12000.0,12000.0,9.3927,85500.0,7,2544,26726.0,3,17700.0,9.78132,7,11.356272,0,7.841493,10.193392,0.0,88.22282,0,0,85500.0,11.356272
65,1978,0,0.0,0,12000.0,12000.0,9.3927,122500.0,7,2206,50094.0,3,18500.0,9.825526,5,11.715866,0,7.698936,10.821656,0.0,88.22282,0,0,122500.0,11.715866
66,1978,189,35721.0,1,14000.0,17000.0,9.741,185000.0,9,5078,132422.0,4,14500.0,9.581904,11,12.128111,0,8.532673,11.793749,0.0,94.887085,1,0,185000.0,12.128111
67,1978,5,25.0,1,17000.0,19000.0,9.8522,67500.0,5,1358,44775.0,2,16700.0,9.723164,11,11.119883,0,7.2137685,10.709405,0.0,97.065834,0,0,67500.0,11.119883
68,1978,8,64.0,1,16000.0,19000.0,9.8522,120000.0,7,2171,44064.0,3,16200.0,9.692767,11,11.695247,0,7.6829433,10.693398,0.0,97.065834,0,0,120000.0,11.695247
69,1978,1,1.0,1,19000.0,21000.0,9.9523,79000.0,7,1998,43561.0,3,19900.0,9.898475,11,11.277204,0,7.599902,10.681917,0.0,99.04828,0,0,79000.0,11.277204
70,1978,1,1.0,1,18000.0,21000.0,9.9523,77500.0,7,1998,147668.0,3,19800.0,9.893437,11,11.258033,0,7.599902,11.902721,0.0,99.04828,0,0,77500.0,11.258033
71,1978,26,676.0,1,20000.0,22000.0,9.9988,58000.0,6,1356,544500.0,2,21000.0,9.952278,11,10.968198,0,7.2122946,13.2076235,0.0,99.976006,0,0,58000.0,10.968198
72,1978,0,0.0,1,19000.0,21000.0,9.9523,61900.0,9,1411,44431.0,3,20200.0,9.913438,11,11.033276,0,7.2520537,10.701693,0.0,99.04828,0,0,61900.0,11.033276
73,1978,2,4.0,1,19000.0,21000.0,9.9523,79900.0,7,1540,46174.0,3,21000.0,9.952278,11,11.288531,0,7.3395376,10.740172,0.0,99.04828,0,0,79900.0,11.288531
74,1978,0,0.0,1,20000.0,22000.0,9.9988,62400.0,7,1296,46609.0,2,20900.0,9.947504,11,11.041321,0,7.167038,10.749549,0.0,99.976006,0,0,62400.0,11.041321
75,1978,1,1.0,1,22000.0,24000.0,10.086,89500.0,7,2240,43560.0,2,23000.0,10.04325,11,11.401994,0,7.714231,10.681894,0.0,101.7274,0,0,89500.0,11.401994
76,1978,0,0.0,6,21000.0,23000.0,10.043,89500.0,7,2436,43560.0,3,23100.0,10.04759,11,11.401994,0,7.7981124,10.681894,0.0,100.861855,0,0,89500.0,11.401994
77,1978,0,0.0,6,22000.0,24000.0,10.086,94900.0,7,2384,43560.0,3,23200.0,10.05191,11,11.460579,0,7.776535,10.681894,0.0,101.7274,0,0,94900.0,11.460579
78,1978,0,0.0,6,24000.0,26000.0,10.166,85900.0,6,1862,56392.0,2,27100.0,10.20729,11,11.360939,0,7.5294065,10.940083,0.0,103.347565,0,0,85900.0,11.360939
79,1978,0,0.0,6,24000.0,26000.0,10.166,92900.0,7,2036,49737.0,3,27000.0,10.20359,11,11.439279,0,7.6187425,10.814505,0.0,103.347565,0,0,92900.0,11.439279
80,1978,0,0.0,6,24000.0,26000.0,10.166,84900.0,7,2082,43958.0,3,27000.0,10.20359,11,11.34923,0,7.641084,10.6909895,0.0,103.347565,0,0,84900.0,11.34923
81,1978,0,0.0,6,24000.0,26000.0,10.166,85900.0,7,1962,44465.0,3,26700.0,10.19242,11,11.360939,0,7.58172,10.702457,0.0,103.347565,0,0,85900.0,11.360939
82,1978,0,0.0,6,24000.0,26000.0,10.166,85900.0,7,2286,43996.0,3,26600.0,10.18867,11,11.360939,0,7.734559,10.691854,0.0,103.347565,0,0,85900.0,11.360939
83,1978,0,0.0,6,24000.0,25000.0,10.127,97900.0,7,2464,43560.0,3,26400.0,10.18112,11,11.491702,0,7.809541,10.681894,0.0,102.55613,0,0,97900.0,11.491702
84,1978,0,0.0,6,24000.0,25000.0,10.127,78400.0,6,1862,45302.0,2,26300.0,10.17732,11,11.269579,0,7.5294065,10.721107,0.0,102.55613,0,0,78400.0,11.269579
85,1978,0,0.0,6,24000.0,26000.0,10.166,91400.0,8,2738,43995.0,2,27000.0,10.20359,11,11.423,0,7.914983,10.691832,0.0,103.347565,0,0,91400.0,11.423
86,1978,0,0.0,6,25000.0,26000.0,10.166,106500.0,7,2240,43995.0,3,27100.0,10.20729,11,11.5759,0,7.714231,10.691832,0.0,103.347565,0,0,106500.0,11.5759
87,1978,0,0.0,6,24000.0,26000.0,10.166,109500.0,7,2780,43995.0,3,27000.0,10.20359,11,11.60368,0,7.9302063,10.691832,0.0,103.347565,0,0,109500.0,11.60368
88,1978,1,1.0,1,14000.0,16000.0,9.6803,148000.0,7,2781,43560.0,3,15600.0,9.655026,11,11.904967,0,7.930566,10.681894,0.0,93.708206,1,0,148000.0,11.904967
89,1978,12,144.0,1,16000.0,19000.0,9.8522,75000.0,6,1537,48352.0,2,17700.0,9.78132,11,11.225244,0,7.337588,10.7862625,0.0,97.065834,0,0,75000.0,11.225244
90,1978,1,1.0,1,14000.0,16000.0,9.6803,90400.0,7,2796,43560.0,3,15600.0,9.655026,11,11.412,0,7.935945,10.681894,0.0,93.708206,1,0,90400.0,11.412
91,1978,1,1.0,1,14000.0,16000.0,9.6803,125000.0,9,2794,43995.0,3,15600.0,9.655026,11,11.736069,0,7.9352293,10.691832,0.0,93.708206,1,0,125000.0,11.736069
92,1978,158,24964.0,6,22000.0,23000.0,10.043,123000.0,9,2872,104544.0,3,33300.0,10.41331,11,11.719939,0,7.962764,11.5573635,0.0,100.861855,0,0,123000.0,11.719939
93,1978,30,900.0,6,21000.0,22000.0,9.9988,63000.0,6,1357,45302.0,1,25600.0,10.15035,7,11.05089,0,7.213032,10.721107,0.0,99.976006,0,0,63000.0,11.05089
94,1978,188,35344.0,6,21000.0,23000.0,10.043,87500.0,7,3256,44867.0,2,25300.0,10.13856,11,11.379395,0,8.088255,10.711458,0.0,100.861855,0,0,87500.0,11.379395
95,1978,0,0.0,0,30000.0,31000.0,10.342,73000.0,7,2038,49223.0,2,33300.0,10.41331,11,11.198215,0,7.6197243,10.804116,0.0,106.95696,0,0,73000.0,11.198215
96,1978,0,0.0,0,25000.0,26000.0,10.166,84900.0,7,1924,44431.0,3,28100.0,10.24352,11,11.34923,0,7.5621614,10.701693,0.0,103.347565,0,0,84900.0,11.34923
97,1978,0,0.0,0,25000.0,26000.0,10.166,80900.0,7,2370,43560.0,3,27300.0,10.21464,11,11.300969,0,7.770645,10.681894,0.0,103.347565,0,0,80900.0,11.300969
98,1978,0,0.0,0,25000.0,26000.0,10.166,94000.0,7,2036,51836.0,3,27200.0,10.21097,11,11.45105,0,7.6187425,10.85584,0.0,103.347565,0,0,94000.0,11.45105
99,1978,0,0.0,0,30000.0,31000.0,10.342,74500.0,7,1818,55321.0,2,33200.0,10.41031,11,11.2185545,0,7.505492,10.920908,0.0,106.95696,0,0,74500.0,11.2185545
100,1978,1,1.0,5,33000.0,34000.0,10.434,82500.0,7,1986,50094.0,3,36700.0,10.51053,11,11.320554,0,7.593878,10.821656,0.0,108.868355,0,0,82500.0,11.320554
101,1978,3,9.0,5,31000.0,32000.0,10.373,86000.0,6,1855,50965.0,2,34600.0,10.45161,11,11.3621025,0,7.52564,10.838895,0.0,107.59913,0,0,86000.0,11.3621025
102,1978,1,1.0,5,30000.0,30000.0,10.309,76900.0,6,1836,46174.0,3,33300.0,10.41331,11,11.250261,0,7.5153446,10.740172,0.0,106.27548,0,0,76900.0,11.250261
103,1978,1,1.0,5,30000.0,30000.0,10.309,75900.0,7,1836,45738.0,2,33300.0,10.41331,11,11.237172,0,7.5153446,10.730684,0.0,106.27548,0,0,75900.0,11.237172
104,1978,0,0.0,5,30000.0,30000.0,10.309,75500.0,7,1820,46174.0,3,33300.0,10.41331,11,11.231888,0,7.506592,10.740172,0.0,106.27548,0,0,75500.0,11.231888
105,1978,0,0.0,5,30000.0,30000.0,10.309,75000.0,7,1728,47916.0,2,33300.0,10.41331,11,11.225244,0,7.45472,10.7772045,0.0,106.27548,0,0,75000.0,11.225244
106,1978,0,0.0,5,30000.0,30000.0,10.309,73900.0,6,2092,47045.0,3,33300.0,10.41331,11,11.210468,0,7.645876,10.75886,0.0,106.27548,0,0,73900.0,11.210468
107,1978,0,0.0,5,33000.0,34000.0,10.434,83900.0,7,2036,46174.0,3,36800.0,10.51325,11,11.337381,0,7.6187425,10.740172,0.0,108.868355,0,0,83900.0,11.337381
108,1978,1,1.0,5,33000.0,34000.0,10.434,76900.0,7,2400,43560.0,3,37100.0,10.52137,11,11.250261,0,7.783224,10.681894,0.0,108.868355,0,0,76900.0,11.250261
109,1978,0,0.0,5,30000.0,31000.0,10.342,84300.0,7,2104,68689.0,3,33200.0,10.41031,11,11.342137,0,7.6515956,11.137344,0.0,106.95696,0,0,84300.0,11.342137
110,1978,0,0.0,5,30000.0,31000.0,10.342,75900.0,7,1928,157252.0,3,33300.0,10.41331,11,11.237172,0,7.5642385,11.965605,0.0,106.95696,0,0,75900.0,11.237172
111,1978,0,0.0,5,30000.0,31000.0,10.342,87900.0,7,2067,204296.0,3,33300.0,10.41331,11,11.383955,0,7.6338534,12.227325,0.0,106.95696,0,0,87900.0,11.383955
112,1978,13,169.0,2,26000.0,26000.0,10.166,65000.0,7,1360,43910.0,2,30100.0,10.31228,7,11.082143,0,7.21524,10.689898,0.0,103.347565,0,0,65000.0,11.082143
113,1978,0,0.0,2,26000.0,26000.0,10.166,90000.0,7,1940,43996.0,3,30000.0,10.30895,7,11.407565,0,7.570443,10.691854,0.0,103.347565,0,0,90000.0,11.407565
114,1978,5,25.0,2,26000.0,26000.0,10.166,104500.0,7,2816,43560.0,3,29900.0,10.30561,7,11.556942,0,7.943073,10.681894,0.0,103.347565,0,0,104500.0,11.556942
115,1978,14,196.0,2,24000.0,25000.0,10.127,63000.0,6,1235,95832.0,2,28400.0,10.25414,7,11.05089,0,7.1188264,11.470352,0.0,102.55613,0,0,63000.0,11.05089
116,1978,5,25.0,2,27000.0,27000.0,10.204,66100.0,7,1388,46600.0,2,31000.0,10.34174,7,11.098924,0,7.235619,10.749356,0.0,104.12163,0,0,66100.0,11.098924
117,1978,6,36.0,2,27000.0,27000.0,10.204,60000.0,7,1070,48834.0,1,31000.0,10.34174,7,11.0021,0,6.975414,10.796182,0.0,104.12163,0,0,60000.0,11.0021
118,1978,4,16.0,2,27000.0,28000.0,10.24,73000.0,7,1390,46100.0,2,31000.0,10.34174,11,11.198215,0,7.237059,10.738568,0.0,104.8576,0,0,73000.0,11.198215
119,1978,3,9.0,2,24000.0,25000.0,10.127,83000.0,9,2574,43996.0,3,28200.0,10.24708,7,11.326596,0,7.853216,10.691854,0.0,102.55613,0,0,83000.0,11.326596
120,1978,1,1.0,5,28000.0,29000.0,10.275,70500.0,6,1232,45000.0,2,32300.0,10.38282,11,11.163368,0,7.116394,10.714417,0.0,105.575615,0,0,70500.0,11.163368
121,1978,4,16.0,5,28000.0,28000.0,10.24,120000.0,6,2650,43996.0,3,32000.0,10.37349,7,11.695247,0,7.8823147,10.691854,0.0,104.8576,0,0,120000.0,11.695247
122,1978,12,144.0,5,31000.0,32000.0,10.373,62500.0,6,1978,44867.0,2,35700.0,10.48291,7,11.042922,0,7.5898414,10.711458,0.0,107.59913,0,0,62500.0,11.042922
123,1978,1,1.0,5,28000.0,29000.0,10.275,65500.0,6,1248,45000.0,2,32800.0,10.39818,11,11.089806,0,7.1292977,10.714417,0.0,105.575615,0,0,65500.0,11.089806
124,1978,9,81.0,5,27000.0,28000.0,10.24,84900.0,7,1716,45500.0,2,31300.0,10.35137,7,11.34923,0,7.447751,10.725468,0.0,104.8576,0,0,84900.0,11.34923
125,1978,9,81.0,5,31000.0,31000.0,10.342,63400.0,6,1144,44431.0,1,35600.0,10.4801,7,11.0572195,0,7.0422864,10.701693,0.0,106.95696,0,0,63400.0,11.0572195
126,1978,2,4.0,5,30000.0,30000.0,10.309,80000.0,7,2450,44867.0,3,34500.0,10.44871,7,11.289782,0,7.8038435,10.711458,0.0,106.27548,0,0,80000.0,11.289782
127,1978,2,4.0,0,23000.0,24000.0,10.086,86000.0,7,2952,43996.0,3,28200.0,10.24708,7,11.3621025,0,7.990238,10.691854,0.0,101.7274,0,0,86000.0,11.3621025
128,1978,0,0.0,0,23000.0,24000.0,10.086,94376.0,7,2800,69260.0,3,28400.0,10.25414,7,11.455042,0,7.9373746,11.145623,0.0,101.7274,0,0,94376.0,11.455042
129,1978,0,0.0,0,23000.0,24000.0,10.086,90500.0,7,2108,52272.0,3,28000.0,10.23996,7,11.413105,0,7.653495,10.864216,0.0,101.7274,0,0,90500.0,11.413105
130,1978,2,4.0,0,24000.0,24000.0,10.086,90500.0,7,2208,54014.0,3,28400.0,10.25414,7,11.413105,0,7.6998425,10.896998,0.0,101.7274,0,0,90500.0,11.413105
131,1978,0,0.0,0,24000.0,24000.0,10.086,84900.0,7,1560,44864.0,3,28600.0,10.26116,7,11.34923,0,7.3524413,10.7113905,0.0,101.7274,0,0,84900.0,11.34923
132,1978,2,4.0,0,24000.0,24000.0,10.086,86000.0,7,2248,49222.0,3,28300.0,10.25062,7,11.3621025,0,7.7177963,10.804096,0.0,101.7274,0,0,86000.0,11.3621025
133,1978,6,36.0,2,22000.0,23000.0,10.043,91500.0,7,2284,44001.0,3,27800.0,10.23279,7,11.424094,0,7.7336836,10.691968,0.0,100.861855,0,0,91500.0,11.424094
134,1978,23,529.0,2,21000.0,21000.0,9.9523,89912.0,7,2632,64904.0,2,27000.0,10.20359,7,11.406587,0,7.8754992,11.080665,0.0,99.04828,0,0,89912.0,11.406587
135,1978,23,529.0,2,21000.0,21000.0,9.9523,88000.0,7,2632,64904.0,2,27000.0,10.20359,7,11.385092,0,7.8754992,11.080665,0.0,99.04828,0,0,88000.0,11.385092
136,1978,14,196.0,2,19000.0,19000.0,9.8522,73500.0,6,1936,43996.0,2,25200.0,10.1346,7,11.205041,0,7.5683794,10.691854,0.0,97.065834,0,0,73500.0,11.205041
137,1978,8,64.0,2,21000.0,21000.0,9.9523,85000.0,8,2004,44080.0,2,26700.0,10.19242,7,11.350407,0,7.6029005,10.693762,0.0,99.04828,0,0,85000.0,11.350407
138,1978,13,169.0,2,21000.0,21000.0,9.9523,87000.0,7,1920,44260.0,2,26200.0,10.17351,7,11.373663,0,7.5600805,10.697837,0.0,99.04828,0,0,87000.0,11.373663
139,1978,5,25.0,2,20000.0,20000.0,9.9035,97000.0,7,2136,44000.0,3,25800.0,10.15813,7,11.482467,0,7.6666903,10.691945,0.0,98.07931,0,0,97000.0,11.482467
140,1978,3,9.0,2,24000.0,24000.0,10.086,72500.0,7,2472,46422.0,3,29000.0,10.27505,7,11.191341,0,7.812783,10.745529,0.0,101.7274,0,0,72500.0,11.191341
141,1978,4,16.0,2,24000.0,23000.0,10.043,77000.0,7,1792,45106.0,3,29000.0,10.27505,7,11.251561,0,7.4910874,10.71677,0.0,100.861855,0,0,77000.0,11.251561
