,year,month,prccem,ipcem,prcpet,rresc,rnonc,ip,rdefs,milemp,gprc,gcem,gprcpet,gres,gnon,gip,gdefs,gmilemp,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
20,1965,9,287.0,1.0713,13.4,107759.0,174869.0,53.2,1.6579,2724.0,0.0,-0.09426581,0.0,-0.022844192,0.015885884,0.034420207,0.0019319785,0.01404829,0,0,0,0,0,0,0,0,1,0,0,0
21,1965,10,287.0,1.1491,13.4,106672.0,175817.0,54.4,1.6579,2761.0,0.0,0.07010609,0.0,-0.010138546,0.005406559,0.022305772,0.0,0.013491545,0,0,0,0,0,0,0,0,0,1,0,0
22,1965,11,287.0,0.89767,13.4,105249.0,177637.0,53.5,1.6642,2803.0,0.0,-0.24693178,0.0,-0.013429735,0.010298461,-0.016682528,0.0037927697,0.01509734,0,0,0,0,0,0,0,0,0,0,1,0
23,1965,12,287.0,0.68832,13.4,104529.0,179536.0,52.6,1.6656,2857.0,0.0,-0.26554868,0.0,-0.0068644267,0.010633603,-0.016965562,0.0008408878,0.019081851,0,0,0,0,0,0,0,0,0,0,0,1
24,1966,1,288.0,0.50512,13.4,107228.0,176519.0,53.4,1.6656,2902.0,0.0034782644,-0.30945784,0.0,0.025492864,-0.016947225,0.0150946835,0.0,0.01562803,1,0,0,0,0,0,0,0,0,0,0,0
25,1966,2,288.0,0.52882,13.4,109346.0,178945.0,54.9,1.6686,2937.0,0.0,0.045852084,0.0,0.019559758,0.013649977,0.027702602,0.0017995453,0.011988497,0,1,0,0,0,0,0,0,0,0,0,0
26,1966,3,288.0,0.78866,13.4,115215.0,183868.0,56.0,1.6718,2969.0,0.0,0.39968723,0.0,0.05228278,0.027139613,0.019838315,0.0019159713,0.0108365435,0,0,1,0,0,0,0,0,0,0,0,0
27,1966,4,288.0,0.90032,13.4,104777.0,180062.0,55.9,1.6718,3004.0,0.0,0.13241495,0.0,-0.09496567,-0.020916874,-0.0017872832,0.0,0.011719538,0,0,0,1,0,0,0,0,0,0,0,0
28,1966,5,288.0,1.0085,13.4,96495.0,174264.0,56.3,1.6782,3056.0,0.0,0.11346909,0.0,-0.08234309,-0.032729845,0.0071301144,0.0038208936,0.017162137,0,0,0,0,1,0,0,0,0,0,0,0
29,1966,6,288.0,1.191,13.5,91832.0,177226.0,57.6,1.6811,3094.0,0.0,0.16632922,0.007435007,-0.049530372,0.016854364,0.02282802,0.0017265532,0.012357881,0,0,0,0,0,1,0,0,0,0,0,0
30,1966,7,288.0,1.1061,13.5,98110.0,176798.0,54.0,1.6811,3136.0,0.0,-0.073952995,0.0,0.06612848,-0.0024179164,-0.064538494,0.0,0.01348335,0,0,0,0,0,0,1,0,0,0,0,0
31,1966,8,288.0,1.1832,13.5,100244.0,179945.0,55.9,1.6869,3184.0,0.0,0.06738235,0.0,0.021517916,0.01764341,0.03458036,0.0034441892,0.0151901655,0,0,0,0,0,0,0,1,0,0,0,0
32,1966,9,288.0,1.104,13.5,97820.0,182479.0,58.5,1.6888,3229.0,0.0,-0.06928271,0.0,-0.024478158,0.013983849,0.045462348,0.0011256675,0.014034224,0,0,0,0,0,0,0,0,1,0,0,0
33,1966,10,288.0,1.1196,13.6,90785.0,177965.0,59.2,1.6888,3287.0,0.0,0.014031608,0.0073801354,-0.074634984,-0.025048196,0.011894801,0.0,0.017802803,0,0,0,0,0,0,0,0,0,1,0,0
34,1966,11,288.0,0.83355,13.6,86160.0,180413.0,57.6,1.6927,3326.0,0.0,-0.29503316,0.0,-0.05228804,0.0136617655,-0.027399013,0.0023067,0.011795086,0,0,0,0,0,0,0,0,0,0,1,0
35,1966,12,288.0,0.58855,13.6,81495.0,180095.0,56.1,1.6965,3334.0,0.0,-0.34803182,0.0,-0.055664364,-0.0017641777,-0.026386756,0.0022423682,0.0024024036,0,0,0,0,0,0,0,0,0,0,0,1
36,1967,1,295.0,0.55339,13.6,80798.0,185057.0,56.5,1.6965,3357.0,0.024014875,-0.061598793,0.0,-0.008589456,0.027179396,0.0071048527,0.0,0.006874934,1,0,0,0,0,0,0,0,0,0,0,0
37,1967,2,293.0,0.55819,13.6,81178.0,184019.0,57.1,1.7039,3368.0,-0.0068027475,0.0086363405,0.0,0.004692062,-0.0056248726,0.010563452,0.0043524574,0.0032713783,0,1,0,0,0,0,0,0,0,0,0,0
38,1967,3,293.0,0.61089,13.6,88422.0,180132.0,57.0,1.7045,3371.0,0.0,0.09021748,0.0,0.08547653,-0.021349099,-0.0017528221,0.00035205984,0.0008903399,0,0,1,0,0,0,0,0,0,0,0,0
39,1967,4,293.0,0.85102,13.6,90230.0,178427.0,57.3,1.7045,3371.0,0.0,0.33151874,0.0,0.020241158,-0.009510362,0.0052493424,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
40,1967,5,292.0,0.953,13.6,92009.0,178953.0,56.8,1.7055,3368.0,-0.0034188067,0.11317931,0.0,0.019524433,0.0029436476,-0.008764298,0.0005865377,-0.0008903399,0,0,0,0,1,0,0,0,0,0,0,0
41,1967,6,292.0,1.0825,13.6,94516.0,176596.0,58.1,1.7063,3377.0,0.0,0.12741353,0.0,0.026882734,-0.013258563,0.022629326,0.00046896862,0.002668645,0,0,0,0,0,1,0,0,0,0,0,0
42,1967,7,292.0,1.0944,13.6,95044.0,177216.0,54.3,1.7063,3382.0,0.0,0.010933149,0.0,0.00557081,0.0035046898,-0.06764142,0.0,0.001479509,0,0,0,0,0,0,1,0,0,0,0,0
43,1967,8,292.0,1.2235,13.7,96205.0,176091.0,57.3,1.7081,3393.0,0.0,0.1115093,0.007325998,0.012141389,-0.0063684206,0.0537764,0.0010543236,0.0032472354,0,0,0,0,0,0,0,1,0,0,0,0
44,1967,9,292.0,1.1417,13.7,94850.0,178420.0,58.9,1.7076,3412.0,0.0,-0.06919721,0.0,-0.014184635,0.013139415,0.027540507,-0.00029274455,0.005584144,0,0,0,0,0,0,0,0,1,0,0,0
45,1967,10,292.0,1.1422,13.7,100435.0,177279.0,59.3,1.7076,3416.0,0.0,0.00043781582,0.0,0.057214055,-0.0064155585,0.006768177,0.0,0.0011716463,0,0,0,0,0,0,0,0,0,1,0,0
46,1967,11,292.0,0.87391,13.7,105109.0,178308.0,59.1,1.7067,3412.0,0.0,-0.26773408,0.0,0.045487154,0.005787629,-0.0033783945,-0.0005272121,-0.0011716463,0,0,0,0,0,0,0,0,0,0,1,0
47,1967,12,292.0,0.62131,13.7,106125.0,180103.0,58.1,1.7081,3398.0,0.0,-0.34114727,0.0,0.009619738,0.010016518,-0.01706526,0.00081995665,-0.004111606,0,0,0,0,0,0,0,0,0,0,0,1
48,1968,1,297.0,0.47054,13.7,101388.0,180926.0,58.2,1.7081,3427.0,0.016978336,-0.2779492,0.0,-0.045662902,0.0045591984,0.0017197302,0.0,0.00849822,1,0,0,0,0,0,0,0,0,0,0,0
49,1968,2,300.0,0.60198,13.7,98943.0,183833.0,59.7,1.7107,3440.0,0.010050336,0.24634323,0.0,-0.024410814,0.015939629,0.025446665,0.001521045,0.0037862286,0,1,0,0,0,0,0,0,0,0,0,0
50,1968,3,300.0,0.76337,13.7,108069.0,181378.0,60.2,1.7114,3467.0,0.0,0.23751864,0.0,0.08822598,-0.013444485,0.008340332,0.00040910373,0.007818195,0,0,1,0,0,0,0,0,0,0,0,0
51,1968,4,300.0,0.98302,13.7,107279.0,183703.0,59.9,1.7114,3494.0,0.0,0.25288665,0.0,-0.0073369946,0.012737072,-0.0049958345,0.0,0.007757545,0,0,0,1,0,0,0,0,0,0,0,0
52,1968,5,300.0,1.025,13.7,105965.0,184941.0,60.8,1.7129,3518.0,0.0,0.041818395,0.0,-0.012324067,0.006716532,0.014913246,0.00087609765,0.0068454347,0,0,0,0,1,0,0,0,0,0,0,0
53,1968,6,300.0,1.1232,13.7,103983.0,179868.0,62.4,1.7112,3547.0,0.0,0.09148922,0.0,-0.018881427,-0.027813606,0.025975524,-0.0009929872,0.008209529,0,0,0,0,0,1,0,0,0,0,0,0
54,1968,7,300.0,1.1448,13.8,107000.0,177971.0,58.4,1.7112,3545.0,0.0,0.019048097,0.007272787,0.02860141,-0.010602633,-0.066249385,0.0,-0.0005640158,0,0,0,0,0,0,1,0,0,0,0,0
55,1968,8,300.0,1.2337,13.8,108962.0,181390.0,60.1,1.7079,3526.0,0.0,0.07478791,0.0,0.018170362,0.019028794,0.0286939,-0.0019303048,-0.005374076,0,0,0,0,0,0,0,1,0,0,0,0
56,1968,9,300.0,1.1875,13.8,109101.0,185263.0,62.5,1.7079,3490.0,0.0,-0.03816756,0.0,0.0012748612,0.021127028,0.039156742,0.0,-0.010262348,0,0,0,0,0,0,0,0,1,0,0,0
57,1968,10,300.0,1.2434,13.8,108467.0,187246.0,62.8,1.7079,3454.0,0.0,0.04599929,0.0,-0.0058280793,0.010646823,0.0047885044,0.0,-0.010368757,0,0,0,0,0,0,0,0,0,1,0,0
58,1968,11,300.0,0.9027,13.8,107202.0,187406.0,62.5,1.7078,3433.0,0.0,-0.32021454,0.0,-0.011731074,0.000854126,-0.0047885044,-5.8562866e-05,-0.006098465,0,0,0,0,0,0,0,0,0,0,1,0
59,1968,12,300.0,0.64988,13.8,105181.0,179591.0,60.7,1.7059,3408.0,0.0,-0.32860255,0.0,-0.019032229,-0.04259534,-0.029222846,-0.0011132068,-0.0073089055,0,0,0,0,0,0,0,0,0,0,0,1
60,1969,1,309.0,0.52324,13.8,108352.0,184421.0,61.3,1.7059,3418.0,0.029558802,-0.21674752,0.0,0.02970251,0.026539145,0.00983612,0.0,0.0029299757,1,0,0,0,0,0,0,0,0,0,0,0
61,1969,2,309.0,0.62604,13.8,110668.0,178650.0,63.1,1.7022,3432.0,0.0,0.17937404,0.0,0.021149542,-0.031792603,0.028940914,-0.0021712391,0.004087597,0,1,0,0,0,0,0,0,0,0,0,0
62,1969,3,309.0,0.76132,14.3,115177.0,183043.0,63.9,1.7023,3452.0,0.0,0.19563952,0.035590943,0.039935347,0.024292514,0.01259864,5.8685495e-05,0.0058105914,0,0,1,0,0,0,0,0,0,0,0,0
63,1969,4,309.0,0.98932,14.5,113594.0,183954.0,63.3,1.7023,3465.0,0.0,0.26196405,0.013889099,-0.013839387,0.0049646283,-0.009434069,0.0,0.0037588594,0,0,0,1,0,0,0,0,0,0,0,0
64,1969,5,309.0,1.0985,14.5,111637.0,184324.0,63.2,1.7025,3459.0,0.0,0.10468309,0.0,-0.017378151,0.0020093522,-0.0015810039,0.0001175007,-0.0017331027,0,0,0,0,1,0,0,0,0,0,0,0
65,1969,6,309.0,1.2114,14.5,111096.0,183913.0,65.2,1.7017,3460.0,0.0,0.097831115,0.0,-0.0048578437,-0.002232259,0.03115511,-0.0004700156,0.00028905913,0,0,0,0,0,1,0,0,0,0,0,0
66,1969,7,309.0,1.1545,14.5,111343.0,185458.0,61.3,1.7017,3458.0,0.0,-0.048109386,0.0,0.0022208346,0.008365622,-0.06167959,0.0,-0.0005782018,0,0,0,0,0,0,1,0,0,0,0,0
67,1969,8,309.0,1.2536,14.5,112101.0,181624.0,63.8,1.7002,3459.0,0.0,0.08235206,0.0,0.0067847236,-0.020889826,0.03997335,-0.0008818664,0.00028914268,0,0,0,0,0,0,0,1,0,0,0,0
68,1969,9,309.0,1.2303,14.5,110235.0,187158.0,65.7,1.6996,3449.0,0.0,-0.018761411,0.0,-0.0167858,0.030014563,0.0293457,-0.0003529504,-0.002895196,0,0,0,0,0,0,0,0,1,0,0,0
69,1969,10,309.0,1.1948,14.5,105135.0,179759.0,65.7,1.6996,3387.0,0.0,-0.029279178,0.0,-0.047369212,-0.040336113,0.0,0.0,-0.018139761,0,0,0,0,0,0,0,0,0,1,0,0
70,1969,11,309.0,0.98034,14.5,101329.0,179566.0,63.8,1.6985,3351.0,0.0,-0.19783464,0.0,-0.036872588,-0.0010742365,-0.0293457,-0.00064738776,-0.010685765,0,0,0,0,0,0,0,0,0,0,1,0
71,1969,12,309.0,0.69093,14.5,97137.0,175159.0,61.6,1.6955,3298.0,0.0,-0.34986094,0.0,-0.042250294,-0.024848696,-0.035091333,-0.0017678384,-0.015942585,0,0,0,0,0,0,0,0,0,0,0,1
72,1970,1,323.0,0.47705,14.5,98527.0,173603.0,60.7,1.6955,3255.0,0.044311047,-0.3704172,0.0,0.014208269,-0.00892305,-0.014718135,0.0,-0.013123948,1,0,0,0,0,0,0,0,0,0,0,0
73,1970,2,323.0,0.62926,14.5,102163.0,174343.0,62.2,1.6897,3220.0,0.0,0.2769232,0.0,0.036238953,0.00425354,0.024411302,-0.0034266894,-0.010810916,0,1,0,0,0,0,0,0,0,0,0,0
74,1970,3,323.0,0.73452,14.5,106289.0,176258.0,62.4,1.6866,3173.0,0.0,0.15467271,0.0,0.03959222,0.010924208,0.0032102878,-0.0018363525,-0.014703847,0,0,1,0,0,0,0,0,0,0,0,0
75,1970,4,323.0,0.93977,14.5,99428.0,172371.0,61.9,1.6866,3116.0,0.0,0.2464179,0.0,-0.06672803,-0.0222997,-0.008045096,0.0,-0.018127384,0,0,0,1,0,0,0,0,0,0,0,0
76,1970,5,324.0,1.0611,14.5,95727.0,173051.0,62.0,1.6803,3084.0,0.0030911926,0.12142625,0.0,-0.037933372,0.0039372183,0.0016141807,-0.003742303,-0.010322672,0,0,0,0,1,0,0,0,0,0,0,0
77,1970,6,324.0,1.1336,14.5,92394.0,175316.0,63.2,1.6794,3066.0,0.0,0.0660923,0.0,-0.035438348,0.013003712,0.019169929,-0.0005357801,-0.0058536753,0,0,0,0,0,1,0,0,0,0,0,0
78,1970,7,324.0,1.1553,14.3,97457.0,178430.0,59.5,1.6794,3045.0,0.0,0.018961662,-0.013889099,0.05334921,0.017606307,-0.060328,0.0,-0.0068728793,0,0,0,0,0,0,1,0,0,0,0,0
79,1970,8,324.0,1.214,14.3,101219.0,178090.0,61.5,1.6776,3020.0,0.0,0.049560614,0.0,0.03787523,-0.001907327,0.033060864,-0.001072351,-0.00824407,0,0,0,0,0,0,0,1,0,0,0,0
80,1970,9,324.0,1.0896,14.3,102434.0,175405.0,62.9,1.6767,2984.0,0.0,-0.108110055,0.0,0.011932203,-0.015191454,0.022509012,-0.0005366426,-0.011992149,0,0,0,0,0,0,0,0,1,0,0,0
81,1970,10,324.0,1.0947,14.3,107156.0,172690.0,61.4,1.6767,2946.0,0.0,0.0046697077,0.0,0.045067027,-0.015599506,-0.024136327,0.0,-0.012816364,0,0,0,0,0,0,0,0,0,1,0,0
82,1970,11,324.0,0.88968,14.3,111889.0,175378.0,59.8,1.6748,2917.0,0.0,-0.20737374,0.0,0.043221593,0.015445565,-0.026404211,-0.0011337955,-0.009892628,0,0,0,0,0,0,0,0,0,0,1,0
83,1970,12,324.0,0.60883,15.4,115276.0,178084.0,59.2,1.6723,2874.0,0.0,-0.37932283,0.07410794,0.029821945,0.015311705,-0.010084094,-0.0014938649,-0.014850903,0,0,0,0,0,0,0,0,0,0,0,1
84,1971,1,340.0,0.50405,15.6,116071.0,174541.0,60.0,1.6723,2861.0,0.0482021,-0.18886355,0.012903454,0.0068728197,-0.020095678,0.013423007,0.0,-0.0045335735,1,0,0,0,0,0,0,0,0,0,0,0
85,1971,2,343.0,0.60452,15.6,114012.0,173494.0,61.5,1.6675,2840.0,0.00878483,0.1817593,0.0,-0.017898368,-0.0060166544,0.024692612,-0.0028744028,-0.007367162,0,1,0,0,0,0,0,0,0,0,0,0
86,1971,3,361.0,0.77598,15.6,119482.0,173273.0,61.6,1.6652,2802.0,0.05114751,0.24969195,0.0,0.046862025,-0.0012746312,0.0016246709,-0.0013802769,-0.013470604,0,0,1,0,0,0,0,0,0,0,0,0
87,1971,4,361.0,1.0332,15.6,125515.0,175802.0,61.7,1.6652,2770.0,0.0,0.28628933,0.0,0.04925954,0.014489977,0.0016220975,0.0,-0.011486128,0,0,0,1,0,0,0,0,0,0,0,0
88,1971,5,361.0,1.1015,15.6,130076.0,173139.0,62.2,1.6606,2737.0,0.0,0.06401211,0.0,0.035693623,-0.015263622,0.008071069,-0.0027662825,-0.01198489,0,0,0,0,1,0,0,0,0,0,0,0
89,1971,6,361.0,1.2606,15.6,132080.0,172172.0,63.8,1.659,2715.0,0.0,0.13491486,0.0,0.015288904,-0.005600763,0.025398167,-0.0009639161,-0.008070476,0,0,0,0,0,1,0,0,0,0,0,0
90,1971,7,371.0,1.1807,15.6,133982.0,176340.0,59.7,1.659,2685.0,0.027324105,-0.06548034,0.0,0.014297663,0.023919972,-0.06642114,0.0,-0.011111225,0,0,0,0,0,0,1,0,0,0,0,0
91,1971,8,374.0,1.2889,15.6,133805.0,170028.0,61.7,1.6555,2657.0,0.008053735,0.08768172,0.0,-0.0013219464,-0.036450822,0.03295191,-0.0021119239,-0.010483061,0,0,0,0,0,0,0,1,0,0,0,0
92,1971,9,374.0,1.2169,15.6,135012.0,169374.0,64.5,1.6547,2627.0,0.0,-0.057482522,0.0,0.008980148,-0.003853842,0.04438128,-0.00048336264,-0.011355156,0,0,0,0,0,0,0,0,1,0,0,0
93,1971,10,374.0,1.256,15.6,137248.0,171807.0,64.8,1.6547,2608.0,0.0,0.03162547,0.0,0.016425844,0.014262466,0.0046404265,0.0,-0.0072588664,0,0,0,0,0,0,0,0,0,1,0,0
94,1971,11,374.0,1.0267,15.6,138468.0,171423.0,63.6,1.6529,2579.0,0.0,-0.20158231,0.0,0.008849744,-0.0022375677,-0.018692205,-0.001088439,-0.011181917,0,0,0,0,0,0,0,0,0,0,1,0
95,1971,12,374.0,0.71855,15.6,140115.0,169033.0,61.9,1.655,2519.0,0.0,-0.35686976,0.0,0.011824262,-0.014040224,-0.027093243,0.0012696824,-0.02353973,0,0,0,0,0,0,0,0,0,0,0,1
96,1972,1,374.0,0.59444,15.4,143896.0,174678.0,63.8,1.655,2462.0,0.0,-0.18961558,-0.012903454,0.026627302,0.032850318,0.030232973,0.0,-0.02288797,1,0,0,0,0,0,0,0,0,0,0,0
97,1972,2,375.0,0.74802,15.4,146157.0,165659.0,66.2,1.6594,2426.0,0.0026702285,0.22980995,0.0,0.01559057,-0.05301282,0.036927238,0.0026550915,-0.014730217,0,1,0,0,0,0,0,0,0,0,0,0
98,1972,3,375.0,0.88344,15.4,153866.0,171957.0,66.8,1.659,2385.0,0.0,0.1663937,0.0,0.051400706,0.03731299,0.009022709,-0.0002410482,-0.017044686,0,0,1,0,0,0,0,0,0,0,0,0
99,1972,4,385.0,1.0543,15.4,153779.0,168528.0,68.0,1.659,2341.0,0.026317308,0.17680888,0.0,-0.00056558696,-0.020142537,0.01780458,0.0,-0.018620936,0,0,0,1,0,0,0,0,0,0,0,0
100,1972,5,386.0,1.1578,15.4,153213.0,169942.0,67.6,1.6584,2319.0,0.0025940351,0.09364463,0.0,-0.0036873966,0.008355294,-0.0058997446,-0.00036171722,-0.00944213,0,0,0,0,1,0,0,0,0,0,0,0
101,1972,6,386.0,1.2862,15.4,152635.0,171232.0,69.5,1.6553,2323.0,0.0,0.105170555,0.0,-0.0037796597,0.0075621596,0.027718792,-0.0018710435,0.0017233955,0,0,0,0,0,1,0,0,0,0,0,0
102,1972,7,386.0,1.2345,15.4,151779.0,168476.0,65.0,1.6553,2332.0,0.0,-0.0410261,0.0,-0.005623935,-0.016226055,-0.06693948,0.0,0.0038668148,0,0,0,0,0,0,1,0,0,0,0,0
103,1972,8,392.0,1.3828,15.6,151363.0,169912.0,68.7,1.6491,2344.0,0.01542447,0.11344434,0.012903454,-0.0027445902,0.008487349,0.055361886,-0.0037526223,0.0051326035,0,0,0,0,0,0,0,1,0,0,0,0
104,1972,9,393.0,1.2959,15.6,152864.0,171537.0,71.4,1.6474,2356.0,0.0025477721,-0.064904995,0.0,0.009867712,0.009518331,0.038548738,-0.0010313512,0.005106394,0,0,0,0,0,0,0,0,1,0,0,0
105,1972,10,393.0,1.315,15.6,154304.0,173342.0,72.1,1.6474,2371.0,0.0,0.014631284,0.0,0.009376045,0.010467535,0.009756132,0.0,0.0063465415,0,0,0,0,0,0,0,0,0,1,0,0
106,1972,11,393.0,0.94786,15.6,156550.0,170391.0,71.2,1.6441,2370.0,0.0,-0.3273852,0.0,0.014450765,-0.017170725,-0.012561248,-0.0020052085,-0.00042185193,0,0,0,0,0,0,0,0,0,0,1,0
107,1972,12,393.0,0.70313,15.6,156101.0,175248.0,69.1,1.6451,2348.0,0.0,-0.29866502,0.0,-0.0028722142,0.028106317,-0.029938066,0.000608079,-0.009326053,0,0,0,0,0,0,0,0,0,0,0,1
108,1973,1,393.0,0.65557,15.6,158632.0,177312.0,69.7,1.6451,2334.0,0.0,-0.07003676,0.0,0.01608382,0.011708779,0.008645565,0.0,-0.0059803682,1,0,0,0,0,0,0,0,0,0,0,0
109,1973,2,393.0,0.77338,15.6,161951.0,175633.0,73.1,1.6472,2314.0,0.0,0.16526546,0.0,0.020706765,-0.009514302,0.04762807,0.0012756985,-0.008605905,0,1,0,0,0,0,0,0,0,0,0,0
110,1973,3,396.0,0.93998,15.7,163084.0,180204.0,73.2,1.6458,2291.0,0.0076045995,0.19508807,0.0063897613,0.006971585,0.025692951,0.0013670333,-0.0008502848,-0.009989225,0,0,1,0,0,0,0,0,0,0,0,0
111,1973,4,405.0,1.0758,16.0,156017.0,177095.0,73.1,1.6458,2274.0,0.022472857,0.13496123,0.018928021,-0.04430043,-0.01740323,-0.0013670333,0.0,-0.0074480083,0,0,0,1,0,0,0,0,0,0,0,0
112,1973,5,402.0,1.2734,16.6,153705.0,177401.0,73.6,1.6429,2256.0,-0.0074349786,0.16862594,0.036813997,-0.014929795,0.0017263951,0.006816659,-0.001763618,-0.007947062,0,0,0,0,1,0,0,0,0,0,0,0
113,1973,6,402.0,1.376,17.1,150983.0,178615.0,76.0,1.6377,2253.0,0.0,0.07749032,0.029675767,-0.017867934,0.006819945,0.032088336,-0.0031701718,-0.0013306722,0,0,0,0,0,1,0,0,0,0,0,0
114,1973,7,403.0,1.3602,17.2,149658.0,179106.0,72.1,1.6377,2251.0,0.0024844734,-0.01154899,0.005830942,-0.0088145565,0.0027451578,-0.05267932,0.0,-0.00088809954,0,0,0,0,0,0,1,0,0,0,0,0
115,1973,8,403.0,1.4567,17.2,147602.0,178573.0,74.4,1.6273,2237.0,0.0,0.068541795,0.0,-0.0138332285,-0.0029803282,0.03140194,-0.0063705808,-0.0062388796,0,0,0,0,0,0,0,1,0,0,0,0
116,1973,9,403.0,1.3209,18.2,143450.0,180775.0,77.1,1.6286,2232.0,0.0,-0.097860284,0.056512207,-0.02853292,0.012255683,0.0356473,0.0007985364,-0.002237638,0,0,0,0,0,0,0,0,1,0,0,0
117,1973,10,404.0,1.3765,18.2,140989.0,178691.0,77.1,1.6286,2227.0,0.002478316,0.041230757,0.0,-0.01730467,-0.011595107,0.0,0.0,-0.0022426562,0,0,0,0,0,0,0,0,0,1,0,0
118,1973,11,405.0,1.1026,19.0,137696.0,178972.0,75.4,1.6312,2218.0,0.0024721893,-0.22187304,0.043017343,-0.023633517,0.0015713118,-0.022295965,0.0015951624,-0.0040494995,0,0,0,0,0,0,0,0,0,0,1,0
