,price,crime,nox,rooms,dist,radial,proptax,stratio,lowstat,lprice,lnox,lproptax
56,24701.0,0.021,4.1,6.38,9.19,2,31.3,15.1,5.77,10.114599,1.4109869,5.7462034
57,32562.0,0.014,4.11,6.82,8.32,5,25.6,19.7,3.95,10.390902,1.4134231,5.5451775
58,23300.0,0.154,4.53,6.14,7.81,8,28.4,19.7,6.86,10.056209,1.510722,5.6489744
59,19600.0,0.103,4.53,5.93,6.93,8,28.4,19.7,9.22,9.883285,1.510722,5.6489744
60,18700.0,0.149,4.53,5.74,6.76,8,28.4,19.7,13.15,9.836279,1.510722,5.6489744
61,16000.0,0.172,4.53,5.97,6.82,8,28.4,19.7,14.44,9.680344,1.510722,5.6489744
62,22199.0,0.11,4.53,6.46,7.23,8,28.4,19.7,6.73,10.007803,1.510722,5.6489744
63,24999.0,0.127,4.53,6.76,7.98,8,28.4,19.7,9.5,10.126591,1.510722,5.6489744
64,33001.0,0.02,4.16,7.1,9.22,3,21.6,18.6,8.05,10.404293,1.425515,5.3752785
65,23501.0,0.036,3.98,6.29,6.61,4,33.7,16.1,4.67,10.064798,1.3812819,5.820083
66,19400.0,0.044,3.98,5.79,6.61,4,33.7,16.1,10.24,9.873029,1.3812819,5.820083
67,22000.0,0.058,4.09,5.88,6.5,4,34.5,18.9,8.1,9.998797,1.408545,5.8435445
68,17400.0,0.136,4.09,5.59,6.5,4,34.5,18.9,13.09,9.764226,1.408545,5.8435445
69,20900.0,0.128,4.09,5.88,6.5,4,34.5,18.9,8.79,9.947504,1.408545,5.8435445
70,24200.0,0.088,4.13,6.42,5.29,4,30.5,19.2,6.72,10.094108,1.4182774,5.7203116
71,21700.0,0.159,4.13,5.96,5.29,4,30.5,19.2,9.88,9.985067,1.4182774,5.7203116
72,22800.0,0.092,4.13,6.06,5.29,4,30.5,19.2,5.52,10.034515,1.4182774,5.7203116
73,23400.0,0.195,4.13,6.24,5.29,4,30.5,19.2,7.54,10.060492,1.4182774,5.7203116
74,24101.0,0.079,4.37,6.27,4.25,5,39.8,18.7,6.78,10.090009,1.474763,5.986452
75,21400.0,0.095,4.37,6.29,4.5,5,39.8,18.7,8.94,9.971147,1.474763,5.986452
76,20000.0,0.102,4.37,6.28,4.05,5,39.8,18.7,11.97,9.903487,1.474763,5.986452
77,20800.0,0.087,4.37,6.14,4.09,5,39.8,18.7,10.27,9.942708,1.474763,5.986452
78,21200.0,0.056,4.37,6.23,5.01,5,39.8,18.7,12.34,9.961757,1.474763,5.986452
79,20300.0,0.084,4.37,5.87,4.5,5,39.8,18.7,9.1,9.918376,1.474763,5.986452
80,28001.0,0.041,4.26,6.73,5.4,4,28.1,19.0,5.29,10.239996,1.4492692,5.638355
81,23899.0,0.045,4.26,6.62,5.4,4,28.1,19.0,7.22,10.081592,1.4492692,5.638355
82,24800.0,0.037,4.26,6.3,5.4,4,28.1,19.0,6.72,10.118599,1.4492692,5.638355
83,22900.0,0.036,4.26,6.17,5.4,4,28.1,19.0,7.51,10.038892,1.4492692,5.638355
84,23899.0,0.051,4.49,6.39,4.78,3,24.7,18.5,9.62,10.081592,1.5018526,5.5093884
85,26601.0,0.057,4.49,6.63,4.44,3,24.7,18.5,6.53,10.1887045,1.5018526,5.5093884
86,22501.0,0.052,4.49,6.01,4.43,3,24.7,18.5,12.86,10.021315,1.5018526,5.5093884
87,22199.0,0.072,4.49,6.12,3.75,3,24.7,18.5,8.44,10.007803,1.5018526,5.5093884
88,23600.0,0.057,4.89,7.01,3.42,2,27.0,17.8,5.5,10.069002,1.5871923,5.598422
89,28701.0,0.053,4.89,7.08,3.41,2,27.0,17.8,5.7,10.264688,1.5871923,5.598422
90,22600.0,0.047,4.89,6.42,3.09,2,27.0,17.8,8.81,10.025705,1.5871923,5.598422
91,22000.0,0.039,4.89,6.4,3.09,2,27.0,17.8,8.2,9.998797,1.5871923,5.598422
92,22900.0,0.042,4.64,6.44,3.67,4,27.0,18.2,8.16,10.038892,1.5347143,5.598422
93,24999.0,0.029,4.64,6.21,3.67,4,27.0,18.2,6.21,10.126591,1.5347143,5.598422
94,20600.0,0.043,4.64,6.25,3.61,4,27.0,18.2,10.59,9.933046,1.5347143,5.598422
95,28399.0,0.122,4.45,6.62,3.5,2,27.6,18.0,6.65,10.254109,1.4929041,5.620401
96,21400.0,0.115,4.45,6.16,3.5,2,27.6,18.0,11.34,9.971147,1.4929041,5.620401
97,38700.0,0.121,4.45,8.07,3.5,2,27.6,18.0,4.21,10.563595,1.4929041,5.620401
98,43800.0,0.082,4.45,7.82,3.5,2,27.6,18.0,3.57,10.687389,1.4929041,5.620401
99,33200.0,0.069,4.45,7.42,3.5,2,27.6,18.0,6.19,10.410305,1.4929041,5.620401
100,27499.0,0.149,5.2,6.73,2.78,5,38.4,20.9,9.42,10.221905,1.6486586,5.9506426
101,26500.0,0.114,5.2,6.78,2.86,5,38.4,20.9,7.67,10.1849,1.6486586,5.9506426
102,18600.0,0.229,5.2,6.4,2.71,5,38.4,20.9,10.63,9.830916,1.6486586,5.9506426
103,19300.0,0.212,5.2,6.14,2.71,5,38.4,20.9,13.44,9.867861,1.6486586,5.9506426
104,20100.0,0.14,5.2,6.17,2.42,5,38.4,20.9,12.33,9.908475,1.6486586,5.9506426
105,19500.0,0.133,5.2,5.85,2.11,5,38.4,20.9,16.47,9.87817,1.6486586,5.9506426
106,19500.0,0.171,5.2,5.84,2.21,5,38.4,20.9,18.66,9.87817,1.6486586,5.9506426
107,20400.0,0.131,5.2,6.13,2.12,5,38.4,20.9,14.09,9.92329,1.6486586,5.9506426
108,19800.0,0.128,5.2,6.47,2.43,5,38.4,20.9,12.27,9.893437,1.6486586,5.9506426
109,19400.0,0.264,5.2,6.23,2.55,5,38.4,20.9,15.55,9.873029,1.6486586,5.9506426
110,21700.0,0.108,5.47,6.19,2.78,5,38.4,20.9,13.0,9.985067,1.6992786,5.9506426
111,22800.0,0.101,5.47,6.71,2.68,6,43.2,17.8,10.16,10.034515,1.6992786,6.0684257
112,18800.0,0.123,5.47,5.91,2.35,6,43.2,17.8,16.21,9.841612,1.6992786,6.0684257
113,18700.0,0.222,5.47,6.09,2.63,6,43.2,17.8,17.09,9.836279,1.6992786,6.0684257
114,18500.0,0.142,5.47,6.25,2.26,6,43.2,17.8,10.45,9.825526,1.6992786,6.0684257
115,18300.0,0.171,5.47,5.93,2.46,6,43.2,17.8,15.76,9.814656,1.6992786,6.0684257
116,21200.0,0.132,5.47,6.18,2.73,6,43.2,17.8,12.04,9.961757,1.6992786,6.0684257
117,19200.0,0.151,5.47,6.02,2.75,6,43.2,17.8,10.3,9.862665,1.6992786,6.0684257
118,20400.0,0.131,5.47,5.87,2.48,6,43.2,17.8,15.37,9.92329,1.6992786,6.0684257
119,19300.0,0.145,5.81,5.73,2.76,6,43.2,17.8,13.61,9.867861,1.7595806,6.0684257
120,22000.0,0.069,5.81,5.87,2.26,2,18.8,19.1,39.07,9.998797,1.7595806,5.236442
121,20300.0,0.072,5.81,6.0,2.2,2,18.8,19.1,14.27,9.918376,1.7595806,5.236442
122,20500.0,0.093,5.81,5.96,2.09,2,18.8,19.1,17.93,9.92818,1.7595806,5.236442
123,17300.0,0.15,5.81,5.86,1.94,2,18.8,19.1,25.41,9.758462,1.7595806,5.236442
124,18800.0,0.098,5.81,5.88,2.01,2,18.8,19.1,17.58,9.841612,1.7595806,5.236442
125,21400.0,0.169,5.81,5.99,1.99,2,18.8,19.1,14.81,9.971147,1.7595806,5.236442
126,15700.0,0.387,6.24,5.61,1.76,2,18.8,19.1,27.26,9.661416,1.8309802,5.236442
127,16200.0,0.259,6.24,5.69,1.79,4,43.7,21.2,17.19,9.692766,1.8309802,6.079933
128,18000.0,0.325,6.24,6.43,1.81,4,43.7,21.2,15.39,9.798127,1.8309802,6.079933
129,14300.0,0.881,6.24,5.64,1.98,4,43.7,21.2,18.34,9.568015,1.8309802,6.079933
130,19200.0,0.34,6.24,6.46,2.12,4,43.7,21.2,12.6,9.862665,1.8309802,6.079933
131,19600.0,1.193,6.24,6.33,2.27,4,43.7,21.2,12.26,9.883285,1.8309802,6.079933
132,23001.0,0.59,6.24,6.37,2.33,4,43.7,21.2,11.12,10.043293,1.8309802,6.079933
133,18400.0,0.33,6.24,5.82,2.47,4,43.7,21.2,15.03,9.820106,1.8309802,6.079933
134,15600.0,0.976,6.24,5.76,2.35,4,43.7,21.2,17.31,9.655026,1.8309802,6.079933
135,18100.0,0.558,6.24,6.33,2.11,4,43.7,21.2,16.96,9.803667,1.8309802,6.079933
136,17400.0,0.323,6.24,5.94,1.97,4,43.7,21.2,16.9,9.764226,1.8309802,6.079933
137,17100.0,0.352,6.24,6.45,1.85,4,43.7,21.2,14.59,9.746834,1.8309802,6.079933
138,13300.0,0.25,6.24,5.86,1.67,4,43.7,21.2,21.32,9.49552,1.8309802,6.079933
139,17800.0,0.545,6.24,6.15,1.67,4,43.7,21.2,18.46,9.786954,1.8309802,6.079933
140,14000.0,0.291,6.24,6.17,1.61,4,43.7,21.2,24.16,9.546813,1.8309802,6.079933
141,14400.0,1.629,6.24,5.02,1.44,4,43.7,21.2,34.41,9.574984,1.8309802,6.079933
142,13400.0,3.321,8.71,5.4,1.32,5,40.3,14.7,26.82,9.50301,2.1644719,5.9989367
143,15600.0,4.097,8.71,5.47,1.41,5,40.3,14.7,26.42,9.655026,2.1644719,5.9989367
144,11800.0,2.78,8.71,4.9,1.35,5,40.3,14.7,29.29,9.3758545,2.1644719,5.9989367
145,13800.0,2.379,8.71,6.13,1.42,5,40.3,14.7,27.8,9.532424,2.1644719,5.9989367
146,15600.0,2.155,8.71,5.63,1.52,5,40.3,14.7,16.65,9.655026,2.1644719,5.9989367
147,14600.0,2.369,8.71,4.93,1.46,5,40.3,14.7,29.53,9.588777,2.1644719,5.9989367
148,17794.0,2.331,8.71,5.19,1.53,5,40.3,14.7,28.32,9.786616,2.1644719,5.9989367
149,15400.0,2.734,8.71,5.6,1.53,5,40.3,14.7,21.45,9.642123,2.1644719,5.9989367
150,21500.0,1.657,8.71,6.12,1.62,5,40.3,14.7,14.1,9.975808,2.1644719,5.9989367
151,19600.0,1.496,8.71,5.4,1.59,5,40.3,14.7,13.28,9.883285,2.1644719,5.9989367
152,15300.0,1.127,8.71,5.01,1.61,5,40.3,14.7,12.12,9.635608,2.1644719,5.9989367
153,19400.0,3.149,8.71,5.71,1.62,5,40.3,14.7,15.79,9.873029,2.1644719,5.9989367
154,17000.0,1.414,8.71,6.13,1.75,5,40.3,14.7,15.12,9.740969,2.1644719,5.9989367
155,15600.0,3.535,8.71,6.15,1.75,5,40.3,14.7,15.02,9.655026,2.1644719,5.9989367
156,13100.0,2.447,8.71,5.27,1.74,5,40.3,14.7,16.14,9.480368,2.1644719,5.9989367
157,41299.0,1.224,6.05,6.94,1.88,5,40.3,14.7,4.59,10.628593,1.8000582,5.9989367
158,24299.0,1.343,6.05,6.07,1.76,5,40.3,14.7,6.43,10.09819,1.8000582,5.9989367
159,23300.0,1.425,8.71,6.51,1.77,5,40.3,14.7,7.39,10.056209,2.1644719,5.9989367
160,27000.0,1.273,6.05,6.25,1.8,5,40.3,14.7,5.5,10.203592,1.8000582,5.9989367
161,50001.0,1.463,6.05,7.49,1.97,5,40.3,14.7,1.73,10.819798,1.8000582,5.9989367
162,50001.0,1.834,6.05,7.8,2.04,5,40.3,14.7,1.92,10.819798,1.8000582,5.9989367
163,50001.0,1.519,6.05,8.37,2.16,5,40.3,14.7,3.32,10.819798,1.8000582,5.9989367
164,22700.0,2.242,6.05,5.85,2.42,5,40.3,14.7,11.64,10.03012,1.8000582,5.9989367
165,24999.0,2.924,6.05,6.1,2.28,5,40.3,14.7,9.81,10.126591,1.8000582,5.9989367
166,50001.0,2.01,6.05,7.93,2.05,5,40.3,14.7,3.7,10.819798,1.8000582,5.9989367
167,23799.0,1.8,6.05,5.88,2.43,5,40.3,14.7,12.14,10.077399,1.8000582,5.9989367
168,23799.0,2.3,6.05,6.32,2.1,5,40.3,14.7,11.09,10.077399,1.8000582,5.9989367
169,22299.0,2.45,6.05,6.4,2.26,5,40.3,14.7,11.32,10.012297,1.8000582,5.9989367
170,17400.0,1.207,6.05,5.87,2.43,5,40.3,14.7,14.43,9.764226,1.8000582,5.9989367
171,19100.0,2.314,6.05,5.88,2.39,5,40.3,14.7,12.03,9.857444,1.8000582,5.9989367
172,23100.0,0.139,5.1,5.57,2.6,5,29.6,16.6,14.69,10.047588,1.6292405,5.6903596
173,23600.0,0.092,5.1,6.42,2.65,5,29.6,16.6,9.04,10.069002,1.6292405,5.6903596
174,22600.0,0.084,5.1,5.86,2.7,5,29.6,16.6,9.64,10.025705,1.6292405,5.6903596
175,29401.0,0.067,5.1,6.55,3.13,5,29.6,16.6,5.33,10.288784,1.6292405,5.6903596
176,23200.0,0.07,5.1,6.02,3.55,5,29.6,16.6,10.11,10.051908,1.6292405,5.6903596
177,24600.0,0.054,5.1,6.31,3.3,5,29.6,16.6,6.29,10.110501,1.6292405,5.6903596
178,29900.0,0.066,5.1,6.86,2.91,5,29.6,16.6,6.92,10.3056135,1.6292405,5.6903596
179,37201.0,0.058,4.88,6.98,2.83,3,19.3,17.8,5.04,10.524091,1.5851452,5.26269
180,39799.0,0.066,4.88,7.76,2.74,3,19.3,17.8,7.56,10.591597,1.5851452,5.26269
181,36199.0,0.069,4.88,6.14,2.6,3,19.3,17.8,9.45,10.496787,1.5851452,5.26269
182,37900.0,0.091,4.88,7.15,2.7,3,19.3,17.8,4.82,10.5427065,1.5851452,5.26269
183,32500.0,0.1,4.88,6.56,2.85,3,19.3,17.8,5.68,10.388995,1.5851452,5.26269
184,26399.0,0.083,4.88,5.6,2.99,3,19.3,17.8,13.98,10.181082,1.5851452,5.26269
185,29599.0,0.06,4.88,6.15,3.28,3,19.3,17.8,13.15,10.295496,1.5851452,5.26269
186,50001.0,0.056,4.88,7.83,3.2,3,19.3,17.8,4.45,10.819798,1.5851452,5.26269
187,32000.0,0.079,4.37,6.78,3.79,5,39.8,15.2,6.68,10.373491,1.474763,5.986452
188,29801.0,0.126,4.37,6.56,4.57,5,39.8,15.2,4.56,10.302298,1.474763,5.986452
189,34899.0,0.084,4.37,7.18,4.57,5,39.8,15.2,5.39,10.460214,1.474763,5.986452
190,37001.0,0.091,4.37,6.95,6.48,5,39.8,15.2,5.1,10.518701,1.474763,5.986452
191,30501.0,0.069,4.37,6.74,6.48,5,39.8,15.2,4.69,10.325515,1.474763,5.986452
192,36399.0,0.087,4.37,7.18,6.48,5,39.8,15.2,2.87,10.502296,1.474763,5.986452
193,31101.0,0.022,4.01,6.8,6.22,1,26.5,15.6,5.03,10.3449955,1.3887913,5.57973
194,29100.0,0.014,4.01,6.6,6.22,1,26.5,15.6,4.38,10.278494,1.3887913,5.57973
195,50001.0,0.014,4.22,7.87,5.65,4,25.5,14.4,2.97,10.819798,1.4398351,5.5412636
196,33300.0,0.04,4.04,7.29,7.31,2,32.9,12.6,4.08,10.413313,1.3962446,5.7960577
197,30300.0,0.047,4.04,7.11,7.31,2,32.9,12.6,8.61,10.318903,1.3962446,5.7960577
198,34600.0,0.038,4.04,7.27,7.31,2,32.9,12.6,6.62,10.451609,1.3962446,5.7960577
199,34899.0,0.032,4.03,6.97,7.65,3,40.2,17.0,4.56,10.460214,1.3937664,5.996452
200,32899.0,0.018,4.03,7.13,7.65,3,40.2,17.0,4.45,10.401197,1.3937664,5.996452
201,24101.0,0.034,4.15,6.16,6.27,2,34.8,14.7,7.43,10.090009,1.4231083,5.8522024
202,42302.0,0.022,4.15,7.61,6.27,2,34.8,14.7,3.11,10.65259,1.4231083,5.8522024
203,48499.0,0.035,4.16,7.85,5.12,4,22.4,14.7,3.81,10.789298,1.425515,5.411646
204,50001.0,0.02,4.16,8.03,5.12,4,22.4,14.7,2.88,10.819798,1.425515,5.411646
205,22600.0,0.136,4.89,5.89,3.95,4,27.7,18.6,10.87,10.025705,1.5871923,5.6240177
206,24399.0,0.23,4.89,6.33,4.35,4,27.7,18.6,10.97,10.102298,1.5871923,5.6240177
207,22501.0,0.252,4.89,5.78,4.35,4,27.7,18.6,18.06,10.021315,1.5871923,5.6240177
208,24399.0,0.136,4.89,6.06,4.24,4,27.7,18.6,14.66,10.102298,1.5871923,5.6240177
209,20000.0,0.436,4.89,5.34,3.87,4,27.7,18.6,23.09,9.903487,1.5871923,5.6240177
210,21700.0,0.174,4.89,5.96,3.88,4,27.7,18.6,17.27,9.985067,1.5871923,5.6240177
211,19300.0,0.376,4.89,5.4,3.67,4,27.7,18.6,23.98,9.867861,1.5871923,5.6240177
212,22400.0,0.217,4.89,5.81,3.65,4,27.7,18.6,16.03,10.016816,1.5871923,5.6240177
213,28099.0,0.141,4.89,6.37,3.95,4,27.7,18.6,9.38,10.243489,1.5871923,5.6240177
214,23699.0,0.29,4.89,5.41,3.59,4,27.7,18.6,29.55,10.073188,1.5871923,5.6240177
215,24999.0,0.198,4.89,6.18,3.95,4,27.7,18.6,9.47,10.126591,1.5871923,5.6240177
216,23300.0,0.046,5.5,5.89,3.11,5,27.6,16.4,13.51,10.056209,1.704748,5.620401
217,28701.0,0.07,5.5,6.64,3.42,5,27.6,16.4,9.69,10.264688,1.704748,5.620401
218,21500.0,0.111,5.5,5.95,2.89,5,27.6,16.4,17.92,9.975808,1.704748,5.620401
219,23001.0,0.114,5.5,6.37,3.36,5,27.6,16.4,10.5,10.043293,1.704748,5.620401
220,26699.0,0.358,5.07,6.95,2.86,8,30.7,16.4,9.71,10.192382,1.6233408,5.7268476
221,21700.0,0.408,5.07,6.16,3.05,8,30.7,17.4,21.46,9.985067,1.6233408,5.7268476
222,27499.0,0.624,5.07,6.88,3.27,8,30.7,17.4,9.93,10.221905,1.6233408,5.7268476
223,30101.0,0.615,5.07,6.62,3.27,8,30.7,17.4,7.6,10.312314,1.6233408,5.7268476
224,44802.0,0.315,5.04,8.27,2.89,8,30.7,17.4,4.14,10.710008,1.6174061,5.7268476
225,50001.0,0.523,5.04,8.72,2.89,8,30.7,17.4,4.92,10.819798,1.6174061,5.7268476
226,37602.0,0.382,5.04,8.04,3.22,8,30.7,17.4,3.13,10.534813,1.6174061,5.7268476
227,31600.0,0.412,5.04,7.16,3.22,8,30.7,17.4,6.36,10.360912,1.6174061,5.7268476
228,46700.0,0.298,5.04,7.69,3.38,8,30.7,17.4,3.92,10.751499,1.6174061,5.7268476
229,31499.0,0.442,5.04,6.55,3.38,8,30.7,17.4,3.76,10.357711,1.6174061,5.7268476
230,24299.0,0.537,5.04,5.98,3.67,8,30.7,17.4,11.65,10.09819,1.6174061,5.7268476
231,31701.0,0.463,5.04,7.41,3.67,8,30.7,17.4,5.25,10.364103,1.6174061,5.7268476
232,41702.0,0.575,5.07,8.34,3.84,8,30.7,17.4,2.47,10.638305,1.6233408,5.7268476
233,48301.0,0.331,5.07,8.25,3.65,8,30.7,17.4,3.95,10.785208,1.6233408,5.7268476
234,29001.0,0.448,5.07,6.73,3.65,8,30.7,17.4,8.05,10.275085,1.6233408,5.7268476
235,24000.0,0.33,5.07,6.09,3.65,8,30.7,17.4,10.88,10.085809,1.6233408,5.7268476
236,25099.0,0.521,5.07,6.63,4.15,8,30.7,17.4,9.54,10.130583,1.6233408,5.7268476
237,31499.0,0.512,5.07,7.36,4.15,8,30.7,17.4,4.73,10.357711,1.6233408,5.7268476
238,23699.0,0.082,4.28,6.48,6.19,6,30.0,16.6,6.36,10.073188,1.453953,5.7037826
239,23300.0,0.093,4.28,6.61,6.19,6,30.0,16.6,7.37,10.056209,1.453953,5.7037826
240,22000.0,0.113,4.28,6.9,6.34,6,30.0,16.6,11.38,9.998797,1.453953,5.7037826
241,20100.0,0.106,4.28,6.09,6.34,6,30.0,16.6,12.4,9.908475,1.453953,5.7037826
242,22199.0,0.103,4.28,6.36,7.04,6,30.0,16.6,11.22,10.007803,1.453953,5.7037826
243,23699.0,0.126,4.28,6.39,7.04,6,30.0,16.6,5.19,10.073188,1.453953,5.7037826
244,17600.0,0.206,4.31,5.59,7.95,7,33.0,19.1,12.5,9.775654,1.4609379,5.799093
245,18500.0,0.191,4.31,5.6,7.95,7,33.0,19.1,18.46,9.825526,1.4609379,5.799093
246,24299.0,0.34,4.31,6.11,8.06,7,33.0,19.1,9.16,10.09819,1.4609379,5.799093
247,20500.0,0.197,4.31,6.23,8.06,7,33.0,19.1,10.15,9.92818,1.4609379,5.799093
248,24499.0,0.164,4.31,6.43,7.83,7,33.0,19.1,9.52,10.106387,1.4609379,5.799093
249,26200.0,0.191,4.31,6.72,7.83,7,33.0,19.1,6.56,10.173514,1.4609379,5.799093
250,24399.0,0.14,4.31,6.49,7.4,7,33.0,19.1,5.9,10.102298,1.4609379,5.799093
251,24800.0,0.214,4.31,6.44,7.4,7,33.0,19.1,3.59,10.118599,1.4609379,5.799093
252,29599.0,0.082,4.31,6.96,8.91,7,33.0,19.1,3.53,10.295496,1.4609379,5.799093
253,42800.0,0.369,4.31,8.26,8.91,7,33.0,19.1,3.54,10.664293,1.4609379,5.799093
254,21900.0,0.048,3.92,6.11,9.22,1,31.5,16.4,6.57,9.994242,1.3660917,5.7525725
255,20900.0,0.035,3.92,5.88,9.22,1,31.5,16.4,9.25,9.947504,1.3660917,5.7525725
256,43998.0,0.015,3.94,7.45,6.34,3,24.4,15.9,3.11,10.691899,1.3711808,5.497168
257,50001.0,0.612,6.47,8.7,1.8,5,26.4,13.0,5.12,10.819798,1.867176,5.575949
258,36001.0,0.664,6.47,7.33,1.89,5,26.4,13.0,7.79,10.491302,1.867176,5.575949
259,30101.0,0.657,6.47,6.84,2.01,5,26.4,13.0,6.9,10.312314,1.867176,5.575949
