,respond,gift,resplast,weekslast,propresp,mailsyear,giftlast,avggift
302,0,0,1,51.285713,0.888889,2.25,10,21.25
303,1,30,0,39.285713,0.75,2.0,25,30.0
304,1,15,1,13.142858,0.222222,2.25,15,15.0
305,0,0,0,129.14285,0.1,2.5,20,20.0
306,0,0,0,120.14286,0.4,2.5,10,11.25
307,0,0,0,77.14286,0.3,2.5,25,25.0
308,0,0,0,103.85714,0.3,2.5,25,25.0
309,0,0,1,13.142858,0.666667,2.25,12,11.666667
310,1,10,1,13.142858,0.888889,2.25,10,7.5
311,1,25,0,26.142857,0.3,2.5,25,18.333334
312,0,0,1,13.142858,0.777778,2.25,10,10.0
313,1,10,0,51.285713,0.444444,2.25,10,11.25
314,1,10,1,13.142858,0.666667,2.25,10,10.0
315,1,10,1,13.142858,0.7,2.5,10,9.25
316,1,15,0,26.142857,0.6,2.5,10,10.0
317,1,15,1,13.142858,0.555556,2.25,15,14.0
318,1,10,1,13.142858,0.666667,2.25,10,6.6666665
319,0,0,0,195.0,0.1,2.5,75,75.0
320,0,0,0,103.85714,0.3,2.5,15,25.0
321,0,0,0,103.85714,0.3,2.5,25,25.0
322,0,0,0,103.85714,0.333333,2.25,25,25.0
323,1,25,1,13.142858,0.333333,2.25,25,20.0
324,0,0,1,13.142858,0.8,2.5,7,10.5
325,1,10,1,13.142858,0.777778,2.25,10,10.0
326,1,25,0,26.142857,0.444444,2.25,10,15.5
327,0,0,0,26.142857,0.555556,2.25,25,17.0
328,1,25,0,65.42857,0.222222,2.25,25,25.0
329,1,10,1,13.142858,0.888889,2.25,10,10.0
330,1,25,0,51.285713,0.444444,2.25,20,16.25
331,1,15,0,51.285713,0.555556,2.25,15,15.0
332,1,10,1,13.142858,0.777778,2.25,10,10.0
333,1,5,1,13.142858,0.444444,2.25,5,20.0
334,1,10,0,26.142857,0.666667,2.25,10,10.833333
335,0,0,1,13.142858,0.555556,2.25,25,17.0
336,1,10,1,13.142858,0.666667,2.25,10,10.833333
337,0,0,1,13.142858,0.5,2.5,25,17.0
338,1,25,1,13.142858,0.666667,2.25,10,10.0
339,1,15,1,13.142858,0.444444,2.25,25,17.5
340,0,0,1,13.142858,0.6,2.5,10,14.166667
341,0,0,0,143.0,0.4,2.5,10,21.25
342,1,10,0,39.285713,0.666667,2.25,12,10.333333
343,1,10,0,51.285713,0.5,2.5,25,13.0
344,1,25,0,51.285713,0.444444,2.25,10,10.0
345,1,15,1,13.142858,0.4,2.5,10,12.5
346,0,0,1,13.142858,0.777778,2.25,10,7.8333335
347,0,0,0,65.42857,0.444444,2.25,10,17.5
348,1,10,1,13.142858,0.444444,2.25,25,14.25
349,0,0,0,26.142857,0.555556,2.25,10,13.0
350,1,10,0,39.285713,0.666667,2.25,10,9.166667
351,0,0,0,26.142857,0.555556,2.25,10,11.0
352,0,0,1,13.142858,0.444444,2.25,25,16.25
353,0,0,1,13.142858,0.555556,2.25,25,18.4
354,0,0,0,65.42857,0.5,2.5,10,13.0
355,0,0,0,51.285713,0.7,2.5,10,10.0
356,0,0,1,13.142858,0.6,2.5,10,10.833333
357,1,10,0,51.285713,0.444444,2.25,10,13.75
358,0,0,0,39.285713,0.666667,2.25,10,10.833333
359,1,5,1,13.142858,1.0,2.25,5,5.5
360,0,0,1,39.285713,0.8,2.5,10,8.166667
361,0,0,1,13.142858,0.555556,2.25,10,11.0
362,1,5,1,13.142858,0.666667,2.25,10,10.833333
363,0,0,0,39.285713,0.444444,2.25,15,17.5
364,1,10,1,13.142858,0.6,2.5,10,10.0
365,0,0,0,103.85714,0.5,2.5,10,14.0
366,1,10,1,13.142858,0.5,2.5,10,17.0
367,1,10,1,13.142858,0.666667,2.25,10,10.0
368,1,20,0,26.142857,0.555556,2.25,10,10.0
369,0,0,0,90.0,0.333333,2.25,25,23.333334
370,0,0,1,13.142858,0.666667,2.25,10,10.0
371,0,0,1,26.142857,0.777778,2.25,10,10.0
372,1,10,1,26.142857,0.555556,2.25,10,10.0
373,0,0,1,13.142858,0.333333,2.25,25,23.333334
374,0,0,1,13.142858,0.333333,2.25,25,23.333334
375,0,0,1,26.142857,0.666667,2.25,10,10.0
376,1,10,1,13.142858,0.666667,2.25,10,10.0
377,1,20,0,77.14286,0.333333,2.25,10,13.333333
378,0,0,0,51.285713,0.6,2.5,15,11.666667
379,1,10,1,26.142857,0.666667,2.25,10,10.0
380,0,0,1,13.142858,0.3,2.5,25,23.333334
381,0,0,1,13.142858,0.888889,2.25,10,10.0
382,0,0,0,39.285713,0.555556,2.25,10,13.0
383,1,15,1,13.142858,0.444444,2.25,15,16.25
384,1,20,1,26.142857,1.0,2.25,10,21.666666
385,1,50,0,51.285713,0.6,2.5,50,28.333334
386,1,25,1,39.285713,1.0,2.5,25,24.0
387,1,25,1,26.142857,1.0,2.25,25,22.75
388,0,0,1,13.142858,0.5,2.5,50,50.0
389,1,60,0,51.285713,0.4,2.5,50,45.0
390,1,50,1,26.142857,0.666667,2.25,25,29.166666
391,1,25,1,39.285713,0.7,2.5,25,28.5
392,0,0,1,13.142858,0.3,2.5,75,58.333332
393,1,50,0,51.285713,0.444444,2.25,50,30.0
394,0,0,1,13.142858,0.444444,2.25,50,43.75
395,1,25,0,26.142857,0.777778,2.25,25,25.0
396,0,0,0,26.142857,0.777778,2.25,25,28.5
397,0,0,0,26.142857,0.666667,2.25,50,33.333332
398,1,25,1,13.142858,0.7,2.5,25,22.833334
399,1,35,1,26.142857,0.555556,2.25,25,29.0
400,1,25,1,13.142858,1.0,2.25,25,25.0
401,1,30,1,13.142858,0.7,2.5,30,29.25
402,1,15,0,103.85714,0.444444,2.25,10,10.0
403,0,0,0,65.42857,0.2,2.5,10,10.0
404,1,100,0,51.285713,0.6,2.5,100,91.666664
405,1,50,0,51.285713,0.222222,2.25,100,62.5
406,0,0,0,195.0,0.090909,2.75,25,25.0
407,1,2,1,13.142858,0.8,2.5,5,2.75
408,1,5,1,13.142858,0.9,2.5,2,1.8333334
409,0,0,0,65.42857,0.2,2.5,12,11.0
410,0,0,0,51.285713,0.181818,2.75,10,10.0
411,1,25,1,13.142858,0.9,2.5,25,26.11111
412,1,100,1,26.142857,1.0,2.25,200,166.66667
413,1,25,1,39.285713,1.0,2.5,25,25.5
414,0,0,0,26.142857,0.666667,2.25,100,83.333336
415,1,35,1,26.142857,1.0,2.25,40,38.333332
416,1,50,1,13.142858,1.0,2.5,100,37.5
417,1,30,1,26.142857,1.0,2.5,25,30.0
418,1,50,0,51.285713,0.6,2.5,40,46.666668
419,1,25,0,51.285713,0.6,2.5,25,23.333334
420,1,25,1,51.285713,0.9,2.5,15,16.666666
421,1,10,1,13.142858,1.0,2.25,10,9.111111
422,0,0,0,65.42857,0.222222,2.25,50,50.0
423,1,25,1,13.142858,0.333333,2.25,25,25.0
424,1,25,0,26.142857,0.333333,2.25,25,25.0
425,0,0,0,103.85714,0.333333,2.25,25,33.333332
426,1,10,1,13.142858,0.9,2.5,10,10.0
427,0,0,0,143.0,0.2,2.5,50,50.0
428,1,25,0,26.142857,0.333333,2.25,25,25.0
429,1,25,1,13.142858,0.6,2.5,10,12.5
430,0,0,0,51.285713,0.444444,2.25,15,15.0
431,0,0,0,39.285713,0.444444,2.25,25,25.0
432,0,0,0,65.42857,0.333333,2.25,25,30.0
433,0,0,0,158.0,0.111111,2.25,100,100.0
434,1,15,1,13.142858,0.6,2.5,15,14.166667
435,0,0,1,13.142858,0.444444,2.25,25,25.0
436,0,0,1,13.142858,0.333333,2.25,25,25.0
437,0,0,1,13.142858,0.222222,2.25,50,50.0
438,1,10,1,13.142858,1.0,2.25,10,10.0
439,1,10,1,13.142858,1.0,2.25,10,10.0
440,0,0,0,65.42857,0.3,2.5,50,50.0
441,0,0,1,13.142858,0.6,2.5,25,23.333334
442,1,25,0,39.285713,0.444444,2.25,25,25.0
443,1,25,1,13.142858,0.333333,2.25,25,23.333334
444,1,50,0,65.42857,0.2,2.5,50,50.0
445,1,25,1,39.285713,0.5,2.5,25,25.0
446,0,0,1,13.142858,0.6,2.5,25,24.166666
447,0,0,0,39.285713,0.555556,2.25,20,24.0
448,1,25,1,26.142857,0.888889,2.25,15,14.375006
449,1,10,1,13.142858,0.666667,2.25,15,18.333334
450,1,20,0,26.142857,0.666667,2.25,25,19.166666
451,1,15,1,39.285713,0.9,2.5,15,11.666667
452,1,25,0,26.142857,0.555556,2.25,25,20.0
453,0,0,0,26.142857,0.4,2.5,25,31.25
454,0,0,1,39.285713,0.5,2.5,25,25.0
455,0,0,0,65.42857,0.5,2.5,25,25.0
456,1,20,1,13.142858,0.666667,2.25,10,12.5
457,1,25,1,13.142858,0.5,2.5,25,31.25
458,1,25,0,26.142857,0.222222,2.25,15,20.0
459,0,0,0,26.142857,0.555556,2.25,10,9.0
460,0,0,0,51.285713,0.5,2.5,10,10.0
461,1,10,0,26.142857,0.444444,2.25,10,10.0
462,1,10,0,51.285713,0.444444,2.25,10,10.0
463,1,10,1,13.142858,0.444444,2.25,10,10.0
464,1,10,1,13.142858,0.333333,2.25,10,10.0
465,0,0,0,143.0,0.1,2.5,50,50.0
466,0,0,0,26.142857,0.2,2.5,25,25.0
467,1,10,1,13.142858,0.333333,2.25,15,13.333333
468,1,10,1,13.142858,0.4,2.5,10,10.0
469,0,0,0,26.142857,0.9,2.5,10,5.5
470,0,0,0,26.142857,0.3,2.5,10,16.666666
471,0,0,1,13.142858,0.555556,2.25,10,10.0
472,0,0,0,103.85714,0.5,2.5,10,10.0
473,0,0,0,65.42857,0.5,2.5,10,10.0
474,0,0,1,13.142858,0.555556,2.25,10,10.0
475,1,15,0,65.42857,0.3,2.5,10,11.666667
476,1,5,0,39.285713,0.777778,2.25,5,6.5
477,1,10,0,51.285713,0.4,2.5,10,10.0
478,0,0,0,26.142857,0.3,2.5,10,16.666666
479,0,0,0,26.142857,0.555556,2.25,10,10.0
480,0,0,0,103.85714,0.3,2.5,15,16.666666
481,0,0,1,13.142858,0.555556,2.25,10,10.0
482,0,0,1,13.142858,0.444444,2.25,10,10.0
483,0,0,0,65.42857,0.5,2.5,10,10.0
484,1,10,1,13.142858,0.444444,2.25,10,10.0
485,0,0,0,26.142857,0.5,2.5,10,10.0
486,0,0,0,65.42857,0.222222,2.25,25,25.0
487,0,0,0,77.14286,0.5,2.5,10,10.0
488,0,0,0,26.142857,0.555556,2.25,10,10.0
489,0,0,0,51.285713,0.6,2.5,5,8.333333
490,0,0,0,103.85714,0.4,2.5,15,12.5
491,0,0,0,129.14285,0.2,2.5,25,25.0
492,0,0,1,13.142858,0.5,2.5,10,10.0
493,1,10,0,51.285713,0.4,2.5,10,10.0
494,0,0,0,26.142857,0.555556,2.25,10,10.0
495,0,0,0,103.85714,0.5,2.5,10,10.0
496,1,10,0,51.285713,0.4,2.5,10,10.0
497,1,10,0,51.285713,0.555556,2.25,10,11.0
498,0,0,0,65.42857,0.444444,2.25,10,9.25
499,0,0,0,51.285713,0.444444,2.25,10,11.25
500,0,0,1,13.142858,0.444444,2.25,10,12.5
501,0,0,0,26.142857,0.444444,2.25,20,12.5
502,1,10,0,51.285713,0.4,2.5,10,10.0
503,1,10,1,13.142858,0.444444,2.25,10,10.0
504,0,0,0,77.14286,0.5,2.5,10,10.0
