,train,age,educ,black,hisp,married,nodegree,mosinex,re74,re75,re78,unem74,unem75,unem78,lre74,lre75,lre78,agesq,mostrn
48,1,25,5,1,0,0,1,24,0.0,0.0,12.1874,1,1,0,0.0,0.0,2.5004027,625,24
49,1,23,12,1,0,0,0,15,0.0,0.0,4.84318,1,1,0,0.0,0.0,1.5775715,529,15
50,1,28,8,1,0,0,1,14,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,784,14
51,1,31,11,1,0,1,1,24,0.0,0.0,8.08749,1,1,0,0.0,0.0,2.0903184,961,24
52,1,18,11,1,0,0,1,24,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,324,24
53,1,25,12,1,0,0,0,13,0.0,0.0,2.34897,1,1,0,0.0,0.0,0.8539769,625,13
54,1,30,11,1,0,1,1,15,0.0,0.0,0.590782,1,1,0,0.0,0.0,-0.52630824,900,15
55,1,17,10,1,0,0,1,13,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,289,13
56,1,37,9,1,0,0,1,24,0.0,0.0,1.06751,1,1,0,0.0,0.0,0.065328844,1369,24
57,1,41,4,1,0,1,1,14,0.0,0.0,7.28499,1,1,0,0.0,0.0,1.985816,1681,14
58,1,42,14,1,0,1,0,23,0.0,0.0,13.1675005,1,1,0,0.0,0.0,2.5777516,1764,23
59,1,22,11,0,0,0,1,13,0.0,0.0,1.0484301,1,1,0,0.0,0.0,0.047293887,484,13
60,1,17,8,1,0,0,1,13,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,289,13
61,1,29,8,1,0,0,1,13,0.0,0.0,1.92394,1,1,0,0.0,0.0,0.65437514,841,13
62,1,35,10,1,0,0,1,14,0.0,0.0,4.66624,1,1,0,0.0,0.0,1.5403537,1225,14
63,1,27,11,1,0,0,1,13,0.0,0.0,0.5492979,1,1,0,0.0,0.0,-0.5991143,729,13
64,1,29,4,1,0,0,1,13,0.0,0.0,0.762915,1,1,0,0.0,0.0,-0.27060863,841,13
65,1,28,9,1,0,0,1,22,0.0,0.0,10.6943,1,1,0,0.0,0.0,2.369711,784,22
66,1,27,11,1,0,0,1,13,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,729,13
67,1,23,7,0,0,0,1,15,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,529,15
68,1,45,5,1,0,1,1,15,0.0,0.0,8.54672,1,1,0,0.0,0.0,2.1455476,2025,15
69,1,29,13,1,0,0,0,13,0.0,0.0,7.47966,1,1,0,0.0,0.0,2.0121872,841,13
70,1,27,9,1,0,0,1,14,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,729,14
71,1,46,13,1,0,0,0,15,0.0,0.0,0.647205,1,1,0,0.0,0.0,-0.43509218,2116,15
72,1,18,6,1,0,0,1,13,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,324,13
73,1,25,12,1,0,0,0,22,0.0,0.0,11.965799,1,1,0,0.0,0.0,2.4820526,625,22
74,1,28,15,1,0,0,0,13,0.0,0.0,9.598539,1,1,0,0.0,0.0,2.261611,784,13
75,1,25,11,0,0,0,1,23,0.0,0.0,18.7834,1,1,0,0.0,0.0,2.9329734,625,23
76,1,22,12,1,0,0,0,24,0.0,0.0,18.678099,1,1,0,0.0,0.0,2.9273517,484,24
77,1,21,9,1,0,0,1,15,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,441,15
78,1,40,11,1,0,0,1,22,0.0,0.0,23.0056,1,1,0,0.0,0.0,3.1357377,1600,22
79,1,22,11,1,0,0,1,14,0.0,0.0,6.4567003,1,1,0,0.0,0.0,1.8651184,484,14
80,1,25,12,1,0,0,0,14,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,625,14
81,1,18,12,1,0,0,0,14,0.0,0.0,2.3211102,1,1,0,0.0,0.0,0.8420456,324,14
82,1,38,12,0,0,0,0,22,0.0,0.0,4.94185,1,1,0,0.0,0.0,1.5977398,1444,22
83,1,27,13,1,0,0,0,15,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,729,15
84,1,27,8,1,0,0,1,21,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,729,21
85,1,38,11,1,0,0,1,21,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,1444,21
86,1,23,8,0,1,0,1,21,0.0,0.0,3.8812802,1,1,0,0.0,0.0,1.356165,529,21
87,1,26,11,1,0,0,1,22,0.0,0.0,17.230999,1,1,0,0.0,0.0,2.84671,676,22
88,1,21,12,0,0,0,0,14,0.0,0.0,8.0486,1,1,0,0.0,0.0,2.085498,441,14
89,1,25,8,1,0,0,1,15,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,625,15
90,1,31,11,1,0,1,1,24,0.0,0.0,14.5099,1,1,0,0.0,0.0,2.6748312,961,24
91,1,17,10,1,0,0,1,13,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,289,13
92,1,25,11,1,0,0,1,22,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,625,22
93,1,21,12,1,0,0,0,15,0.0,0.0,9.98378,1,1,0,0.0,0.0,2.3009617,441,15
94,1,44,11,1,0,0,1,15,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,1936,15
95,1,25,12,0,0,0,0,23,0.0,0.0,5.5875,1,1,0,0.0,0.0,1.720532,625,23
96,1,18,9,1,0,0,1,21,0.0,0.0,4.48285,1,1,0,0.0,0.0,1.500259,324,21
97,1,42,12,1,0,0,0,22,0.0,0.0,2.4561498,1,1,0,0.0,0.0,0.89859504,1764,22
98,1,25,10,1,0,0,1,22,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,625,22
99,1,31,9,0,1,0,1,23,0.0,0.0,26.8176,1,1,0,0.0,0.0,3.2890584,961,23
100,1,24,10,1,0,0,1,21,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,576,21
101,1,26,10,1,0,0,1,24,0.0,0.0,9.26579,1,1,0,0.0,0.0,2.226329,676,24
102,1,25,11,1,0,0,1,24,0.0,0.0,0.48523003,1,1,0,0.0,0.0,-0.7231322,625,24
103,1,18,11,1,0,0,1,21,0.0,0.0,4.8146296,1,1,0,0.0,0.0,1.5716591,324,21
104,1,19,11,1,0,0,1,22,0.0,0.0,7.45811,1,1,0,0.0,0.0,2.009302,361,22
105,1,43,9,1,0,0,1,21,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,1849,21
106,1,27,13,1,0,0,0,21,0.0,0.0,34.0993,1,1,0,0.0,0.0,3.5292768,729,21
107,1,17,9,1,0,0,1,24,0.0,0.0,1.95327,1,1,0,0.0,0.0,0.6695049,289,24
108,1,30,11,1,0,0,1,24,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,900,24
109,1,26,10,1,0,1,1,24,2.028,0.0,0.0,0,1,1,0.70705014,0.0,0.0,676,24
110,1,20,9,1,0,0,1,24,6.08399,0.0,8.88167,0,1,0,1.8056607,0.0,2.1839895,400,24
111,1,17,9,0,1,0,1,22,0.44517002,0.074343495,6.21067,0,0,0,-0.809299,-2.599059,1.8262688,289,22
112,1,20,12,1,0,0,0,22,0.989268,0.165208,0.0,0,0,1,-0.010789998,-1.80055,0.0,400,22
113,1,18,11,1,0,0,1,21,0.8582541,0.214564,0.92988396,0,0,0,-0.1528551,-1.5391473,-0.07269548,324,21
114,1,27,12,1,0,1,0,23,3.6708703,0.33404902,0.0,0,0,1,1.3004287,-1.0964675,0.0,729,23
115,1,21,12,0,0,0,0,23,3.6708703,0.33404902,12.558001,0,0,0,1.3004287,-1.0964675,2.530358,441,23
116,1,27,12,1,0,0,0,22,2.14341,0.35795003,22.163301,0,0,0,0.762398,-1.0273619,3.0984378,729,22
117,1,20,12,1,0,0,0,22,0.0,0.37756902,1.65264,1,0,0,0.0,-0.9740019,0.502374,400,22
118,1,19,10,1,0,0,1,22,0.0,0.385274,8.12472,1,0,0,0.0,-0.9538005,2.0949113,361,22
119,1,23,12,1,0,0,0,23,5.50631,0.501074,0.671332,0,0,0,1.7058947,-0.6910015,-0.39849147,529,23
120,1,29,14,1,0,0,0,24,0.0,0.67967296,17.814999,1,0,0,0.0,-0.38614354,2.8800406,841,24
121,1,18,10,1,0,0,1,21,0.0,0.79890805,9.73715,1,0,0,0.0,-0.22450942,2.2759485,324,21
122,1,19,9,1,0,0,1,24,0.0,0.79890805,17.6852,1,0,0,0.0,-0.22450942,2.872728,361,24
123,1,27,13,0,0,1,0,23,9.381571,0.85372305,0.0,0,0,1,2.2387471,-0.15814844,0.0,729,23
124,1,18,11,0,0,0,1,21,3.6782298,0.9195579,4.3217096,0,0,0,1.3024316,-0.08386224,1.4636511,324,21
125,1,27,9,1,0,1,1,23,0.0,0.934445,1.77342,1,0,0,0.0,-0.06780248,0.5729099,729,23
126,1,22,12,1,0,0,0,22,5.60585,0.93617696,0.0,0,0,1,1.7238108,-0.065950766,0.0,484,22
127,1,23,10,1,0,1,1,21,0.0,0.93643904,11.2333,1,0,0,0.0,-0.065670855,2.4188826,529,21
128,1,23,12,0,1,0,0,23,9.38574,1.11744,0.559443,0,0,0,2.2391915,0.11104034,-0.58081365,529,23
129,1,20,11,1,0,0,1,23,3.6375,1.22084,1.0854399,0,0,0,1.2912966,0.19953912,0.08198536,400,23
130,1,17,9,1,0,0,1,21,1.71651,1.2534399,5.4452004,0,0,0,0.5402932,0.2258917,1.6947346,289,21
131,1,28,11,1,0,0,1,23,0.0,1.2840799,60.3079,1,0,0,0.0,0.25004244,4.099463,784,23
132,1,26,11,1,0,1,1,21,0.0,1.39285,1.4603599,1,0,0,0.0,0.33135203,0.37868294,676,21
133,1,20,11,1,0,0,1,23,16.3186,1.48499,6.9433393,0,0,0,2.7923055,0.39540803,1.9377829,400,23
134,1,24,11,1,0,1,1,22,0.824389,1.66611,4.03271,0,0,0,-0.19311279,0.5104916,1.3944386,576,22
135,1,31,9,1,0,0,1,22,0.0,1.69861,10.363299,1,0,0,0.0,0.52981025,2.3382707,961,22
136,1,23,8,0,0,1,1,23,0.0,1.71315,4.2323103,1,0,0,0.0,0.5383338,1.4427481,529,23
137,1,18,10,1,0,0,1,22,2.14341,1.78427,11.1414,0,0,0,0.762398,0.5790094,2.410668,324,22
138,1,29,12,1,0,0,0,22,10.8819,1.81728,0.0,0,0,1,2.387101,0.5973409,0.0,841,22
139,1,26,11,0,0,0,1,23,0.0,2.2262702,13.3859005,1,0,0,0.0,0.8003276,2.594202,676,23
140,1,24,9,1,0,0,1,21,9.1547,2.2886798,4.8495603,0,0,0,2.2142675,0.82797515,1.578888,576,21
141,1,25,12,1,0,0,0,22,14.426801,2.40927,0.0,0,0,1,2.6690876,0.87932384,0.0,625,22
142,1,24,10,1,0,0,1,21,4.2503996,2.4219499,1.6605101,0,0,0,1.447013,0.8845729,0.50712484,576,21
143,1,46,8,1,0,0,1,22,3.16566,2.59472,0.0,0,0,1,1.1523615,0.9534786,0.0,2116,22
144,1,31,12,0,0,0,0,23,0.0,2.61122,2.48455,1,0,0,0.0,0.9598175,0.9100916,961,23
145,1,19,11,1,0,0,1,21,2.30503,2.61528,4.1466,0,0,0,0.83509374,0.9613711,1.4222887,361,21
146,1,19,8,1,0,0,1,21,0.0,2.6570601,9.970679,1,0,0,0.0,0.9772203,2.2996488,361,21
147,1,27,11,1,0,0,1,21,2.20694,2.66627,0.0,0,0,1,0.7916069,0.9806805,0.0,729,21
148,1,26,11,1,0,1,1,23,0.0,2.7546499,26.372303,1,0,0,0.0,1.0132904,3.2723143,676,23
149,1,20,10,1,0,0,1,23,5.00573,2.7773602,5.61519,0,0,0,1.6105833,1.021501,1.7254754,400,23
150,1,28,10,1,0,0,1,23,0.0,2.8365102,3.19657,1,0,0,0.0,1.0425745,1.1620784,784,23
151,1,24,12,1,0,0,0,23,13.7658,2.84276,6.1676803,0,0,0,2.6221874,1.0447755,1.8193228,576,23
152,1,19,8,1,0,0,1,23,2.6363502,2.9372602,7.5359397,0,0,0,0.96939546,1.0774772,2.0196836,361,23
153,1,23,12,1,0,0,0,21,6.2693396,3.03996,8.48424,0,0,0,1.8356711,1.1118443,2.1382103,529,21
154,1,42,9,1,0,1,1,15,0.0,3.05853,1.29441,1,0,0,0.0,1.1179345,0.25805497,1764,15
155,1,25,13,1,0,0,0,21,12.362901,3.09073,0.0,0,0,1,2.5147002,1.1284072,0.0,625,21
156,1,18,9,1,0,0,1,22,0.0,3.2873797,5.0103397,1,0,0,0.0,1.1900908,1.6115037,324,22
157,1,21,12,1,0,0,0,21,6.47368,3.33241,9.37104,0,0,0,1.8677447,1.2036958,2.2376242,441,21
158,1,27,10,1,0,0,1,23,1.00115,3.55008,0.0,0,0,1,0.0011493512,1.2669702,0.0,729,23
159,1,21,8,1,0,0,1,22,0.989268,3.6959,4.2796097,0,0,0,-0.010789998,1.307224,1.4538618,441,22
160,1,22,9,1,0,0,1,22,2.19288,3.8369899,3.46256,0,0,0,0.78521574,1.3446882,1.2420082,484,22
161,1,31,4,1,0,0,1,24,8.51759,4.02321,7.3825502,0,0,0,2.1421335,1.3920801,1.9991192,961,24
162,1,24,10,1,0,1,1,24,11.7032,4.07815,0.0,0,0,1,2.4598622,1.4056435,0.0,576,24
163,1,29,10,1,0,0,1,24,0.0,4.39895,0.0,1,0,1,0.0,1.4813659,0.0,841,24
164,1,29,12,1,0,0,0,22,9.748389,4.8789396,10.9765,0,0,0,2.277102,1.5849279,2.3957565,841,22
165,1,19,10,0,0,0,1,21,0.0,5.32411,13.829599,1,0,0,0.0,1.6722456,2.6268113,361,21
166,1,19,11,0,1,1,1,22,5.4244905,5.4637995,6.78846,0,0,0,1.6909239,1.6981444,1.9152241,361,22
167,1,31,9,1,0,0,1,22,10.717,5.51784,9.5585,0,0,0,2.3718312,1.7079865,2.2574308,961,22
168,1,22,10,1,0,1,1,23,1.4683499,5.5886602,13.2283,0,0,0,0.38413927,1.7207396,2.5823586,484,23
169,1,21,9,1,0,0,1,21,6.4164705,5.74933,0.743667,0,0,0,1.8588682,1.7490833,-0.29616192,441,21
170,1,17,10,1,0,0,1,21,1.2914699,5.79385,5.52279,0,0,0,0.25578105,1.756797,1.7088832,289,21
171,1,26,12,1,0,1,0,22,8.40876,5.79483,1.4249399,0,0,0,2.1292741,1.7569661,0.3541296,676,22
172,1,20,9,0,1,0,1,21,12.2608,5.87505,1.35864,0,0,0,2.5064073,1.7707146,0.30648416,400,21
173,1,19,10,1,0,0,1,22,4.12195,6.0567503,0.0,0,0,1,1.4163264,1.8011734,0.0,361,22
174,1,26,10,1,0,0,1,23,25.929699,6.7889605,0.672877,0,0,0,3.255389,1.9152979,-0.3961927,676,23
175,1,28,11,1,0,0,1,21,1.9290301,6.8718596,0.0,0,0,1,0.6570173,1.9274348,0.0,784,21
176,1,22,12,0,1,1,0,23,0.49223098,7.0557,10.0928,0,0,0,-0.7088072,1.9538357,2.3118224,484,23
177,1,33,11,1,0,0,1,22,0.0,7.86792,6.2814302,1,0,0,0.0,2.0627937,1.8375977,1089,22
178,1,22,12,0,0,0,0,22,6.7599897,8.4555,12.5907,0,0,0,1.9110214,2.1348171,2.5329585,484,22
179,1,29,10,0,1,0,1,21,0.0,8.85367,5.11201,1,0,0,0.0,2.1808321,1.6315926,841,21
180,1,33,12,1,0,1,0,24,20.28,10.941401,15.9526005,0,0,0,3.0096352,2.3925538,2.7696218,1089,24
181,1,25,14,1,0,1,0,23,35.0401,11.5366,36.647,0,0,0,3.556493,2.4455247,3.6013315,625,23
182,1,35,9,1,0,1,1,22,13.6024,13.8306,12.803999,0,0,0,2.6102462,2.6268835,2.5497575,1225,22
183,1,35,8,1,0,1,1,21,13.7321,17.9762,3.78663,0,0,0,2.6197362,2.8890486,1.3314764,1225,21
184,1,33,11,1,0,1,1,24,14.6607,25.1422,4.18194,0,0,0,2.6851704,3.2245476,1.4307753,1089,24
185,0,23,10,1,0,0,1,21,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,529,0
186,0,26,12,0,0,0,0,14,0.0,0.0,12.3837,1,1,0,0.0,0.0,2.516381,676,0
187,0,22,9,1,0,0,1,5,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,484,0
188,0,18,9,1,0,0,1,15,0.0,0.0,10.740099,1,1,0,0.0,0.0,2.3739843,324,0
189,0,45,11,1,0,0,1,14,0.0,0.0,11.796499,1,1,0,0.0,0.0,2.4678028,2025,0
190,0,18,9,1,0,0,1,15,0.0,0.0,9.22705,1,1,0,0.0,0.0,2.2221394,324,0
191,0,24,8,0,0,0,1,15,0.0,0.0,10.5693,1,1,0,0.0,0.0,2.3579535,576,0
192,0,34,11,1,0,1,1,14,0.0,0.0,6.0403395,1,1,0,0.0,0.0,1.7984602,1156,0
193,0,24,4,0,1,0,1,21,0.0,0.0,3.88083,1,1,0,0.0,0.0,1.3560491,576,0
194,0,36,10,1,0,0,1,23,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,1296,0
195,0,21,14,1,0,0,0,15,0.0,0.0,5.7750597,1,1,0,0.0,0.0,1.7535486,441,0
196,0,28,9,1,0,0,1,14,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,784,0
197,0,27,7,1,0,1,1,13,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,729,0
198,0,19,11,0,0,0,1,22,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,361,0
199,0,20,8,1,0,0,1,15,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,400,0
200,0,34,12,1,0,0,0,21,0.0,0.0,2.11372,1,1,0,0.0,0.0,0.7484494,1156,0
201,0,24,10,1,0,0,1,13,0.0,0.0,7.61864,1,1,0,0.0,0.0,2.030598,576,0
202,0,22,8,0,1,0,1,5,0.0,0.0,9.92095,1,1,0,0.0,0.0,2.2946486,484,0
203,0,25,11,1,0,0,1,13,0.0,0.0,4.1963797,1,1,0,0.0,0.0,1.4342222,625,0
204,0,39,9,1,0,0,1,21,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,1521,0
205,0,19,9,1,0,1,1,12,0.0,0.0,16.6583,1,1,0,0.0,0.0,2.8129086,361,0
206,0,44,9,1,0,0,1,21,0.0,0.0,9.722,1,1,0,0.0,0.0,2.2743914,1936,0
207,0,27,8,1,0,0,1,15,0.0,0.0,3.7836597,1,1,0,0.0,0.0,1.3306917,729,0
208,0,25,8,1,0,0,1,6,0.0,0.0,3.5159297,1,1,0,0.0,0.0,1.257304,625,0
209,0,31,10,1,0,0,1,14,0.0,0.0,17.014599,1,1,0,0.0,0.0,2.8340716,961,0
210,0,34,10,1,0,1,1,15,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,1156,0
211,0,21,7,0,1,0,1,15,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,441,0
212,0,33,12,1,0,0,0,22,0.0,0.0,5.9702597,1,1,0,0.0,0.0,1.7867904,1089,0
213,0,18,10,0,1,0,1,6,0.0,0.0,1.85917,1,1,0,0.0,0.0,0.6201301,324,0
214,0,26,12,1,0,1,0,23,0.0,0.0,6.19194,1,1,0,0.0,0.0,1.8232484,676,0
215,0,31,12,1,0,0,0,15,0.0,0.0,7.2843904,1,1,0,0.0,0.0,1.9857337,961,0
216,0,35,10,1,0,0,1,13,0.0,0.0,0.445831,1,1,0,0.0,0.0,-0.8078153,1225,0
217,0,20,12,1,0,0,0,15,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,400,0
218,0,25,11,1,0,0,1,22,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,625,0
219,0,25,10,1,0,0,1,22,0.0,0.0,7.36704,1,1,0,0.0,0.0,1.9970161,625,0
220,0,35,11,1,0,0,1,23,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,1225,0
221,0,20,10,1,0,0,1,23,0.0,0.0,2.0155,1,1,0,0.0,0.0,0.70086735,400,0
222,0,25,9,0,1,0,1,22,0.0,0.0,15.7911,1,1,0,0.0,0.0,2.7594464,625,0
223,0,27,10,1,0,0,1,21,0.0,0.0,1.13547,1,1,0,0.0,0.0,0.12704669,729,0
224,0,20,11,0,1,0,1,6,0.0,0.0,6.3787203,1,1,0,0.0,0.0,1.8529675,400,0
225,0,26,11,1,0,0,1,15,0.0,0.0,7.1761904,1,1,0,0.0,0.0,1.9707687,676,0
226,0,38,8,1,0,0,1,15,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,1444,0
227,0,34,10,1,0,0,1,23,0.0,0.0,7.95254,1,1,0,0.0,0.0,2.0734913,1156,0
228,0,19,12,1,0,0,0,14,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,361,0
229,0,32,8,1,0,0,1,15,0.0,0.0,7.15213,1,1,0,0.0,0.0,1.9674102,1024,0
230,0,20,9,0,1,0,1,22,0.0,0.0,8.329821,1,1,0,0.0,0.0,2.1198418,400,0
231,0,23,10,1,0,0,1,23,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,529,0
232,0,38,10,1,0,0,1,15,0.0,0.0,12.4299,1,1,0,0.0,0.0,2.520105,1444,0
233,0,24,11,1,0,0,1,23,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,576,0
234,0,23,11,1,0,0,1,22,0.0,0.0,5.0887594,1,1,0,0.0,0.0,1.6270341,529,0
235,0,20,7,0,1,0,1,21,0.0,0.0,4.37404,1,1,0,0.0,0.0,1.4756871,400,0
236,0,21,11,1,0,0,1,6,0.0,0.0,1.5532901,1,1,0,0.0,0.0,0.44037536,441,0
237,0,25,10,1,0,0,1,14,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,625,0
238,0,22,11,1,0,1,1,21,0.0,0.0,1.6983,1,1,0,0.0,0.0,0.52962774,484,0
239,0,23,11,1,0,0,1,22,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,529,0
240,0,24,12,0,0,0,0,22,0.0,0.0,11.2946,1,1,0,0.0,0.0,2.4243248,576,0
241,0,29,11,1,0,0,1,15,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,841,0
242,0,24,11,1,0,0,1,14,0.0,0.0,14.626401,1,1,0,0.0,0.0,2.6828282,576,0
243,0,22,9,1,0,0,1,21,0.0,0.0,12.898401,1,1,0,0.0,0.0,2.5571034,484,0
244,0,28,11,1,0,0,1,14,0.0,0.0,5.76713,1,1,0,0.0,0.0,1.7521745,784,0
245,0,18,10,0,1,0,1,12,0.0,0.0,6.52792,1,1,0,0.0,0.0,1.8760884,324,0
