,price,wage,t,lprice,lwage,gprice,gwage,gwage_1,gwage_2,gwage_3,gwage_4,gwage_5,gwage_6,gwage_7,gwage_8,gwage_9,gwage_10,gwage_11,gwage_12,gprice_1
20,94.8,2.49,21,4.5517693,0.9122827,0.0021119118,0.01212132,0.0,0.0,0.004073322,0.0123205185,0.0,0.0,0.008298755,0.0,0.0,0.004175365,-0.004175365,0.012578905,-0.0021119118
21,94.9,2.5,22,4.5528235,0.91629076,0.001054287,0.0040080547,0.01212132,0.0,0.0,0.004073322,0.0123205185,0.0,0.0,0.008298755,0.0,0.0,0.004175365,-0.004175365,0.0021119118
22,95.1,2.5,23,4.554929,0.91629076,0.002105236,0.0,0.0040080547,0.01212132,0.0,0.0,0.004073322,0.0123205185,0.0,0.0,0.008298755,0.0,0.0,0.004175365,0.001054287
23,95.4,2.5,24,4.558079,0.91629076,0.0031499863,0.0,0.0,0.0040080547,0.01212132,0.0,0.0,0.004073322,0.0123205185,0.0,0.0,0.008298755,0.0,0.0,0.002105236
24,95.4,2.51,25,4.558079,0.9202827,0.0,0.0039919615,0.0,0.0,0.0040080547,0.01212132,0.0,0.0,0.004073322,0.0123205185,0.0,0.0,0.008298755,0.0,0.0031499863
25,96.0,2.52,26,4.564348,0.9242589,0.006269455,0.0039761662,0.0039919615,0.0,0.0,0.0040080547,0.01212132,0.0,0.0,0.004073322,0.0123205185,0.0,0.0,0.008298755,0.0
26,96.3,2.52,27,4.567468,0.9242589,0.0031199455,0.0,0.0039761662,0.0039919615,0.0,0.0,0.0040080547,0.01212132,0.0,0.0,0.004073322,0.0123205185,0.0,0.0,0.006269455
27,96.7,2.54,28,4.5716133,0.9321641,0.0041451454,0.007905185,0.0,0.0039761662,0.0039919615,0.0,0.0,0.0040080547,0.01212132,0.0,0.0,0.004073322,0.0123205185,0.0,0.0031199455
28,96.8,2.55,29,4.572647,0.93609333,0.001033783,0.0039292574,0.007905185,0.0,0.0039761662,0.0039919615,0.0,0.0,0.0040080547,0.01212132,0.0,0.0,0.004073322,0.0123205185,0.0041451454
29,97.1,2.56,30,4.5757413,0.9400072,0.0030941963,0.0039138794,0.0039292574,0.007905185,0.0,0.0039761662,0.0039919615,0.0,0.0,0.0040080547,0.01212132,0.0,0.0,0.004073322,0.001033783
30,97.4,2.57,31,4.5788264,0.9439059,0.0030851364,0.0038986802,0.0039138794,0.0039292574,0.007905185,0.0,0.0039761662,0.0039919615,0.0,0.0,0.0040080547,0.01212132,0.0,0.0,0.0030941963
31,97.9,2.57,32,4.5839467,0.9439059,0.0051202774,0.0,0.0038986802,0.0039138794,0.0039292574,0.007905185,0.0,0.0039761662,0.0039919615,0.0,0.0,0.0040080547,0.01212132,0.0,0.0030851364
32,98.1,2.61,33,4.5859876,0.95935017,0.002040863,0.015444279,0.0,0.0038986802,0.0039138794,0.0039292574,0.007905185,0.0,0.0039761662,0.0039919615,0.0,0.0,0.0040080547,0.01212132,0.0051202774
33,98.5,2.61,34,4.5900564,0.95935017,0.0040688515,0.0,0.015444279,0.0,0.0038986802,0.0039138794,0.0039292574,0.007905185,0.0,0.0039761662,0.0039919615,0.0,0.0,0.0040080547,0.002040863
34,98.5,2.61,35,4.5900564,0.95935017,0.0,0.0,0.0,0.015444279,0.0,0.0038986802,0.0039138794,0.0039292574,0.007905185,0.0,0.0039761662,0.0039919615,0.0,0.0,0.0040688515
35,98.6,2.6,36,4.591071,0.9555114,0.0010147095,-0.0038387775,0.0,0.0,0.015444279,0.0,0.0038986802,0.0039138794,0.0039292574,0.007905185,0.0,0.0039761662,0.0039919615,0.0,0.0
36,98.6,2.62,37,4.591071,0.9631743,0.0,0.0076628923,-0.0038387775,0.0,0.0,0.015444279,0.0,0.0038986802,0.0039138794,0.0039292574,0.007905185,0.0,0.0039761662,0.0039919615,0.0010147095
37,98.7,2.63,38,4.592085,0.9669839,0.0010137558,0.0038096309,0.0076628923,-0.0038387775,0.0,0.0,0.015444279,0.0,0.0038986802,0.0039138794,0.0039292574,0.007905185,0.0,0.0039761662,0.0
38,98.9,2.63,39,4.594109,0.9669839,0.0020241737,0.0,0.0038096309,0.0076628923,-0.0038387775,0.0,0.0,0.015444279,0.0,0.0038986802,0.0039138794,0.0039292574,0.007905185,0.0,0.0010137558
39,99.1,2.64,40,4.5961294,0.97077894,0.002020359,0.0037950277,0.0,0.0038096309,0.0076628923,-0.0038387775,0.0,0.0,0.015444279,0.0,0.0038986802,0.0039138794,0.0039292574,0.007905185,0.0020241737
40,99.4,2.66,41,4.599152,0.97832614,0.0030226707,0.0075471997,0.0037950277,0.0,0.0038096309,0.0076628923,-0.0038387775,0.0,0.0,0.015444279,0.0,0.0038986802,0.0039138794,0.0039292574,0.002020359
41,99.7,2.67,42,4.6021657,0.9820785,0.0030136108,0.0037523508,0.0075471997,0.0037950277,0.0,0.0038096309,0.0076628923,-0.0038387775,0.0,0.0,0.015444279,0.0,0.0038986802,0.0039138794,0.0030226707
42,100.2,2.69,43,4.607168,0.98954123,0.0050024986,0.00746274,0.0037523508,0.0075471997,0.0037950277,0.0,0.0038096309,0.0076628923,-0.0038387775,0.0,0.0,0.015444279,0.0,0.0038986802,0.0030136108
43,100.5,2.69,44,4.6101575,0.98954123,0.0029892921,0.0,0.00746274,0.0037523508,0.0075471997,0.0037950277,0.0,0.0038096309,0.0076628923,-0.0038387775,0.0,0.0,0.015444279,0.0,0.0050024986
44,100.7,2.72,45,4.612146,1.0006319,0.001988411,0.011090696,0.0,0.00746274,0.0037523508,0.0075471997,0.0037950277,0.0,0.0038096309,0.0076628923,-0.0038387775,0.0,0.0,0.015444279,0.0029892921
45,101.0,2.73,46,4.6151204,1.0043017,0.0029745102,0.0036697388,0.011090696,0.0,0.00746274,0.0037523508,0.0075471997,0.0037950277,0.0,0.0038096309,0.0076628923,-0.0038387775,0.0,0.0,0.001988411
46,101.3,2.74,47,4.6180863,1.0079579,0.0029659271,0.0036562681,0.0036697388,0.011090696,0.0,0.00746274,0.0037523508,0.0075471997,0.0037950277,0.0,0.0038096309,0.0076628923,-0.0038387775,0.0,0.0029745102
47,101.6,2.73,48,4.6210437,1.0043017,0.002957344,-0.0036562681,0.0036562681,0.0036697388,0.011090696,0.0,0.00746274,0.0037523508,0.0075471997,0.0037950277,0.0,0.0038096309,0.0076628923,-0.0038387775,0.0029659271
48,102.0,2.76,49,4.624973,1.0152307,0.003929138,0.010928988,-0.0036562681,0.0036562681,0.0036697388,0.011090696,0.0,0.00746274,0.0037523508,0.0075471997,0.0037950277,0.0,0.0038096309,0.0076628923,0.002957344
49,102.3,2.78,50,4.6279097,1.0224509,0.00293684,0.0072202682,0.010928988,-0.0036562681,0.0036562681,0.0036697388,0.011090696,0.0,0.00746274,0.0037523508,0.0075471997,0.0037950277,0.0,0.0038096309,0.003929138
50,102.8,2.79,51,4.6327853,1.0260416,0.00487566,0.003590703,0.0072202682,0.010928988,-0.0036562681,0.0036562681,0.0036697388,0.011090696,0.0,0.00746274,0.0037523508,0.0075471997,0.0037950277,0.0,0.00293684
51,103.1,2.8,52,4.6356993,1.0296195,0.0029139519,0.0035778284,0.003590703,0.0072202682,0.010928988,-0.0036562681,0.0036562681,0.0036697388,0.011090696,0.0,0.00746274,0.0037523508,0.0075471997,0.0037950277,0.00487566
52,103.4,2.83,53,4.638605,1.0402766,0.0029058456,0.010657191,0.0035778284,0.003590703,0.0072202682,0.010928988,-0.0036562681,0.0036562681,0.0036697388,0.011090696,0.0,0.00746274,0.0037523508,0.0075471997,0.0029139519
53,104.0,2.84,54,4.644391,1.043804,0.005785942,0.0035274029,0.010657191,0.0035778284,0.003590703,0.0072202682,0.010928988,-0.0036562681,0.0036562681,0.0036697388,0.011090696,0.0,0.00746274,0.0037523508,0.0029058456
54,104.5,2.85,55,4.649187,1.0473189,0.004796028,0.003514886,0.0035274029,0.010657191,0.0035778284,0.003590703,0.0072202682,0.010928988,-0.0036562681,0.0036562681,0.0036697388,0.011090696,0.0,0.00746274,0.005785942
55,104.8,2.86,56,4.652054,1.0508215,0.002866745,0.0035026073,0.003514886,0.0035274029,0.010657191,0.0035778284,0.003590703,0.0072202682,0.010928988,-0.0036562681,0.0036562681,0.0036697388,0.011090696,0.0,0.004796028
56,105.1,2.91,57,4.6549125,1.0681531,0.0028586388,0.0173316,0.0035026073,0.003514886,0.0035274029,0.010657191,0.0035778284,0.003590703,0.0072202682,0.010928988,-0.0036562681,0.0036562681,0.0036697388,0.011090696,0.002866745
57,105.7,2.92,58,4.660605,1.0715836,0.005692482,0.0034304857,0.0173316,0.0035026073,0.003514886,0.0035274029,0.010657191,0.0035778284,0.003590703,0.0072202682,0.010928988,-0.0036562681,0.0036562681,0.0036697388,0.0028586388
58,106.1,2.92,59,4.664382,1.0715836,0.0037770271,0.0,0.0034304857,0.0173316,0.0035026073,0.003514886,0.0035274029,0.010657191,0.0035778284,0.003590703,0.0072202682,0.010928988,-0.0036562681,0.0036562681,0.005692482
59,106.4,2.93,60,4.667206,1.0750024,0.0028238297,0.0034188032,0.0,0.0034304857,0.0173316,0.0035026073,0.003514886,0.0035274029,0.010657191,0.0035778284,0.003590703,0.0072202682,0.010928988,-0.0036562681,0.0037770271
60,106.7,2.94,61,4.670021,1.0784096,0.0028152466,0.0034071207,0.0034188032,0.0,0.0034304857,0.0173316,0.0035026073,0.003514886,0.0035274029,0.010657191,0.0035778284,0.003590703,0.0072202682,0.010928988,0.0028238297
61,107.1,2.96,62,4.673763,1.0851892,0.0037417412,0.0067796707,0.0034071207,0.0034188032,0.0,0.0034304857,0.0173316,0.0035026073,0.003514886,0.0035274029,0.010657191,0.0035778284,0.003590703,0.0072202682,0.0028152466
62,108.0,2.97,63,4.6821313,1.088562,0.008368492,0.0033727884,0.0067796707,0.0034071207,0.0034188032,0.0,0.0034304857,0.0173316,0.0035026073,0.003514886,0.0035274029,0.010657191,0.0035778284,0.003590703,0.0037417412
63,108.7,2.99,64,4.688592,1.0952734,0.0064606667,0.006711364,0.0033727884,0.0067796707,0.0034071207,0.0034188032,0.0,0.0034304857,0.0173316,0.0035026073,0.003514886,0.0035274029,0.010657191,0.0035778284,0.008368492
64,109.0,3.02,65,4.691348,1.1052568,0.0027561188,0.00998342,0.006711364,0.0033727884,0.0067796707,0.0034071207,0.0034188032,0.0,0.0034304857,0.0173316,0.0035026073,0.003514886,0.0035274029,0.010657191,0.0064606667
65,109.7,3.04,66,4.697749,1.1118575,0.006401062,0.0066007376,0.00998342,0.006711364,0.0033727884,0.0067796707,0.0034071207,0.0034188032,0.0,0.0034304857,0.0173316,0.0035026073,0.003514886,0.0035274029,0.0027561188
66,110.2,3.05,67,4.7022967,1.1151416,0.004547596,0.0032840967,0.0066007376,0.00998342,0.006711364,0.0033727884,0.0067796707,0.0034071207,0.0034188032,0.0,0.0034304857,0.0173316,0.0035026073,0.003514886,0.006401062
67,110.7,3.06,68,4.706824,1.1184149,0.004527092,0.0032732487,0.0032840967,0.0066007376,0.00998342,0.006711364,0.0033727884,0.0067796707,0.0034071207,0.0034188032,0.0,0.0034304857,0.0173316,0.0035026073,0.004547596
68,111.2,3.11,69,4.7113304,1.1346227,0.004506588,0.016207814,0.0032732487,0.0032840967,0.0066007376,0.00998342,0.006711364,0.0033727884,0.0067796707,0.0034071207,0.0034188032,0.0,0.0034304857,0.0173316,0.004527092
69,111.6,3.12,70,4.714921,1.137833,0.0035905838,0.0032103062,0.016207814,0.0032732487,0.0032840967,0.0066007376,0.00998342,0.006711364,0.0033727884,0.0067796707,0.0034071207,0.0034188032,0.0,0.0034304857,0.004506588
70,112.2,3.13,71,4.720283,1.141033,0.005362034,0.0032000542,0.0032103062,0.016207814,0.0032732487,0.0032840967,0.0066007376,0.00998342,0.006711364,0.0033727884,0.0067796707,0.0034071207,0.0034188032,0.0,0.0035905838
71,112.9,3.12,72,4.7265024,1.137833,0.006219387,-0.0032000542,0.0032000542,0.0032103062,0.016207814,0.0032732487,0.0032840967,0.0066007376,0.00998342,0.006711364,0.0033727884,0.0067796707,0.0034071207,0.0034188032,0.005362034
72,113.3,3.13,73,4.730039,1.141033,0.0035367012,0.0032000542,-0.0032000542,0.0032000542,0.0032103062,0.016207814,0.0032732487,0.0032840967,0.0066007376,0.00998342,0.006711364,0.0033727884,0.0067796707,0.0034071207,0.006219387
73,113.9,3.15,74,4.735321,1.1474025,0.005281925,0.0063694715,0.0032000542,-0.0032000542,0.0032000542,0.0032103062,0.016207814,0.0032732487,0.0032840967,0.0066007376,0.00998342,0.006711364,0.0033727884,0.0067796707,0.0035367012
74,114.5,3.17,75,4.740575,1.1537316,0.005253792,0.0063290596,0.0063694715,0.0032000542,-0.0032000542,0.0032000542,0.0032103062,0.016207814,0.0032732487,0.0032840967,0.0066007376,0.00998342,0.006711364,0.0033727884,0.005281925
75,115.2,3.18,76,4.74667,1.1568812,0.0060949326,0.0031496286,0.0063290596,0.0063694715,0.0032000542,-0.0032000542,0.0032000542,0.0032103062,0.016207814,0.0032732487,0.0032840967,0.0066007376,0.00998342,0.006711364,0.005253792
76,115.7,3.2,77,4.7510004,1.1631508,0.004330635,0.006269574,0.0031496286,0.0063290596,0.0063694715,0.0032000542,-0.0032000542,0.0032000542,0.0032103062,0.016207814,0.0032732487,0.0032840967,0.0066007376,0.00998342,0.0060949326
77,116.3,3.22,78,4.756173,1.1693814,0.0051727295,0.0062305927,0.006269574,0.0031496286,0.0063290596,0.0063694715,0.0032000542,-0.0032000542,0.0032000542,0.0032103062,0.016207814,0.0032732487,0.0032840967,0.0066007376,0.004330635
78,116.7,3.24,79,4.7596064,1.1755733,0.0034332275,0.006191969,0.0062305927,0.006269574,0.0031496286,0.0063290596,0.0063694715,0.0032000542,-0.0032000542,0.0032000542,0.0032103062,0.016207814,0.0032732487,0.0032840967,0.0051727295
79,116.9,3.25,80,4.7613187,1.178655,0.0017123222,0.0030816793,0.006191969,0.0062305927,0.006269574,0.0031496286,0.0063290596,0.0063694715,0.0032000542,-0.0032000542,0.0032000542,0.0032103062,0.016207814,0.0032732487,0.0034332275
80,117.5,3.29,81,4.7664385,1.1908876,0.0051198006,0.012232542,0.0030816793,0.006191969,0.0062305927,0.006269574,0.0031496286,0.0063290596,0.0063694715,0.0032000542,-0.0032000542,0.0032000542,0.0032103062,0.016207814,0.0017123222
81,118.1,3.29,82,4.7715316,1.1908876,0.0050930977,0.0,0.012232542,0.0030816793,0.006191969,0.0062305927,0.006269574,0.0031496286,0.0063290596,0.0063694715,0.0032000542,-0.0032000542,0.0032000542,0.0032103062,0.0051198006
82,118.5,3.29,83,4.774913,1.1908876,0.0033812523,0.0,0.0,0.012232542,0.0030816793,0.006191969,0.0062305927,0.006269574,0.0031496286,0.0063290596,0.0063694715,0.0032000542,-0.0032000542,0.0032000542,0.0050930977
83,119.1,3.31,84,4.7799635,1.1969482,0.005050659,0.0060606003,0.0,0.0,0.012232542,0.0030816793,0.006191969,0.0062305927,0.006269574,0.0031496286,0.0063290596,0.0063694715,0.0032000542,-0.0032000542,0.0033812523
84,119.2,3.34,85,4.7808027,1.2059708,0.0008392334,0.0090225935,0.0060606003,0.0,0.0,0.012232542,0.0030816793,0.006191969,0.0062305927,0.006269574,0.0031496286,0.0063290596,0.0063694715,0.0032000542,0.005050659
85,119.4,3.36,86,4.7824793,1.2119409,0.0016765594,0.0059701204,0.0090225935,0.0060606003,0.0,0.0,0.012232542,0.0030816793,0.006191969,0.0062305927,0.006269574,0.0031496286,0.0063290596,0.0063694715,0.0008392334
86,119.8,3.38,87,4.785824,1.2178757,0.0033445358,0.0059348345,0.0059701204,0.0090225935,0.0060606003,0.0,0.0,0.012232542,0.0030816793,0.006191969,0.0062305927,0.006269574,0.0031496286,0.0063290596,0.0016765594
87,120.2,3.4,88,4.789157,1.2237755,0.0033330917,0.005899787,0.0059348345,0.0059701204,0.0090225935,0.0060606003,0.0,0.0,0.012232542,0.0030816793,0.006191969,0.0062305927,0.006269574,0.0031496286,0.0033445358
88,120.8,3.43,89,4.7941365,1.2325603,0.0049796104,0.008784771,0.005899787,0.0059348345,0.0059701204,0.0090225935,0.0060606003,0.0,0.0,0.012232542,0.0030816793,0.006191969,0.0062305927,0.006269574,0.0033330917
89,121.5,3.45,90,4.7999144,1.2383742,0.005777836,0.0058139563,0.008784771,0.005899787,0.0059348345,0.0059701204,0.0090225935,0.0060606003,0.0,0.0,0.012232542,0.0030816793,0.006191969,0.0062305927,0.0049796104
90,121.8,3.46,91,4.8023806,1.2412686,0.0024662018,0.0028944016,0.0058139563,0.008784771,0.005899787,0.0059348345,0.0059701204,0.0090225935,0.0060606003,0.0,0.0,0.012232542,0.0030816793,0.006191969,0.005777836
91,122.1,3.48,92,4.8048406,1.2470323,0.002460003,0.00576365,0.0028944016,0.0058139563,0.008784771,0.005899787,0.0059348345,0.0059701204,0.0090225935,0.0060606003,0.0,0.0,0.012232542,0.0030816793,0.0024662018
92,122.2,3.52,93,4.805659,1.258461,0.00081825256,0.011428714,0.00576365,0.0028944016,0.0058139563,0.008784771,0.005899787,0.0059348345,0.0059701204,0.0090225935,0.0060606003,0.0,0.0,0.012232542,0.002460003
93,122.4,3.53,94,4.8072944,1.2612978,0.0016355515,0.0028368235,0.011428714,0.00576365,0.0028944016,0.0058139563,0.008784771,0.005899787,0.0059348345,0.0059701204,0.0090225935,0.0060606003,0.0,0.0,0.00081825256
94,122.6,3.52,95,4.808927,1.258461,0.0016326904,-0.0028368235,0.0028368235,0.011428714,0.00576365,0.0028944016,0.0058139563,0.008784771,0.005899787,0.0059348345,0.0059701204,0.0090225935,0.0060606003,0.0,0.0016355515
95,123.1,3.55,96,4.812997,1.2669476,0.004069805,0.0084866285,-0.0028368235,0.0028368235,0.011428714,0.00576365,0.0028944016,0.0058139563,0.008784771,0.005899787,0.0059348345,0.0059701204,0.0090225935,0.0060606003,0.0016326904
96,123.2,3.6,97,4.813809,1.2809339,0.0008120537,0.01398623,0.0084866285,-0.0028368235,0.0028368235,0.011428714,0.00576365,0.0028944016,0.0058139563,0.008784771,0.005899787,0.0059348345,0.0059701204,0.0090225935,0.004069805
97,123.8,3.61,98,4.8186674,1.2837077,0.004858494,0.002773881,0.01398623,0.0084866285,-0.0028368235,0.0028368235,0.011428714,0.00576365,0.0028944016,0.0058139563,0.008784771,0.005899787,0.0059348345,0.0059701204,0.0008120537
98,124.0,3.62,99,4.8202815,1.286474,0.0016140938,0.0027662516,0.002773881,0.01398623,0.0084866285,-0.0028368235,0.0028368235,0.011428714,0.00576365,0.0028944016,0.0058139563,0.008784771,0.005899787,0.0059348345,0.004858494
99,124.3,3.65,100,4.822698,1.2947272,0.0024166107,0.008253217,0.0027662516,0.002773881,0.01398623,0.0084866285,-0.0028368235,0.0028368235,0.011428714,0.00576365,0.0028944016,0.0058139563,0.008784771,0.005899787,0.0016140938
100,124.7,3.67,101,4.825911,1.3001916,0.0032129288,0.0054644346,0.008253217,0.0027662516,0.002773881,0.01398623,0.0084866285,-0.0028368235,0.0028368235,0.011428714,0.00576365,0.0028944016,0.0058139563,0.008784771,0.0024166107
101,125.0,3.67,102,4.828314,1.3001916,0.0024027824,0.0,0.0054644346,0.008253217,0.0027662516,0.002773881,0.01398623,0.0084866285,-0.0028368235,0.0028368235,0.011428714,0.00576365,0.0028944016,0.0058139563,0.0032129288
102,125.5,3.69,103,4.832306,1.3056265,0.0039920807,0.0054348707,0.0,0.0054644346,0.008253217,0.0027662516,0.002773881,0.01398623,0.0084866285,-0.0028368235,0.0028368235,0.011428714,0.00576365,0.0028944016,0.0024027824
103,125.7,3.71,104,4.833898,1.3110319,0.0015921593,0.005405426,0.0054348707,0.0,0.0054644346,0.008253217,0.0027662516,0.002773881,0.01398623,0.0084866285,-0.0028368235,0.0028368235,0.011428714,0.00576365,0.0039920807
104,126.2,3.77,105,4.8378677,1.327075,0.0039696693,0.016043067,0.005405426,0.0054348707,0.0,0.0054644346,0.008253217,0.0027662516,0.002773881,0.01398623,0.0084866285,-0.0028368235,0.0028368235,0.011428714,0.0015921593
105,126.6,3.79,106,4.8410325,1.332366,0.0031647682,0.005290985,0.016043067,0.005405426,0.0054348707,0.0,0.0054644346,0.008253217,0.0027662516,0.002773881,0.01398623,0.0084866285,-0.0028368235,0.0028368235,0.0039696693
106,126.9,3.78,107,4.8433995,1.329724,0.0023670197,-0.0026420355,0.005290985,0.016043067,0.005405426,0.0054348707,0.0,0.0054644346,0.008253217,0.0027662516,0.002773881,0.01398623,0.0084866285,-0.0028368235,0.0031647682
107,127.3,3.8,108,4.8465466,1.3350011,0.0031471252,0.005277157,-0.0026420355,0.005290985,0.016043067,0.005405426,0.0054348707,0.0,0.0054644346,0.008253217,0.0027662516,0.002773881,0.01398623,0.0084866285,0.0023670197
108,127.7,3.82,109,4.849684,1.3402504,0.0031371117,0.005249262,0.005277157,-0.0026420355,0.005290985,0.016043067,0.005405426,0.0054348707,0.0,0.0054644346,0.008253217,0.0027662516,0.002773881,0.01398623,0.0031471252
109,128.6,3.83,110,4.856707,1.3428648,0.0070233345,0.002614379,0.005249262,0.005277157,-0.0026420355,0.005290985,0.016043067,0.005405426,0.0054348707,0.0,0.0054644346,0.008253217,0.0027662516,0.002773881,0.0031371117
110,129.8,3.85,111,4.865995,1.3480731,0.009287834,0.005208373,0.002614379,0.005249262,0.005277157,-0.0026420355,0.005290985,0.016043067,0.005405426,0.0054348707,0.0,0.0054644346,0.008253217,0.0027662516,0.0070233345
111,130.7,3.88,112,4.872905,1.3558352,0.0069098473,0.0077620745,0.005208373,0.002614379,0.005249262,0.005277157,-0.0026420355,0.005290985,0.016043067,0.005405426,0.0054348707,0.0,0.0054644346,0.008253217,0.009287834
112,131.5,3.9,113,4.879007,1.3609766,0.006102085,0.0051413774,0.0077620745,0.005208373,0.002614379,0.005249262,0.005277157,-0.0026420355,0.005290985,0.016043067,0.005405426,0.0054348707,0.0,0.0054644346,0.0069098473
113,132.4,3.92,114,4.8858275,1.3660917,0.0068206787,0.0051151514,0.0051413774,0.0077620745,0.005208373,0.002614379,0.005249262,0.005277157,-0.0026420355,0.005290985,0.016043067,0.005405426,0.0054348707,0.0,0.006102085
114,132.7,3.95,115,4.888091,1.3737156,0.002263546,0.007623911,0.0051151514,0.0051413774,0.0077620745,0.005208373,0.002614379,0.005249262,0.005277157,-0.0026420355,0.005290985,0.016043067,0.005405426,0.0054348707,0.0068206787
115,135.1,3.95,116,4.9060154,1.3737156,0.017924309,0.0,0.007623911,0.0051151514,0.0051413774,0.0077620745,0.005208373,0.002614379,0.005249262,0.005277157,-0.0026420355,0.005290985,0.016043067,0.005405426,0.002263546
116,135.5,4.03,117,4.908972,1.3937664,0.0029563904,0.020050764,0.0,0.007623911,0.0051151514,0.0051413774,0.0077620745,0.005208373,0.002614379,0.005249262,0.005277157,-0.0026420355,0.005290985,0.016043067,0.017924309
117,136.6,4.04,118,4.917057,1.3962446,0.008085251,0.002478242,0.020050764,0.0,0.007623911,0.0051151514,0.0051413774,0.0077620745,0.005208373,0.002614379,0.005249262,0.005277157,-0.0026420355,0.005290985,0.0029563904
118,137.6,4.05,119,4.9243507,1.3987169,0.007293701,0.0024722815,0.002478242,0.020050764,0.0,0.007623911,0.0051151514,0.0051413774,0.0077620745,0.005208373,0.002614379,0.005249262,0.005277157,-0.0026420355,0.008085251
119,138.5,4.05,120,4.9308705,1.3987169,0.0065197945,0.0,0.0024722815,0.002478242,0.020050764,0.0,0.007623911,0.0051151514,0.0051413774,0.0077620745,0.005208373,0.002614379,0.005249262,0.005277157,0.007293701
120,139.7,4.07,121,4.9394975,1.403643,0.008626938,0.0049260855,0.0,0.0024722815,0.002478242,0.020050764,0.0,0.007623911,0.0051151514,0.0051413774,0.0077620745,0.005208373,0.002614379,0.005249262,0.0065197945
121,141.5,4.09,122,4.9522996,1.408545,0.012802124,0.004902005,0.0049260855,0.0,0.0024722815,0.002478242,0.020050764,0.0,0.007623911,0.0051151514,0.0051413774,0.0077620745,0.005208373,0.002614379,0.008626938
