,id,educ,date,state,regprc,ecoprc,inseason,hhsize,male,faminc,age,reglbs,ecolbs,numlt5,num5_17,num18_64,numgt64
67,10306,18,110997,GA,0.59,0.79,1,4,1,85,22,1.5,0.0,0,0,4,0
68,10307,12,111197,PA,0.59,0.99,1,4,0,65,39,0.0,4.0,0,0,4,0
69,10308,12,10798,VA,0.59,0.99,0,4,0,35,38,1.0,1.0,0,2,2,0
70,10309,16,10498,OH,0.89,1.29,0,3,0,130,42,1.3333334,0.0,0,0,2,1
71,10310,16,111697,MD,1.19,1.59,1,1,0,45,33,1.0,0.0,0,0,1,0
72,10314,14,111397,VA,0.89,1.29,1,2,0,55,35,0.0,2.0,0,0,2,0
73,10315,14,111297,OH,0.59,0.99,1,3,0,35,26,2.5,0.0,0,1,2,0
74,10330,13,122397,NV,0.89,1.09,0,4,0,25,49,0.0,1.0,0,1,3,0
75,10345,14,122097,TX,1.19,1.19,0,2,1,25,63,10.0,0.0,0,0,2,0
76,10348,18,111097,MN,0.59,0.79,1,2,0,45,61,0.0,5.0,0,0,2,0
77,10350,16,112097,SD,1.19,1.19,1,4,0,55,47,0.0,1.3333334,0,2,2,0
78,10355,16,10498,TX,0.89,0.89,0,4,0,85,39,0.0,0.0,0,2,2,0
79,10363,14,112197,TN,1.19,1.39,1,4,1,45,35,0.0,3.3333333,0,3,1,0
80,10374,16,111297,NY,0.89,1.09,1,6,0,25,24,3.3333333,3.3333333,4,0,2,0
81,10377,18,111297,NY,0.89,1.29,1,3,0,45,30,1.0,1.5,0,0,3,0
82,10381,12,111797,FL,1.19,1.19,1,3,0,35,42,0.0,5.0,0,1,2,0
83,10382,12,111397,FL,0.89,1.29,1,4,1,45,26,0.0,2.0,2,0,2,0
84,10386,15,111597,OH,0.89,1.09,1,2,0,35,80,1.3333334,0.0,0,0,0,2
85,10388,12,111897,FL,1.19,1.59,1,3,1,55,38,3.0,0.0,1,0,2,0
86,10389,12,110997,GA,0.59,0.79,1,3,1,25,52,0.0,3.0,0,0,3,0
87,10390,13,111297,CT,0.89,1.29,1,1,1,15,75,2.0,0.0,0,0,0,1
88,10392,14,122797,NY,1.19,1.59,0,3,0,85,28,0.0,1.3333334,1,0,2,0
89,10395,16,111297,GA,0.89,1.29,1,5,0,55,39,5.0,0.0,1,2,2,0
90,10401,11,111297,IN,0.89,1.29,1,1,0,15,78,5.0,0.0,0,0,0,1
91,10406,14,111897,ID,1.19,1.59,1,3,0,25,46,0.0,0.5,0,2,1,0
92,10413,16,111297,CA,0.89,1.09,1,2,0,95,52,1.0,0.0,0,0,2,0
93,10417,12,112397,CA,0.89,0.89,1,5,0,45,22,0.0,2.0,1,0,4,0
94,10421,14,112397,NV,0.59,0.59,1,5,0,75,41,2.0,2.0,0,0,5,0
95,10425,12,111097,TX,0.59,0.59,1,4,1,25,33,0.0,4.0,0,3,1,0
96,10428,12,111597,TX,0.89,0.89,1,2,0,55,61,0.0,3.0,0,0,2,0
97,10429,13,112297,LA,0.89,0.89,1,4,1,55,39,0.0,2.0,0,2,2,0
98,10430,12,111897,IL,0.89,0.89,1,5,0,65,34,0.6666667,0.6666667,0,3,2,0
99,10431,16,111597,FL,0.59,0.99,1,5,0,35,35,6.0,0.33333334,0,3,2,0
100,10434,16,112097,MN,0.89,0.89,1,2,0,45,22,1.0,0.0,0,0,2,0
101,10448,12,110997,TX,0.59,0.99,1,3,0,65,59,0.0,1.3333334,0,0,2,1
102,10449,14,111597,WI,0.89,0.89,1,2,0,95,46,0.0,0.33333334,0,0,2,0
103,10450,12,121897,IL,1.19,1.19,0,4,1,95,34,0.0,2.0,2,0,2,0
104,10461,12,111397,MI,0.89,1.09,1,4,1,75,48,1.0,1.0,1,1,2,0
105,10465,16,122897,IN,0.59,0.59,0,1,1,75,44,0.0,1.0,0,0,1,0
106,10468,18,111797,SC,0.59,0.59,1,2,0,55,28,0.0,1.3333334,0,0,2,0
107,10469,16,111297,KY,0.59,0.59,1,1,1,35,32,0.0,0.0,0,0,1,0
108,10470,13,112197,MI,1.19,1.59,1,5,0,65,36,3.3333333,0.0,1,2,2,0
109,10475,11,112097,NY,0.89,1.29,1,2,0,15,68,0.0,3.0,0,0,0,2
110,10483,12,110997,NY,0.59,0.79,1,2,0,45,40,2.0,0.0,0,0,2,0
111,10493,15,112297,CO,1.19,1.59,1,1,1,55,43,0.0,0.0,0,0,1,0
112,10497,16,111497,NM,1.19,1.19,1,2,0,45,49,0.6666667,0.6666667,0,0,2,0
113,10499,18,122397,CA,0.89,1.09,0,1,1,45,36,0.0,1.0,0,0,1,0
114,10500,16,123197,CA,0.89,0.89,0,2,1,45,25,0.0,2.3333333,0,0,2,0
115,10508,20,112197,WA,0.89,1.09,1,2,0,75,32,0.0,1.6666666,0,0,2,0
116,10517,15,110997,MN,0.59,0.79,1,2,0,15,32,1.3333334,0.6666667,0,0,2,0
117,10518,16,121597,TN,1.19,1.19,0,3,0,45,36,1.0,1.0,0,2,1,0
118,10529,12,111497,OK,1.19,1.39,1,2,0,45,51,1.6666666,1.6666666,0,0,2,0
119,10544,12,112397,NY,1.19,1.39,1,1,0,25,35,5.0,0.0,0,0,1,0
120,10547,14,111397,OH,0.89,1.09,1,3,0,35,44,0.0,1.0,0,1,2,0
121,10552,9,111897,WV,0.89,1.29,1,2,0,25,54,0.0,0.33333334,0,0,2,0
122,10555,13,112197,PA,0.89,1.09,1,2,1,85,33,3.0,0.0,0,0,2,0
123,10557,15,112197,OH,1.19,1.19,1,3,0,105,35,0.0,1.3333334,1,0,2,0
124,10561,12,111897,NC,1.19,1.59,1,1,0,15,67,3.0,0.0,0,0,0,1
125,10565,14,111397,SC,0.89,0.89,1,5,0,65,50,0.0,2.0,0,2,3,0
126,10567,16,111997,MI,0.59,0.59,1,5,0,35,24,1.0,1.0,2,1,2,0
127,10572,16,111597,GA,0.89,0.89,1,2,1,45,23,0.5,0.5,0,0,2,0
128,10590,13,121397,CA,0.89,1.29,0,4,0,95,25,2.0,0.0,1,1,2,0
129,10603,16,111897,AR,1.19,1.59,1,8,0,55,34,3.0,0.0,2,4,2,0
130,10604,13,111597,WI,1.19,1.59,1,1,0,15,83,0.0,0.0,0,0,0,1
131,10621,18,122397,KS,0.59,0.59,0,2,0,65,60,0.0,5.0,0,0,2,0
132,10623,13,110997,FL,0.59,0.99,1,3,0,35,60,1.0,1.0,0,0,3,0
133,10627,14,111897,PA,1.19,1.19,1,2,0,45,69,0.0,2.0,0,0,0,2
134,10633,13,112097,VA,1.19,1.39,1,4,0,65,42,0.0,1.0,0,2,2,0
135,10639,16,111897,OH,0.59,0.79,1,4,0,55,30,0.0,2.0,2,0,2,0
136,10646,12,112097,OH,1.19,1.39,1,2,0,45,56,2.0,0.0,0,0,2,0
137,10660,14,112297,FL,0.89,0.89,1,7,0,25,44,1.3333334,1.3333334,0,4,3,0
138,10664,14,112197,KY,0.59,0.99,1,3,0,15,25,3.0,2.0,0,2,1,0
139,10667,12,112397,SC,0.89,1.29,1,4,0,45,69,5.0,0.0,0,1,2,1
140,10674,12,112297,MT,0.59,0.79,1,4,0,35,38,21.0,0.0,0,1,3,0
141,10675,13,121897,CA,0.89,0.89,0,1,0,25,77,1.3333334,0.6666667,0,0,0,1
142,10681,13,111497,NV,0.89,1.29,1,4,0,55,35,2.0,0.0,0,2,2,0
143,10687,18,121597,CA,1.19,1.59,0,2,0,65,48,0.0,2.0,0,0,2,0
144,10695,13,122897,IL,1.19,1.19,0,2,1,55,54,2.0,0.0,0,0,2,0
145,10698,16,112097,FL,0.89,1.09,1,1,1,85,66,1.0,0.0,0,0,1,0
146,10702,18,111697,WI,0.89,1.09,1,3,1,65,51,0.0,3.0,0,1,2,0
147,10710,15,111097,NE,0.59,0.59,1,6,0,45,39,0.0,2.0,0,4,2,0
148,10715,12,112497,WI,1.19,1.19,1,4,0,25,22,0.0,1.6666666,2,0,2,0
149,10716,15,110997,OH,0.59,0.99,1,2,1,55,31,0.0,1.6666666,1,0,1,0
150,10731,12,121897,RI,0.89,1.09,0,4,0,45,40,3.0,0.0,0,2,2,0
151,10743,14,120297,FL,0.89,0.89,0,3,0,35,34,0.0,2.0,1,0,2,0
152,10750,16,111897,NC,0.89,0.89,1,1,0,25,28,0.0,2.0,0,0,1,0
153,10753,16,120297,MI,0.89,1.29,0,4,0,65,27,1.0,1.0,2,0,2,0
154,10755,12,111197,OH,0.59,0.99,1,1,1,25,64,3.0,0.0,0,0,1,0
155,10756,14,111697,NJ,1.19,1.39,1,2,0,75,30,1.0,1.0,0,0,2,0
156,10758,12,111397,AZ,0.89,0.89,1,3,1,35,41,42.0,0.0,0,0,3,0
157,10762,14,111697,NM,1.19,1.59,1,3,0,55,63,3.3333333,0.0,0,0,3,0
158,10767,13,121297,WA,0.89,1.09,0,2,1,85,44,2.0,0.0,0,1,1,0
159,10773,18,111097,OR,0.59,0.79,1,3,0,25,53,2.6666667,0.0,0,1,2,0
160,10775,18,111097,CA,0.59,0.79,1,2,0,105,45,0.0,3.3333333,0,0,2,0
161,10778,16,111697,WI,0.89,1.09,1,1,0,35,45,0.0,2.0,0,0,1,0
162,10781,18,10898,IL,1.19,1.19,0,3,0,25,48,0.0,1.0,0,1,2,0
163,10788,16,112397,TX,0.89,0.89,1,1,1,25,27,0.6666667,0.6666667,0,0,1,0
164,10796,15,112197,OK,1.19,1.39,1,3,1,55,38,0.0,1.3333334,0,1,2,0
165,10802,12,111897,FL,0.59,0.79,1,3,0,35,49,0.0,2.0,0,0,3,0
166,10804,16,10498,NY,1.19,1.59,0,3,0,65,28,0.0,2.0,0,0,2,1
167,10805,20,112297,VA,0.59,0.59,1,5,0,175,30,42.0,0.0,0,1,3,1
168,10812,13,112097,NY,1.19,1.39,1,2,1,25,67,0.0,1.0,0,0,1,1
169,10819,12,111597,FL,1.19,1.39,1,3,1,35,25,0.0,3.0,1,0,2,0
170,10820,13,112297,NY,0.89,1.29,1,3,0,15,30,0.0,0.5,1,0,2,0
171,10824,16,111897,VT,1.19,1.39,1,3,1,65,44,0.0,0.0,0,0,3,0
172,10828,16,121997,PA,0.59,0.79,0,5,0,130,37,0.0,3.3333333,0,3,2,0
173,10834,13,121297,FL,1.19,1.39,0,7,0,35,44,5.0,2.0,2,1,3,1
174,10837,14,121397,CT,0.59,0.79,0,5,0,65,39,0.0,2.0,1,2,2,0
175,10843,12,110997,IN,0.59,0.99,1,1,0,105,57,0.0,1.0,0,0,1,0
176,10848,14,111697,CA,1.19,1.59,1,5,0,45,44,0.0,0.0,0,2,3,0
177,10856,16,111597,CA,0.59,0.79,1,7,1,130,50,4.0,0.0,1,1,5,0
178,10861,13,121897,TX,0.89,1.29,0,3,0,25,22,2.0,0.0,1,0,2,0
179,10867,12,111997,MN,1.19,1.19,1,7,0,85,20,0.0,3.0,0,2,5,0
180,10871,16,122797,MO,0.89,1.09,0,5,1,75,46,0.0,2.0,0,2,3,0
181,10879,16,111397,ND,0.89,1.29,1,5,0,105,33,8.0,0.0,2,1,2,0
182,10880,16,111797,TX,0.89,0.89,1,3,0,65,25,1.3333334,0.0,1,0,2,0
183,10882,12,111897,IL,0.59,0.79,1,1,0,45,71,0.0,1.0,0,0,0,1
184,10883,14,122397,MN,0.89,1.29,0,3,0,85,53,2.0,0.0,0,1,2,0
185,10892,14,112297,VA,1.19,1.59,1,5,0,55,27,4.0,0.0,1,2,2,0
186,10893,18,111397,NY,0.89,1.09,1,2,1,75,63,0.0,0.0,0,0,2,0
187,10910,13,121397,FL,0.89,1.09,0,2,0,45,45,1.0,0.0,0,1,1,0
188,10918,11,122397,MD,1.19,1.59,0,2,0,15,55,0.0,1.0,0,0,2,0
189,10927,12,111197,MI,0.59,0.99,1,6,0,65,62,0.0,2.0,0,3,3,0
190,10929,14,111897,WY,0.89,0.89,1,2,0,65,41,0.0,1.3333334,0,0,2,0
191,10939,17,112397,CA,0.89,1.09,1,5,0,75,42,1.0,1.0,2,1,2,0
192,10950,16,122997,TX,1.19,1.59,0,3,0,95,47,0.6666667,0.6666667,0,2,1,0
193,10951,17,111397,TX,0.89,1.09,1,4,0,35,31,1.0,0.0,2,0,2,0
194,10956,12,112097,WI,0.59,0.59,1,3,0,65,23,2.0,1.0,1,0,2,0
195,10970,16,111497,KS,0.89,1.29,1,2,0,85,62,0.0,1.0,0,0,2,0
196,10976,12,121197,NY,1.19,1.59,0,4,0,35,39,0.0,3.0,0,2,1,1
197,10979,13,111797,OH,0.59,0.99,1,5,0,35,34,1.0,2.0,0,3,2,0
198,10980,20,111297,MI,0.59,0.59,1,2,1,65,29,0.0,2.0,0,0,2,0
199,10982,16,111197,WV,0.59,0.59,1,4,1,95,35,0.0,3.0,0,2,2,0
200,10983,16,11198,SC,1.19,1.39,0,2,0,35,58,0.6666667,0.0,0,0,2,0
201,10991,16,113097,OH,0.59,0.99,1,4,0,105,50,2.0,0.0,0,0,4,0
202,10995,12,111897,NY,1.19,1.19,1,1,1,5,81,0.0,0.0,0,0,0,1
203,10997,17,112297,FL,0.59,0.99,1,2,0,45,32,0.0,3.0,0,0,2,0
204,10998,18,111497,NJ,0.89,1.09,1,3,1,65,51,0.0,0.6666667,0,1,2,0
205,11018,12,122797,MT,1.19,1.19,0,3,0,15,37,3.0,0.0,0,2,1,0
206,11022,16,111297,WA,0.59,0.59,1,4,1,85,52,2.0,0.6666667,0,1,3,0
207,11024,16,120497,CA,1.19,1.59,0,2,1,35,48,0.0,0.0,0,0,2,0
208,11031,16,10598,CA,1.19,1.39,0,2,0,65,38,0.0,4.0,0,0,2,0
209,11040,16,112097,OK,0.89,1.29,1,2,0,65,66,3.0,0.0,0,0,2,0
210,11041,14,111397,WI,0.89,0.89,1,1,1,55,47,0.0,2.3333333,0,0,1,0
211,11043,14,111897,MS,1.19,1.39,1,4,0,85,40,1.6666666,0.0,0,2,2,0
212,11048,12,111497,ND,0.59,0.59,1,2,0,25,22,0.0,0.5,0,0,2,0
213,11061,18,112097,MA,0.59,0.59,1,1,1,75,56,2.5,2.5,0,0,1,0
214,11064,12,122297,MA,1.19,1.19,0,1,0,35,53,0.0,2.0,0,0,1,0
215,11065,14,111897,OH,1.19,1.19,1,1,1,35,30,5.0,5.0,0,0,1,0
216,11067,16,111197,FL,0.59,0.79,1,1,0,25,81,2.0,0.0,0,0,0,1
217,11080,16,111497,NJ,1.19,1.59,1,2,0,35,28,1.0,1.0,0,0,2,0
218,11082,17,11998,MD,0.59,0.79,0,1,1,45,64,0.6666667,0.33333334,0,0,0,1
219,11085,12,112197,VA,0.89,1.29,1,4,0,15,27,0.0,1.5,1,0,3,0
220,11088,12,111497,MI,1.19,1.39,1,1,0,5,85,1.0,0.0,0,0,0,1
221,11098,18,111197,WV,0.59,0.59,1,4,1,95,47,0.0,1.0,0,2,2,0
222,11114,20,112097,CA,0.89,1.09,1,3,0,45,55,2.0,0.0,1,0,2,0
223,11117,16,11098,CA,0.59,0.59,0,3,1,85,36,0.0,2.0,0,2,1,0
224,11119,16,111197,CA,0.59,0.99,1,3,0,45,44,3.0,0.0,0,2,1,0
225,11142,12,10798,CT,0.89,0.89,0,2,1,45,60,10.0,5.0,0,0,2,0
226,11144,12,122097,NJ,0.59,0.99,0,3,0,35,38,0.0,0.6666667,1,0,2,0
227,11146,12,11198,DE,0.59,0.79,0,2,1,55,27,1.0,0.0,0,0,2,0
228,11148,16,112397,PA,0.59,0.59,1,2,1,65,33,0.0,2.0,1,0,1,0
229,11149,12,111197,NY,0.59,0.79,1,1,1,35,66,1.0,1.0,0,0,0,1
230,11161,16,111697,OH,1.19,1.19,1,3,1,75,47,0.0,2.5,0,1,2,0
231,11162,12,111497,ME,1.19,1.19,1,5,0,25,43,0.0,3.0,0,3,2,0
232,11170,12,10998,CT,0.89,0.89,0,3,1,65,41,0.0,5.0,0,1,2,0
233,11180,13,112097,PA,0.89,1.29,1,2,0,35,46,2.0,0.0,0,0,2,0
234,11184,15,121497,UT,0.59,0.59,0,4,0,25,44,1.0,0.0,1,0,3,0
235,11194,13,111697,CA,1.19,1.59,1,4,0,175,36,0.0,3.3333333,2,0,2,0
236,11209,14,111797,MN,0.89,1.09,1,1,1,15,34,5.0,0.0,0,0,1,0
237,11214,18,111597,TX,0.89,1.29,1,3,0,55,35,0.0,1.3333334,1,0,2,0
238,11217,12,111297,AR,0.59,0.79,1,2,0,25,51,2.0,1.0,0,1,1,0
239,11225,14,111297,NY,0.59,0.59,1,4,0,75,33,0.0,1.0,2,0,2,0
240,11228,18,112097,MA,1.19,1.39,1,4,0,130,35,1.0,1.0,2,0,2,0
241,11233,20,112397,DC,1.19,1.59,1,2,0,25,60,0.0,1.5,0,0,2,0
242,11243,14,111497,NC,1.19,1.59,1,2,0,45,63,0.0,2.5,0,0,2,0
243,11252,12,111597,MD,0.89,1.29,1,1,0,15,66,0.0,1.3333334,0,0,0,1
244,11256,12,111497,NJ,1.19,1.59,1,4,0,65,46,0.0,5.0,0,0,4,0
245,11258,16,111397,NY,0.59,0.99,1,1,1,55,37,0.0,2.0,0,0,1,0
246,11267,18,121797,ID,0.89,1.29,0,2,0,35,67,1.0,1.0,0,0,0,2
247,11271,16,111597,CA,1.19,1.19,1,3,0,45,38,0.0,1.3333334,0,2,1,0
248,11276,15,111897,NV,0.89,1.09,1,4,1,175,22,0.0,5.0,0,0,4,0
249,11279,16,111697,CA,0.89,1.09,1,4,0,175,49,0.0,1.3333334,0,2,2,0
250,11283,18,121797,WI,0.59,0.59,0,2,1,45,65,0.0,2.0,0,0,0,2
251,11284,18,111597,IL,1.19,1.39,1,3,0,85,45,0.0,5.0,0,0,3,0
252,11286,16,111597,KS,0.89,0.89,1,5,0,35,41,0.0,3.0,1,1,3,0
253,11287,12,112297,IA,1.19,1.59,1,4,0,25,21,1.0,0.0,2,0,2,0
254,11288,13,121597,TX,0.59,0.79,0,4,0,105,58,3.0,2.0,0,2,0,2
255,11290,14,121597,LA,0.59,0.99,0,1,1,25,43,1.6666666,0.0,0,0,1,0
256,11292,16,11998,TN,0.59,0.59,0,3,0,250,46,0.6666667,0.6666667,0,1,2,0
257,11305,18,122897,VA,0.59,0.59,0,2,0,75,31,0.0,1.6666666,0,0,2,0
258,11306,15,111597,FL,1.19,1.39,1,3,0,45,37,0.6666667,0.6666667,0,1,2,0
259,11312,12,112497,PA,0.59,0.99,1,4,0,25,43,0.0,0.0,0,1,3,0
260,11315,13,111597,PA,0.89,0.89,1,3,0,45,60,0.0,1.3333334,0,0,2,1
261,11322,14,120697,MI,0.59,0.99,0,3,0,75,64,5.0,0.0,0,1,2,0
262,11323,12,121897,NC,0.89,1.29,0,2,0,35,44,2.0,0.0,0,0,2,0
263,11354,13,122097,CA,0.89,1.09,0,6,1,55,56,2.0,0.0,0,0,5,1
264,11386,12,112597,MN,1.19,1.39,1,1,0,5,75,1.3333334,0.0,0,0,0,1
265,11388,16,121997,NJ,0.89,1.09,0,2,0,130,35,0.0,2.0,0,0,2,0
266,11391,20,120297,OH,0.59,0.59,0,2,0,55,62,0.0,1.6666666,0,0,2,0
267,11403,13,112597,GA,0.59,0.59,1,2,0,45,44,0.0,1.0,0,1,1,0
268,11404,18,112697,MD,0.59,0.59,1,3,0,65,62,0.0,1.3333334,0,2,1,0
269,11412,14,121997,SC,0.89,1.09,0,3,0,25,35,2.0,0.0,0,2,1,0
270,11420,15,120297,DC,0.89,1.09,0,1,0,75,48,1.0,1.0,0,0,1,0
271,11426,12,112597,VT,0.59,0.79,1,4,1,35,49,2.0,0.0,0,2,2,0
272,11427,12,120297,WV,0.59,0.79,0,3,0,55,33,3.0,0.0,0,1,2,0
273,11433,16,122297,CT,0.89,0.89,0,1,1,45,41,0.0,1.6666666,0,0,1,0
274,11434,12,121997,CO,0.89,1.29,0,2,1,25,20,1.0,0.0,0,0,2,0
275,11437,15,120597,TX,0.89,1.09,0,7,0,35,21,0.0,2.0,0,3,4,0
276,11442,12,112597,CA,0.59,0.59,1,2,0,65,55,0.0,2.0,0,0,2,0
277,11447,13,121697,CA,0.59,0.79,0,2,0,130,30,1.0,0.0,0,0,2,0
278,11448,12,120497,CA,1.19,1.59,0,1,1,15,34,3.0,0.0,0,0,1,0
279,11449,15,11798,CA,1.19,1.19,0,2,1,45,42,0.0,1.5,0,0,2,0
280,11456,18,120297,OK,1.19,1.19,0,2,1,55,71,0.0,2.0,0,0,0,2
281,11457,13,121797,MS,0.89,1.29,0,2,0,45,25,0.0,2.0,0,0,2,0
282,11460,13,112597,WI,1.19,1.59,1,5,0,35,42,3.0,0.0,0,3,2,0
283,11467,13,112597,MN,0.89,1.29,1,6,0,45,33,2.5,2.5,1,3,2,0
284,11480,17,120297,NY,0.89,1.09,0,3,0,95,46,0.0,4.0,1,0,2,0
285,11486,16,121397,NY,1.19,1.39,0,2,1,85,31,1.6666666,0.0,0,0,2,0
286,11487,12,112997,MA,0.59,0.79,1,1,1,85,51,6.0,0.0,0,0,1,0
287,11492,16,112597,TN,0.89,0.89,1,3,0,5,46,0.0,2.0,0,0,3,0
288,11494,12,112597,OH,0.59,0.59,1,4,0,65,34,0.0,5.0,0,2,2,0
289,11495,16,113097,NJ,0.59,0.99,1,4,1,105,46,1.6666666,0.0,0,2,2,0
290,11497,13,121697,NY,0.89,1.29,0,2,1,65,40,1.0,0.0,0,0,2,0
