,emp232,wage232,emp236,wage236,emp234,wage234,emp314,wage314,emp228,wage228,emp233,wage233,emp394,wage394,emp231,wage231,emp226,wage226,emp387,wage387,emp056,wage056,unem,cpi,minwage,lemp232,lwage232,gemp232,gwage232,lminwage,gmwage,gmwage_1,gmwage_2,gmwage_3,gmwage_4,gmwage_5,gmwage_6,gmwage_7,gmwage_8,gmwage_9,gmwage_10,gmwage_11,gmwage_12,lemp236,gcpi,lcpi,lwage236,gemp236,gwage236,lemp234,lwage234,gemp234,gwage234,lemp314,lwage314,gemp314,gwage314,t
12,268.4,0.91,58.7,1.02,105.7,0.97,273.8,1.05,177.6,1.06,364.9,1.58,74.8,1.11,153.7,1.36,92.9,1.22,41.8,1.17,577.0,1.01,3.0,23.7,0.4,5.5924783,-0.09431065,-0.009271622,-0.0109290555,-0.9162907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0724397,0.0127391815,3.1654751,0.01980261,0.008554459,0.029852936,4.660605,-0.030459179,-0.0084786415,0.010362839,5.6123977,0.04879012,0.012495518,0.009569444,13
13,272.6,0.91,60.2,1.03,107.0,0.98,275.6,1.05,178.8,1.08,372.6,1.59,77.1,1.12,153.2,1.36,93.7,1.24,42.0,1.18,563.6,1.0,3.4,23.5,0.4,5.6080055,-0.09431065,0.015527248,0.0,-0.9162907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0976725,-0.008474827,3.1570003,0.029558774,0.025232792,0.009756165,4.6728287,-0.020202687,0.012223721,0.010256492,5.6189504,0.04879012,0.006552696,0.0,14
14,274.3,0.91,60.0,1.01,106.4,0.98,272.4,1.06,179.8,1.08,367.2,1.56,79.1,1.13,154.3,1.37,93.3,1.24,42.5,1.18,608.0,1.02,3.1,23.4,0.4,5.6142225,-0.09431065,0.006217003,0.0,-0.9162907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0943446,-0.0042643547,3.152736,0.009950321,-0.0033278465,-0.019608453,4.667206,-0.020202687,-0.005622864,0.0,5.6072717,0.058268853,-0.011678696,0.009478733,15
15,272.1,0.91,55.7,0.96,103.9,0.98,254.6,1.07,178.2,1.08,328.9,1.43,80.5,1.13,151.4,1.35,93.8,1.24,42.2,1.19,597.6,1.02,3.1,23.8,0.4,5.6061697,-0.09431065,-0.008052826,0.0,-0.9162907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01998,0.016949654,3.1696856,-0.040822018,-0.07436466,-0.05077234,4.643429,-0.020202687,-0.023777008,0.0,5.539694,0.0676587,-0.06757784,0.0093898475,16
16,270.7,0.92,56.6,0.99,101.6,0.98,244.0,1.06,177.4,1.08,317.2,1.42,81.0,1.14,149.7,1.35,93.2,1.24,41.9,1.19,600.7,1.02,2.4,23.9,0.4,5.6010113,-0.08338159,-0.0051584244,0.0109290555,-0.9162907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.036009,0.004192829,3.1738784,-0.010050327,0.016028881,0.030771691,4.6210437,-0.020202687,-0.02238512,0.0,5.497168,0.058268853,-0.04252577,-0.0093898475,17
17,269.6,0.91,59.4,1.04,99.9,0.98,254.8,1.07,177.1,1.08,324.9,1.47,81.5,1.14,150.9,1.35,92.6,1.24,41.8,1.21,600.7,1.04,2.0,24.1,0.4,5.5969396,-0.09431065,-0.0040717125,-0.0109290555,-0.9162907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0842943,0.008333445,3.1822119,0.039220676,0.048285484,0.049271002,4.60417,-0.020202687,-0.016873837,0.0,5.5404787,0.0676587,0.043310642,0.0093898475,18
18,254.8,0.92,57.3,1.04,94.8,0.97,258.2,1.06,171.8,1.08,326.4,1.56,79.9,1.13,141.9,1.33,91.1,1.23,38.8,1.22,558.4,1.04,2.4,24.4,0.4,5.5404787,-0.08338159,-0.056460857,0.0109290555,-0.9162907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0483007,0.012371302,3.1945832,0.039220676,-0.035993576,0.0,4.5517693,-0.030459179,-0.05240059,-0.010256492,5.5537343,0.058268853,0.013255596,-0.0093898475,19
19,264.5,0.91,59.0,1.04,101.5,0.99,264.0,1.08,173.5,1.1,364.5,1.61,84.7,1.15,153.5,1.35,92.0,1.25,41.2,1.24,540.9,1.04,2.5,24.5,0.4,5.5778413,-0.09431065,0.037362576,-0.0109290555,-0.9162907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0775375,0.0040898323,3.198673,0.039220676,0.029236794,0.0,4.620059,-0.010050327,0.06828976,0.020408852,5.575949,0.07696108,0.02221489,0.018692225,20
20,266.7,0.93,58.8,1.06,103.3,0.99,261.5,1.1,168.1,1.11,372.5,1.63,88.5,1.15,153.3,1.35,91.8,1.28,42.9,1.25,592.5,1.04,2.4,24.5,0.4,5.5861244,-0.07257068,0.008283138,0.021739967,-0.9162907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.074142,0.0,3.198673,0.058268853,-0.0033955574,0.019048177,4.6376376,-0.010050327,0.017578602,0.0,5.5664344,0.095310204,-0.009514809,0.018349126,21
21,267.1,0.92,59.6,1.05,105.8,1.01,259.1,1.09,164.2,1.11,370.6,1.56,89.4,1.16,150.8,1.33,92.0,1.28,42.8,1.26,625.5,1.06,1.9,24.4,0.4,5.587623,-0.08338159,0.0014986992,-0.010810912,-0.9162907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0876555,-0.0040898323,3.1945832,0.04879012,0.013513565,-0.009478733,4.6615505,0.009950321,0.023912907,0.020000648,5.5572143,0.08617773,-0.009220123,-0.009132475,22
22,264.6,0.93,58.8,1.05,106.1,1.01,250.1,1.09,162.2,1.11,370.7,1.59,86.9,1.18,144.5,1.33,92.7,1.29,41.7,1.26,635.8,1.05,2.4,24.2,0.4,5.5782194,-0.07257068,-0.009403706,0.010810912,-0.9162907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.074142,-0.008230448,3.1863527,0.04879012,-0.013513565,0.0,4.664382,0.009950321,0.002831459,0.0,5.521861,0.08617773,-0.035353184,0.0,23
23,254.8,0.93,56.8,1.04,103.4,1.0,253.3,1.09,162.8,1.11,373.0,1.58,76.2,1.18,143.6,1.34,93.1,1.29,38.9,1.27,700.9,1.05,2.6,24.1,0.4,5.5404787,-0.07257068,-0.037740707,0.0,-0.9162907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0395365,-0.004140854,3.1822119,0.039220676,-0.034605503,-0.009569444,4.638605,0.0,-0.025776863,-0.009950321,5.5345745,0.08617773,0.012713432,0.0,24
24,244.1,0.94,57.7,1.08,100.4,1.0,257.4,1.09,158.2,1.11,374.2,1.62,65.8,1.18,143.8,1.34,91.1,1.29,35.0,1.26,581.1,1.06,4.1,24.0,0.4,5.497578,-0.061875407,-0.042900562,0.010695275,-0.9162907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0552573,-0.00415802,3.1780539,0.07696108,0.015720844,0.037740402,4.6091623,0.0,-0.029442787,0.0,5.550631,0.08617773,0.016056538,0.0,25
25,260.6,0.92,60.0,1.08,101.5,1.0,259.7,1.09,155.0,1.11,387.0,1.59,66.4,1.17,146.5,1.33,91.7,1.29,33.2,1.27,560.5,1.04,4.7,23.8,0.4,5.562987,-0.08338159,0.06540871,-0.021506187,-0.9162907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0943446,-0.008368254,3.1696856,0.07696108,0.039087296,0.0,4.620059,0.0,0.010896683,0.0,5.5595274,0.08617773,0.008896351,0.0,26
26,262.4,0.93,60.5,1.07,100.5,1.01,259.0,1.09,149.3,1.11,380.9,1.54,66.9,1.18,144.8,1.34,91.2,1.29,32.9,1.27,576.0,1.04,4.7,23.8,0.4,5.56987,-0.07257068,0.0068831444,0.010810912,-0.9162907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1026435,0.0,3.1696856,0.0676587,0.008298874,-0.009302378,4.6101575,0.009950321,-0.009901524,0.009950321,5.556828,0.08617773,-0.0026993752,0.0,27
27,261.5,0.92,56.1,1.01,98.0,1.0,253.1,1.09,139.5,1.11,349.9,1.44,68.3,1.18,141.2,1.32,90.5,1.29,32.5,1.26,648.2,1.06,4.4,23.9,0.4,5.5664344,-0.08338159,-0.0034356117,-0.010810912,-0.9162907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.027136,0.004192829,3.1738784,0.009950321,-0.07550764,-0.05770838,4.5849676,0.0,-0.025189877,-0.009950321,5.533785,0.08617773,-0.023043156,0.0,28
28,260.5,0.92,54.8,1.0,96.6,0.99,240.2,1.08,137.9,1.11,317.4,1.38,69.6,1.17,126.2,1.32,88.9,1.29,32.1,1.27,593.5,1.06,4.4,23.8,0.4,5.562603,-0.08338159,-0.0038313866,0.0,-0.9162907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0036902,-0.004192829,3.1696856,0.0,-0.023445606,-0.009950321,4.5705786,-0.010050327,-0.014389038,-0.010050327,5.481472,0.07696108,-0.05231285,-0.009216651,29
29,257.4,0.92,59.4,1.03,94.7,1.0,247.7,1.08,137.1,1.11,320.5,1.42,69.4,1.16,128.9,1.3,86.8,1.28,32.2,1.27,583.2,1.06,4.3,23.9,0.4,5.550631,-0.08338159,-0.0119719505,0.0,-0.9162907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0842943,0.004192829,3.1738784,0.029558774,0.08060408,0.029558774,4.550714,0.0,-0.01986456,0.010050327,5.5122185,0.07696108,0.03074646,0.0,30
30,243.2,0.92,60.3,1.03,92.7,0.98,250.9,1.07,131.6,1.12,327.0,1.51,67.1,1.15,123.1,1.28,84.6,1.27,31.0,1.27,536.7,1.05,5.0,23.7,0.4,5.493884,-0.08338159,-0.05674696,0.0,-0.9162907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.099332,-0.008403301,3.1654751,0.029558774,0.015037537,0.0,4.5293684,-0.020202687,-0.021345615,-0.020202687,5.5250545,0.0676587,0.012835979,-0.009302378,31
31,257.7,0.9,63.9,1.04,100.0,0.99,259.4,1.08,137.7,1.11,378.1,1.55,73.6,1.14,136.9,1.32,86.0,1.28,32.3,1.26,515.1,1.05,4.7,23.8,0.4,5.551796,-0.105360545,0.057911873,-0.021978952,-0.9162907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1573195,0.004210472,3.1696856,0.039220676,0.05798769,0.009661902,4.6051702,-0.010050327,0.07580185,0.01015236,5.558371,0.07696108,0.033316612,0.009302378,32
32,269.8,0.92,64.2,1.05,105.6,1.0,255.5,1.09,144.4,1.11,393.2,1.57,82.2,1.17,139.7,1.33,89.1,1.29,33.5,1.27,582.2,1.07,4.4,23.9,0.4,5.597681,-0.08338159,0.045885086,0.021978952,-0.9162907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.162003,0.004192829,3.1738784,0.04879012,0.0046834946,0.009569444,4.6596584,0.0,0.054488182,0.010050327,5.5432224,0.08617773,-0.01514864,0.009216651,33
33,276.5,0.92,64.4,1.05,108.5,1.01,249.2,1.09,149.1,1.12,382.9,1.53,85.8,1.17,134.6,1.32,91.0,1.29,34.2,1.28,588.4,1.04,5.3,23.7,0.4,5.622211,-0.08338159,0.024529934,0.0,-0.9162907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1651134,-0.008403301,3.1654751,0.04879012,0.0031104088,0.0,4.68675,0.009950321,0.027091503,0.009950321,5.5182557,0.08617773,-0.024966717,0.0,34
34,276.1,0.92,61.9,1.03,109.5,1.01,232.4,1.08,151.8,1.12,352.8,1.44,84.0,1.18,124.2,1.33,93.4,1.29,34.0,1.29,593.5,1.05,4.5,23.8,0.4,5.6207633,-0.08338159,-0.0014476776,0.0,-0.9162907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12552,0.004210472,3.1696856,0.029558774,-0.03959322,-0.019231346,4.6959248,0.009950321,0.009174824,0.0,5.44846,0.07696108,-0.06979561,-0.009216651,35
35,271.5,0.92,60.5,1.05,105.1,1.01,247.2,1.07,153.4,1.12,373.0,1.51,71.4,1.17,133.5,1.32,94.0,1.29,33.5,1.29,670.9,1.07,5.0,23.6,0.4,5.603962,-0.08338159,-0.016801357,0.0,-0.9162907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1026435,-0.008438826,3.1612468,0.04879012,-0.02287674,0.019231346,4.6549125,0.009950321,-0.041012287,0.0,5.5101976,0.0676587,0.061737537,-0.009302378,36
36,265.7,0.93,61.4,1.07,102.8,1.02,254.9,1.08,153.4,1.11,380.2,1.54,61.1,1.19,136.0,1.33,93.4,1.3,32.4,1.29,545.0,1.07,6.1,23.5,0.4,5.582368,-0.07257068,-0.021594048,0.010810912,-0.9162907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1174097,-0.0042464733,3.1570003,0.0676587,0.014766216,0.01886858,4.6327853,0.01980261,-0.022127151,0.009852288,5.540871,0.07696108,0.030673504,0.009302378,37
37,268.6,0.98,64.0,1.1,106.4,1.04,257.4,1.1,155.1,1.12,397.3,1.55,64.6,1.19,140.9,1.33,94.1,1.29,31.4,1.29,527.5,1.03,6.3,23.5,0.75,5.593223,-0.020202687,0.010855198,0.052367993,-0.2876821,0.6286086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.158883,0.0,3.1570003,0.095310204,0.04147339,0.027651504,4.667206,0.039220676,0.03442049,0.019418066,5.550631,0.095310204,0.009759903,0.018349126,38
38,270.6,0.98,63.7,1.09,107.0,1.05,257.4,1.11,154.2,1.12,388.5,1.48,67.0,1.2,141.1,1.33,93.7,1.3,31.0,1.3,553.3,1.03,5.9,23.6,0.75,5.6006417,-0.020202687,0.0074186325,0.0,-0.2876821,0.0,0.6286086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1541843,0.0042464733,3.1612468,0.08617773,-0.0046987534,-0.009132475,4.6728287,0.04879012,0.005622864,0.009569444,5.550631,0.10436003,0.0,0.009049825,39
39,267.5,0.99,59.1,1.04,105.1,1.05,244.3,1.11,150.6,1.12,351.4,1.41,71.0,1.21,137.8,1.31,92.5,1.29,30.7,1.3,581.1,1.06,5.2,23.6,0.75,5.5891194,-0.010050327,-0.011522293,0.01015236,-0.2876821,0.0,0.0,0.6286086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.079231,0.0,3.1612468,0.039220676,-0.074953556,-0.046957053,4.6549125,0.04879012,-0.017916203,0.0,5.498397,0.10436003,-0.052234173,0.0,40
40,265.1,0.98,58.1,1.05,100.5,1.05,240.4,1.11,149.3,1.13,329.9,1.39,73.6,1.21,135.0,1.31,90.6,1.29,30.2,1.31,568.7,1.05,4.1,23.7,0.75,5.580107,-0.020202687,-0.009012222,-0.01015236,-0.2876821,0.0,0.0,0.0,0.6286086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0621657,0.0042283535,3.1654751,0.04879012,-0.017065048,0.009569444,4.6101575,0.04879012,-0.044754982,0.0,5.482304,0.10436003,-0.016092777,0.0,41
41,264.5,0.98,60.7,1.07,98.2,1.05,247.2,1.11,152.2,1.13,325.4,1.44,75.9,1.21,140.0,1.31,90.5,1.29,30.4,1.31,572.9,1.06,3.4,23.8,0.75,5.5778413,-0.020202687,-0.0022659302,0.0,-0.2876821,0.0,0.0,0.0,0.0,0.6286086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1059437,0.004210472,3.1696856,0.0676587,0.043777943,0.01886858,4.587006,0.04879012,-0.023151398,0.0,5.5101976,0.10436003,0.027893543,0.0,42
42,258.8,0.98,62.4,1.09,95.2,1.05,252.8,1.11,152.4,1.13,345.8,1.51,76.9,1.21,132.5,1.31,89.0,1.3,30.1,1.31,535.7,1.05,3.8,24.1,0.75,5.5560555,-0.020202687,-0.021785736,0.0,-0.2876821,0.0,0.0,0.0,0.0,0.0,0.6286086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1335654,0.012526274,3.1822119,0.08617773,0.027621746,0.018519029,4.5559797,0.04879012,-0.031026363,0.0,5.5325985,0.10436003,0.022400856,0.0,43
43,280.9,0.99,63.7,1.12,105.4,1.06,260.4,1.13,159.8,1.14,393.4,1.58,86.8,1.23,143.6,1.33,93.3,1.31,30.5,1.31,525.4,1.05,3.0,24.3,0.75,5.6379986,-0.010050327,0.081943035,0.01015236,-0.2876821,0.0,0.0,0.0,0.0,0.0,0.0,0.6286086,0.0,0.0,0.0,0.0,0.0,0.0,4.1541843,0.008264542,3.1904764,0.11332869,0.020618916,0.027150959,4.6577625,0.058268853,0.1017828,0.009478733,5.5622187,0.122217625,0.02962017,0.017857596,44
44,283.1,0.99,63.9,1.1,110.7,1.08,259.5,1.14,164.7,1.16,392.8,1.53,91.5,1.23,142.7,1.33,96.8,1.32,34.3,1.36,579.1,1.08,2.7,24.4,0.75,5.6458,-0.010050327,0.0078015327,0.0,-0.2876821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6286086,0.0,0.0,0.0,0.0,0.0,4.1573195,0.00410676,3.1945832,0.095310204,0.0031352043,-0.018018484,4.706824,0.07696108,0.0490613,0.018692225,5.558757,0.13102825,-0.0034618378,0.0088106245,45
45,284.5,1.0,64.3,1.12,112.8,1.09,253.4,1.15,166.5,1.23,383.4,1.55,94.7,1.24,143.6,1.34,97.9,1.37,35.8,1.39,595.6,1.07,2.3,24.6,0.75,5.6507335,0.0,0.0049333572,0.010050327,-0.2876821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6286086,0.0,0.0,0.0,0.0,4.16356,0.008163214,3.2027464,0.11332869,0.006240368,0.018018484,4.7256165,0.08617773,0.01879263,0.009216651,5.5349693,0.13976192,-0.023787498,0.008733675,46
46,283.0,1.02,60.9,1.09,110.7,1.1,248.4,1.16,166.7,1.23,356.2,1.48,90.5,1.26,142.5,1.36,97.4,1.4,36.9,1.42,606.9,1.07,2.4,24.7,0.75,5.645447,0.01980261,-0.0052866936,0.01980261,-0.2876821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6286086,0.0,0.0,0.0,4.1092334,0.0040569305,3.2068033,0.08617773,-0.054326534,-0.027150959,4.706824,0.095310204,-0.01879263,0.009132475,5.5150404,0.14841998,-0.019928932,0.0086580515,47
47,281.0,1.04,61.3,1.13,106.5,1.11,251.7,1.16,165.9,1.23,380.8,1.56,78.6,1.29,143.1,1.45,97.5,1.41,37.1,1.43,689.5,1.09,2.9,25.0,0.75,5.638355,0.039220676,-0.007091999,0.019418066,-0.2876821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6286086,0.0,0.0,4.11578,0.012072563,3.218876,0.122217625,0.0065464973,0.036039896,4.668145,0.10436003,-0.038678646,0.009049825,5.528238,0.14841998,0.013197422,0.0,48
48,281.7,1.06,63.2,1.16,103.5,1.12,257.1,1.18,167.7,1.23,391.2,1.62,72.7,1.28,143.8,1.45,97.5,1.43,36.7,1.44,562.8,1.12,3.2,25.4,0.75,5.640843,0.058268853,0.0024881363,0.019048177,-0.2876821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6286086,0.0,4.146304,0.015873194,3.234749,0.14841998,0.030524254,0.02620235,4.6395717,0.11332869,-0.028573513,0.008968659,5.549465,0.1655144,0.02122736,0.017094418,49
49,290.2,1.06,65.6,1.18,107.6,1.13,261.7,1.19,169.1,1.23,406.2,1.62,77.4,1.32,146.4,1.45,98.6,1.43,37.4,1.43,555.6,1.1,2.9,25.7,0.75,5.6705704,0.058268853,0.029727459,0.0,-0.2876821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6286086,4.1835756,0.011741877,3.246491,0.1655144,0.0372715,0.017094418,4.6784205,0.122217625,0.038848877,0.0088889375,5.5671988,0.17395335,0.017733574,0.00843896,50
