,state,year,govelec,black,metro,unem,criv,crip,lcriv,lcrip,gcriv,gcrip,y81,y82,y83,y84,y85,y86,y87,y88,y89,y90,y91,y92,y93,ag0_14,ag15_17,ag18_24,ag25_34,incpc,polpc,gincpc,gpolpc,cag0_14,cag15_17,cag18_24,cag25_34,cunem,cblack,cmetro,pris,lpris,gpris,final1,final2
14,2,80,0,0.034,0.43400002,0.09592,4.773632,57.039803,1.5631075,4.0437493,-0.035853863,-0.008919716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2686567,0.054726366,0.14925373,0.22636816,13784.794,315.9204,0.115933485,-0.10066889,-0.009258918,-0.0048269844,0.0053331377,0.010487271,0.002670002,0.0400002,0.0015999984,132.00992,4.882877,0.087188244,0,0
15,2,81,0,0.0347,0.4317,0.09233,6.069378,58.933014,1.8032562,4.076401,0.24014866,0.0326519,1,0,0,0,0,0,0,0,0,0,0,0,0,0.26794258,0.05263158,0.13875598,0.23444977,15385.251,305.98087,0.109843224,-0.031967748,-0.0007141304,-0.0020947885,-0.010497752,0.0080816075,-0.003590002,0.06999993,-0.0023000336,142.0398,4.956107,0.07323027,0,0
16,2,82,1,0.0354,0.4294,0.09983,6.071111,54.397778,1.8035417,3.9963233,0.00028550625,-0.08007789,0,1,0,0,0,0,0,0,0,0,0,0,0,0.26444444,0.04888889,0.1311111,0.23555556,17119.225,280.0,0.106792755,-0.088732965,-0.0034981347,-0.0037426902,-0.0076448726,0.0011057854,0.0075,0.06999993,-0.0022999954,170.57416,5.13917,0.18306303,0,0
17,2,83,0,0.0361,0.4271,0.10308,6.02459,53.05123,1.7958494,3.9712582,-0.007692218,-0.025065184,0,0,1,0,0,0,0,0,0,0,0,0,0,0.26844263,0.047131147,0.125,0.23565574,17930.697,268.85245,0.046312097,-0.040626895,0.003998184,-0.001757741,-0.006111107,0.00010019302,0.0032499982,0.06999993,-0.0022999954,193.77777,5.266712,0.12754202,0,0
18,2,84,0,0.0368,0.4248,0.1015,6.0466924,53.43969,1.7995114,3.9785538,0.0036619902,0.0072956085,0,0,0,1,0,0,0,0,0,0,0,0,0,0.270428,0.046692606,0.12062257,0.23151751,17625.547,286.18677,-0.017164798,0.062481925,0.0019853783,-0.00043854237,-0.0043774317,-0.0041382406,-0.0015799999,0.07000017,-0.0022999954,219.67213,5.392136,0.12542391,0,0
19,2,85,0,0.0375,0.4225,0.09608,5.6973686,51.857143,1.7400044,3.9484928,-0.059507012,-0.030061007,0,0,0,0,1,0,0,0,0,0,0,0,0,0.27631578,0.046992484,0.116541356,0.22556391,18430.637,294.54886,0.04466494,0.028800262,0.005887775,0.00029987813,-0.004081211,-0.005953598,-0.005419998,0.06999993,-0.0022999954,251.55643,5.5276675,0.13553143,0,0
20,2,86,1,0.0382,0.4202,0.10908,5.5992646,55.711395,1.7226353,4.0201845,-0.017369151,0.07169175,0,0,0,0,0,1,0,0,0,0,0,0,0,0.27941176,0.04779412,0.113970585,0.21691178,17821.215,277.20587,-0.033624727,-0.060684443,0.003095989,0.0008016348,-0.002570772,-0.008652134,0.013000002,0.06999993,-0.0022999954,287.594,5.6615496,0.13388205,0,0
21,2,87,0,0.038900003,0.4179,0.108,4.4359927,47.942486,1.4897515,3.870002,-0.23288381,-0.15018249,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2820037,0.048237476,0.111317255,0.2096475,17252.17,318.7384,-0.032451663,0.13961026,0.0025919343,0.0004433584,-0.0026533317,-0.007264271,-0.001079998,0.07000017,-0.0022999954,306.25,5.724402,0.06285238,0,0
22,2,88,0,0.0396,0.4156,0.09225,4.9483395,41.634686,1.5990521,3.7289336,0.10930061,-0.14106846,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2785978,0.044280443,0.10701107,0.2084871,17932.758,355.71957,0.03869116,0.10977199,-0.0034059144,-0.003957033,-0.0043061827,-0.0011604119,-0.015750008,0.06999993,-0.0022999954,327.8293,5.792493,0.068090916,0,0
23,2,89,0,0.0403,0.4133,0.06742,4.7952466,41.255943,1.5676252,3.7197952,-0.031426907,-0.009138346,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2760512,0.042047534,0.10603291,0.20658134,19636.496,353.5649,0.0907608,-0.006075615,-0.0025465966,-0.0022329092,-0.0009781647,-0.0019057464,-0.024829999,0.07000017,-0.0022999954,343.54242,5.8393106,0.04681778,0,0
24,2,90,1,0.040999997,0.41099998,0.07025,5.207581,45.951263,1.6501155,3.8275814,0.082490325,0.10778618,0,0,0,0,0,0,0,0,0,1,0,0,0,0.27256316,0.041516248,0.10108303,0.20397112,20848.021,350.1805,0.05986917,-0.009618323,-0.0034880256,-0.00053128717,-0.0049498747,-0.0026102257,0.00283,0.069999695,-0.0023000336,348.8117,5.8545322,0.015221596,0,0
25,2,91,0,0.0417,0.4087,0.085,6.149385,50.96661,1.8163521,3.9311707,0.16623664,0.1035893,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2759227,0.04042179,0.09841827,0.19683655,21581.395,273.63797,0.034572527,-0.24664281,0.0033595085,-0.0010944557,-0.0026647567,-0.007134571,0.014750004,0.07000017,-0.0022999954,334.11554,5.8114867,-0.04304552,1,0
26,2,92,0,0.0424,0.4064,0.091000006,6.5935373,49.0068,1.8860899,3.8919592,0.06973779,-0.03921151,0,0,0,0,0,0,0,0,0,0,0,1,0,0.27380952,0.04251701,0.096938774,0.1887755,22235.414,233.84354,0.029854666,-0.15715371,-0.0021131516,0.0020952178,-0.0014795017,-0.008061047,0.006000004,0.069999695,-0.0022999954,323.37433,5.7788105,-0.03267622,0,1
27,2,93,0,0.0431,0.4041,0.076,7.6076794,48.071785,2.029158,3.8726954,0.1430682,-0.019263744,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2721202,0.043405674,0.09682805,0.1803005,23014.133,275.95993,0.034422252,0.16560343,-0.0016893196,0.0008886671,-0.00011072159,-0.008474998,-0.015000004,0.07000017,-0.0022999954,330.61224,5.800946,0.022135735,0,1
28,3,80,0,0.027999999,0.751,0.067,6.5022073,75.1262,1.8721417,4.3191695,0.1653266,0.10677767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23730685,0.054083887,0.13576159,0.16335541,9332.06,299.48492,0.11222626,0.029491974,-0.00586462,-0.0016824246,0.0014671993,0.0044024466,0.016500002,-0.01999998,0.0005999756,141.76784,4.9541907,0.03291893,0,0
29,3,81,0,0.028199999,0.7549,0.06125,5.7231317,69.95551,1.7445161,4.2478595,-0.12762558,-0.07131004,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23202847,0.05053381,0.13451958,0.17081851,10250.007,302.63345,0.093822636,0.010458268,-0.0052783773,-0.0035500764,-0.0012420082,0.007463093,-0.005750003,0.01999998,0.0038999938,160.41208,5.077746,0.12355518,0,0
30,3,82,1,0.028399998,0.75879997,0.09917,5.1159167,65.453636,1.6323566,4.181342,-0.11215949,-0.06651735,0,1,0,0,0,0,0,0,0,0,0,0,0,0.22906575,0.047750864,0.13217993,0.17266436,10476.102,294.6367,0.021818249,-0.026779316,-0.0029627227,-0.0027829455,-0.0023396492,0.0018458557,0.03792,0.01999998,0.0038999938,185.01779,5.220452,0.14270592,0,0
31,3,83,0,0.0286,0.76269996,0.09117,4.931627,58.85483,1.5956689,4.0750737,-0.03668773,-0.106268406,0,0,1,0,0,0,0,0,0,0,0,0,0,0.22701246,0.04580667,0.12899967,0.17514315,11228.498,288.21152,0.06935839,-0.022048386,-0.00205328,-0.0019441938,-0.0031802654,0.0024787902,-0.008000002,0.01999998,0.0038999938,209.27336,5.3436413,0.12318945,0,0
32,3,84,0,0.028800001,0.7666,0.04933,5.1372676,59.55983,1.6365213,4.0869813,0.040852427,0.0119075775,0,0,0,1,0,0,0,0,0,0,0,0,0,0.22627975,0.044995107,0.12487773,0.17737202,12285.703,284.47995,0.08998122,-0.013031869,-0.00073270797,-0.0008115625,-0.004121933,0.0022288703,-0.041839994,0.02000022,0.0039000702,227.11351,5.42545,0.08180857,0,0
33,3,85,0,0.029000001,0.7705,0.06508,6.030779,65.19818,1.7968762,4.1774316,0.16035485,0.09045029,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2255025,0.04522613,0.12060302,0.17870604,13219.922,282.1294,0.07328869,-0.008296965,-0.00077724457,0.00023102283,-0.0042747115,0.0013340187,0.015750002,0.01999998,0.0038999938,249.29898,5.518653,0.09320307,0,0
34,3,86,1,0.0292,0.7744,0.06925,6.600665,66.81227,1.8871704,4.2018867,0.09029424,0.02445507,0,0,0,0,0,1,0,0,0,0,0,0,0,0.22249094,0.045646917,0.11698911,0.1804716,13993.291,288.3011,0.05685308,0.021639561,-0.00301157,0.00042078496,-0.003613901,0.0017655563,0.004169998,0.01999998,0.0038999938,259.8304,5.560029,0.041376114,0,0
35,3,87,0,0.0294,0.77830005,0.06275,6.034914,64.78411,1.7975616,4.1710606,-0.08960879,-0.030826092,0,0,0,0,0,0,1,0,0,0,0,0,0,0.22345068,0.044806518,0.113762,0.18009892,14526.112,288.79837,0.037369877,0.0017233912,0.0009597397,-0.00084039685,-0.0032271193,-0.00037267685,-0.0065000057,0.01999998,0.0038999938,273.21643,5.6102643,0.05023527,0,0
36,3,88,0,0.0296,0.78220004,0.06258,5.982178,67.272415,1.7887847,4.2087502,-0.008776903,0.037689686,0,0,0,0,0,0,0,1,0,0,0,0,0,0.22404526,0.04328147,0.11173975,0.17906648,15063.988,291.79633,0.036359135,0.01032728,0.0005945778,-0.0015250492,-0.0020222473,-0.0010324287,-0.00016999722,0.01999998,0.0038999938,307.18652,5.727455,0.11719084,0,0
37,3,89,0,0.0298,0.78610003,0.052250005,5.8862505,73.24241,1.7726192,4.2937746,-0.016165495,0.08502436,0,0,0,0,0,0,0,0,1,0,0,0,0,0.22749862,0.041137494,0.109884046,0.17586969,15639.458,294.16068,0.037490066,0.008070088,0.0034533693,-0.0021439744,-0.0018557071,-0.0031967927,-0.010329995,0.01999998,0.0038999938,341.2447,5.8325996,0.1051445,0,0
38,3,90,1,0.03,0.79,0.05325,6.495789,72.05352,1.8711541,4.277409,0.09853482,-0.016365528,0,0,0,0,0,0,0,0,0,1,0,0,0,0.22928552,0.04047813,0.107036136,0.17223582,16254.542,298.66882,0.038575295,0.015209213,0.0017868995,-0.0006593657,-0.00284791,-0.0036338805,0.0009999942,0.01999998,0.0038999938,354.5831,5.8709426,0.038342953,0,0
39,3,91,0,0.030199999,0.7939,0.056999996,6.714362,67.42098,1.9042488,4.210956,0.033094764,-0.06645298,0,0,0,0,0,0,0,0,0,0,1,0,0,0.23144688,0.03977576,0.1033102,0.1692472,16758.816,338.441,0.030552095,0.12501447,0.0021613503,-0.0007023692,-0.0037259387,-0.0029886246,0.00375,0.01999998,0.0038999938,375.79462,5.929043,0.058100224,0,0
40,3,92,0,0.0304,0.7978,0.074,6.708246,63.577507,1.9033376,4.15226,-0.0009112358,-0.05869627,0,0,0,0,0,0,0,0,0,0,0,1,0,0.23303759,0.04018789,0.10046973,0.1651879,17484.72,335.17746,0.042402923,-0.009689685,0.0015907097,0.00041213274,-0.0028404617,-0.0040592956,0.017000003,0.01999998,0.0038999938,397.54404,5.985306,0.05626297,0,0
41,3,93,0,0.0306,0.8017,0.062,7.1498985,67.16743,1.9670981,4.2071886,0.06376052,0.05492878,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23170732,0.04014228,0.0988313,0.16183943,18119.162,341.99695,0.03564266,0.020141691,-0.0013302612,-4.5614244e-05,-0.0016384316,-0.003348465,-0.012000003,0.01999998,0.0038999938,416.10126,6.0309286,0.045622826,0,0
42,4,80,1,0.16299999,0.387,0.07608,3.3490813,34.728783,1.2086861,3.5475688,-0.0485332,0.10582781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23709536,0.05686789,0.1216098,0.14654417,7384.177,200.3937,0.06689029,0.07147857,-0.0020063592,-0.00081594946,0.0009581089,0.00035307885,0.014330005,-0.20000076,0.00069999695,131.21973,4.876873,0.13250303,0,0
43,4,81,0,0.1626,0.3884,0.09099999,3.1046665,34.87658,1.1329063,3.5518155,-0.075779796,0.0042467117,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2333188,0.05320541,0.122982986,0.15045792,8304.127,192.8478,0.11741318,-0.038382724,-0.0037765503,-0.0036624812,0.0013731861,0.0039137364,0.014919992,-0.03999901,0.0013999939,127.34033,4.8468633,-0.030009747,0,0
44,4,82,1,0.16219999,0.38979998,0.09774999,3.2423713,35.422405,1.1763049,3.5673444,0.04339862,0.015528917,0,1,0,0,0,0,0,0,0,0,0,0,0,0.23060158,0.050130777,0.1233653,0.14952049,8646.841,194.94333,0.040441416,0.010807652,-0.002717228,-0.0030746318,0.00038230896,-0.0009374237,0.006750002,-0.040000916,0.0013999939,145.13737,4.9776807,0.13081741,0,0
45,4,83,0,0.1618,0.39119998,0.10125,3.0052037,32.334347,1.1003454,3.47613,-0.07595956,-0.09121442,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2281006,0.04770165,0.12315699,0.15047702,9099.015,192.80139,0.050972097,-0.011048296,-0.0025009727,-0.0024291277,-0.00020831107,0.0009565258,0.0035000038,-0.03999901,0.0013999939,170.96774,5.1414747,0.16379404,0,0
46,4,84,1,0.16139999,0.39259997,0.08941999,3.2538793,30.842241,1.179848,3.4288852,0.07950258,-0.047244787,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2262931,0.04698276,0.12068966,0.1512931,10052.484,195.43103,0.099653676,0.013546931,-0.001807499,-0.00071888923,-0.002467327,0.0008160877,-0.011830006,-0.040000916,0.0013999939,183.26106,5.2109118,0.06943703,0,0
47,4,85,0,0.161,0.39400002,0.08633,3.5234208,32.81994,1.2594323,3.4910362,0.07958436,0.062150955,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2247529,0.047271166,0.11731844,0.1521272,10674.928,197.29265,0.060077984,0.00948062,-0.0015402031,0.00028840543,-0.0033712196,0.0008340931,-0.0030900002,-0.03999901,0.0014000321,193.18965,5.2636724,0.0527606,0,0
48,4,86,1,0.16059999,0.39540002,0.08758,4.0158663,35.904373,1.3902531,3.5808592,0.13082075,0.08982301,0,0,0,0,0,1,0,0,0,0,0,0,0,0.22126931,0.04845626,0.11363636,0.1535163,11209.113,201.92966,0.048829343,0.023231253,-0.0034836007,0.001185093,-0.0036820793,0.0013890933,0.0012500095,-0.040000916,0.0013999939,203.0941,5.313669,0.049996853,0,0
49,4,87,0,0.1602,0.3968,0.081,4.2011104,39.08497,1.4353489,3.6657379,0.0450958,0.08487868,0,0,0,0,0,0,1,0,0,0,0,0,0,0.22032452,0.04824936,0.10973527,0.15456875,11613.968,204.61145,0.03548136,0.013193412,-0.00094478606,-0.00020689964,-0.0039010907,0.0010524559,-0.00658,-0.03999901,0.0013999939,221.22641,5.3991866,0.08551741,0,0
50,4,88,0,0.1598,0.3982,0.07667,4.369185,39.24968,1.4745765,3.6699433,0.039227605,0.0042054653,0,0,0,0,0,0,0,1,0,0,0,0,0,0.22065727,0.047375157,0.10584721,0.15450278,12289.022,208.06659,0.05649789,0.016745353,0.00033275606,-0.00087419985,-0.0038880634,-6.597519e-05,-0.0043300055,-0.040000916,0.0013999939,234.45773,5.4572754,0.05808878,0,0
51,4,89,0,0.1594,0.3996,0.07242,4.858056,41.864025,1.5806384,3.734427,0.106061935,0.06448364,0,0,0,0,0,0,0,0,1,0,0,0,0,0.22080137,0.04560955,0.10315431,0.15387894,13086.788,211.59421,0.062896796,0.016812157,0.0001441002,-0.0017656088,-0.0026928997,-0.000623827,-0.004249997,-0.03999996,0.0013999939,250.06401,5.521717,0.06444168,0,0
52,4,90,1,0.159,0.401,0.06883,5.3125267,43.268364,1.6700675,3.7674217,0.08942914,0.032994747,0,0,0,0,0,0,0,0,0,1,0,0,0,0.21995755,0.044585988,0.101061575,0.15201698,13779.282,214.56476,0.051563,0.01394127,-0.0008438301,-0.0010235644,-0.0020927333,-0.0018619633,-0.003590002,-0.03999996,0.0013999939,279.02814,5.631313,0.109595776,0,0
53,4,91,0,0.1586,0.40240002,0.073,5.9350486,45.835934,1.7808752,3.8250685,0.11080766,0.05764675,0,0,0,0,0,0,0,0,0,0,1,0,0,0.21931675,0.04428511,0.10122312,0.14888233,14456.4795,233.99411,0.047976546,0.086684346,-0.00064079283,-0.0003008747,0.00016154289,-0.003134651,0.004169998,-0.03999996,0.0014000321,308.87473,5.732936,0.10162306,0,0
54,4,92,0,0.1582,0.4038,0.072,5.77736,41.939014,1.7539468,3.7362165,-0.026928425,-0.08885193,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2176274,0.044695072,0.10150376,0.1453634,15585.84,237.80284,0.07522008,0.016145987,-0.0016893387,0.00040996075,0.00028064728,-0.0035189248,-0.000999999,-0.03999996,0.0013999939,325.68536,5.7859316,0.05299568,0,0
55,4,93,0,0.1578,0.4052,0.062,5.932756,42.174503,1.7804888,3.7418158,0.026542068,0.0055992603,0,0,0,0,0,0,0,0,0,0,0,0,1,0.21699671,0.044967,0.10189769,0.14191419,15996.538,214.85147,0.02600953,-0.101494975,-0.000630703,0.00027192594,0.0003939247,-0.0034492111,-0.01,-0.03999996,0.0013999939,342.31412,5.8357286,0.049797058,0,0
56,5,80,0,0.077,0.953,0.06808,8.884993,68.99789,2.1843636,4.234076,0.11556125,0.060141563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21776238,0.052137908,0.13740072,0.17927158,11744.407,268.98343,0.10977418,0.014872043,-0.0027303887,-0.0016093493,-0.00079423905,0.0045285034,0.0059100008,0.069999695,-0.0004999542,91.41334,4.5153913,0.06558418,0,0
57,5,81,0,0.0767,0.95339996,0.074,8.584576,66.923416,2.149967,4.203549,-0.03439665,-0.030527115,1,0,0,0,0,0,0,0,0,0,0,0,0,0.21600921,0.04875237,0.13592193,0.18714485,12837.078,269.36096,0.088960566,0.0014025706,-0.0017531585,-0.0033855392,-0.0014787865,0.007873268,0.00592,-0.029999733,0.00039993285,98.29305,4.5879536,0.07256222,0,0
58,5,82,1,0.0764,0.95379996,0.0995,8.115592,64.45717,2.0937872,4.166001,-0.056179762,-0.037548065,0,1,0,0,0,0,0,0,0,0,0,0,0,0.21619661,0.04625302,0.13360193,0.18908139,13410.308,265.95486,0.043685924,-0.012725734,0.000187397,-0.0024993466,-0.002319994,0.001936531,0.025499998,-0.03000021,0.00040000916,114.934525,4.744363,0.15640926,0,0
59,5,83,0,0.0761,0.95419997,0.09667,7.6692033,58.615417,2.0372128,4.0709977,-0.056574345,-0.09500313,0,0,1,0,0,0,0,0,0,0,0,0,0,0.21671924,0.044597793,0.13071766,0.19171925,14109.53,267.2358,0.05082684,0.0048048375,0.0005226326,-0.0016552305,-0.002884264,0.0026378632,-0.00283,-0.029999733,0.00040000916,135.3062,4.9075403,0.16317749,0,0
60,5,84,0,0.0758,0.9546,0.07775,7.5680623,56.55978,2.023937,4.0352983,-0.013275862,-0.035699368,0,0,0,1,0,0,0,0,0,0,0,0,0,0.21602693,0.044149514,0.12765051,0.19381674,15374.943,266.64215,0.085888654,-0.002223949,-0.00069231034,-0.00044827937,-0.00306715,0.002097492,-0.018920003,-0.03000021,0.00040000916,149.94084,5.010241,0.10270071,0,0
61,5,85,0,0.075500004,0.955,0.07192,7.630687,57.362053,2.032178,4.049383,0.008240938,0.014084816,0,0,0,0,1,0,0,0,0,0,0,0,0,0.21546084,0.04436292,0.1246549,0.19534057,16314.832,260.94702,0.059335504,-0.021590097,-0.00056610105,0.00021340846,-0.0029956244,0.001523838,-0.005829997,-0.029999733,0.00040000916,161.167,5.0824413,0.0722003,0,0
62,5,86,1,0.0752,0.9554,0.06675,9.1642685,58.161724,2.215312,4.0632277,0.18313408,0.01384449,0,0,0,0,0,1,0,0,0,0,0,0,0,0.21511328,0.044830643,0.12146705,0.19618478,17082.508,267.53375,0.04598037,0.024928331,-0.00034755707,0.00046772003,-0.003187847,0.00084421155,-0.005170002,-0.03000021,0.00040000916,182.76918,5.208224,0.12578249,0,0
63,5,87,0,0.0749,0.9558,0.05767,9.142204,55.654964,2.2129016,4.019171,-0.0024104118,-0.044056416,0,0,0,0,0,0,1,0,0,0,0,0,0,0.21636607,0.043705225,0.11930734,0.1960975,17830.941,265.59744,0.042880226,-0.007263947,0.0012527847,-0.0011254167,-0.00215971,-8.729935e-05,-0.009079996,-0.03000021,0.00040000916,212.99167,5.3612533,0.15302944,0,0
64,5,88,0,0.0746,0.9562,0.052999996,9.201518,56.463604,2.2193685,4.033596,0.0064668655,0.014424801,0,0,0,0,0,0,0,1,0,0,0,0,0,0.21820545,0.041701797,0.11793845,0.19526419,18705.871,263.64178,0.047902208,-0.0073904833,0.0018393898,-0.0020034267,-0.001368885,-0.0008333016,-0.004670005,-0.029999733,0.00040000916,233.32973,5.4524527,0.0911994,0,0
65,5,89,0,0.0743,0.9566,0.050829995,9.72469,57.55069,2.274668,4.052666,0.05529952,0.019070148,0,0,0,0,0,0,0,0,1,0,0,0,0,0.22068588,0.03942775,0.117290705,0.19333974,19619.92,266.40427,0.047707938,0.010423648,0.0024804305,-0.0022740483,-0.00064774515,-0.0019244575,-0.00217,-0.03000021,0.00040000916,259.2046,5.5576177,0.105165005,0,0
66,5,90,1,0.074,0.95699996,0.05617,10.406872,55.344307,2.3424664,4.0135736,0.067798376,-0.03909254,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2248988,0.038810264,0.114657566,0.19030413,20665.762,269.77484,0.051932935,0.0125727365,0.0042129136,-0.000617485,-0.0026331425,-0.0030356026,0.005340004,-0.029999733,0.00039993285,288.65082,5.665218,0.10760021,0,0
